ID,English,French,MSA,POS,EasyCODA,EasyRegion,EasyEasinessScore,MediumCODA,MediumRegion,MediumEasinessScore,HardCODA,HardRegion,HardEasinessScore
203,clothes,vêtement,مَلابِس,NOUN,ملابس,"Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",1250,هدمة,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan",150,دبش,Tunisia+Libya,50
205,dish,plat,طَبَق,NOUN,طبق,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",1250,ماعون,"Iraq, Qatar+Saudi+Oman+Yemen",150,قصعة,Tunisia+Libya,50
206,wait,attendre,ٱِنْتَظَر,VERB,انتظر,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",300,نطر,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",150,تهيد,Qatar+Saudi+Oman+Yemen,50
207,form,formulaire,ٱِسْتِمارَة,NOUN,استمارة,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Morocco+Algeria",250,فرمة,Egypt+Sudan,150,اورنيك,Egypt+Sudan,50
209,"want , would like",vouloir,أَراد ، وَدّ ، رَغِب,VERB,راد,"Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",1200,بغى,"Morocco+Algeria, Qatar+Saudi+Oman+Yemen",150,اشتى,Qatar+Saudi+Oman+Yemen,50
211,smoking,fumer,تَدْخِين,NOUN,تدخين,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",1250,تكيف,Tunisia+Libya,150,دوخة,Qatar+Saudi+Oman+Yemen,50
212,sit,se asseoir,جَلَس,VERB,جلس,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen, Morocco+Algeria",1250,اتربع,Qatar+Saudi+Oman+Yemen,150,قعمز,Tunisia+Libya,50
214,"best , better",meilleur,أَفْضَل,ADJ,افضل,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1300,احلى,Qatar+Saudi+Oman+Yemen,150,ازبط,Syria+Lebanon+Jordan+Palestine,50
216,reserve,réserver,حَجَز,VERB,حجز,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Morocco+Algeria",1300,رزرف,Morocco+Algeria,100,ريسارفى,Tunisia+Libya,0
217,seem,sembler,بَدا,VERB,بدا,"Syria+Lebanon+Jordan+Palestine, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1250,لاح,Syria+Lebanon+Jordan+Palestine,150,تهايا,Qatar+Saudi+Oman+Yemen,50
218,operator,opérateur,عامِل ال+ تِلِفُون,NOUN,عامل التلفون,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Tunisia+Libya",200,استعلامات,Qatar+Saudi+Oman+Yemen,150,سنترال,Qatar+Saudi+Oman+Yemen,50
220,depend,dépendre,تَوَقَّف عَلَى,ADP,توقف على,Morocco+Algeria,1150,قايم على,Syria+Lebanon+Jordan+Palestine,150,مرهون,Tunisia+Libya,50
222,table,table,مائِدَة,NOUN,مايدة,Qatar+Saudi+Oman+Yemen,1050,طرابيزة,"Egypt+Sudan, Qatar+Saudi+Oman+Yemen",150,ترابيزة,Egypt+Sudan,50
223,appointment,rendez-vous,مَوْعِد,NOUN,موعد,"Syria+Lebanon+Jordan+Palestine, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Morocco+Algeria",1300,مقابلة,Qatar+Saudi+Oman+Yemen,150,رندفوه,Egypt+Sudan,0
224,stomach,estomac,مَعِدَة,NOUN,معدة,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Morocco+Algeria",1250,كرشة,"Tunisia+Libya, Qatar+Saudi+Oman+Yemen",150,لاسطومة,Morocco+Algeria,0
225,belt,ceinture,حِزام,NOUN,حزام,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",1300,زنار,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",150,حزاق,Qatar+Saudi+Oman+Yemen,0
226,steal,voler,سَرَق,VERB,سرق,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1300,اختلس,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",150,تفتف,Tunisia+Libya,50
227,give,donner,أَعْطَى,VERB,اعطى,"Morocco+Algeria, Syria+Lebanon+Jordan+Palestine, Iraq, Tunisia+Libya",1250,تبرع,Syria+Lebanon+Jordan+Palestine,150,اسكه,Qatar+Saudi+Oman+Yemen,50
228,seat,place,مَقْعَد,NOUN,مقعد,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen",1300,بلاصة,"Morocco+Algeria, Tunisia+Libya",150,دكة,Egypt+Sudan,50
229,paper,papier,وَرَق,NOUN,ورق,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1300,كاغط,"Morocco+Algeria, Tunisia+Libya",150,قرطاس,Qatar+Saudi+Oman+Yemen,50
231,"speak , talk",parler,تَحَدَّث ، تَكَلَّم,VERB,تكلم,"Morocco+Algeria, Iraq, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",1300,اتخابر,Qatar+Saudi+Oman+Yemen,150,دردش,Syria+Lebanon+Jordan+Palestine,50
232,look for,chercher,بَحَث,VERB,بحث,"Syria+Lebanon+Jordan+Palestine, Iraq, Tunisia+Libya, Morocco+Algeria, Qatar+Saudi+Oman+Yemen",1300,تحرى,Qatar+Saudi+Oman+Yemen,150,بحبش,Syria+Lebanon+Jordan+Palestine,50
233,maybe,peut-être,رُبَّما,ADV,ربما,"Iraq, Qatar+Saudi+Oman+Yemen",1250,امكن,Egypt+Sudan,150,بيجوز,Syria+Lebanon+Jordan+Palestine,50
236,bed,lit,سَرِير,NOUN,سرير,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1300,عن قريب,Egypt+Sudan,150,كرفاية,Qatar+Saudi+Oman+Yemen,50
237,driver 's license,permis de conduire,رُخْصَة قِيادَة,NOUN,رخصة,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Egypt+Sudan",250,اجازة,Iraq,150,رخصة القيادة,Morocco+Algeria,50
238,wonderful,merveilleux,رائِع,ADJ,رائع,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Iraq, Morocco+Algeria, Qatar+Saudi+Oman+Yemen",1300,رهيب,Qatar+Saudi+Oman+Yemen,150,بجنن,Syria+Lebanon+Jordan+Palestine,50
239,plate,assiette,طَبَق,NOUN,طبق,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",1250,ماعون,"Iraq, Qatar+Saudi+Oman+Yemen",150,طبسي,Morocco+Algeria,50
240,reconfirm,reconfirmer,أَعاد تَأْكِيد,NOUN,اعادة تأكيد,Qatar+Saudi+Oman+Yemen,1050,زاد يأكد,Qatar+Saudi+Oman+Yemen,150,اعادة تشييك,Qatar+Saudi+Oman+Yemen,50
241,lipstick,rouge à lèvre,أَحْمَر ال+ شِفاه,NOUN,روج,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Morocco+Algeria",250,احمر شفايف,Egypt+Sudan,100,اعكر,Morocco+Algeria,50
242,call,appel,مُكالَمَة,NOUN,مكالمة,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Morocco+Algeria, Qatar+Saudi+Oman+Yemen",1250,ابال,"Morocco+Algeria, Tunisia+Libya",150,تعيطة,Morocco+Algeria,0
244,fever,fièvre,حُمَّى,NOUN,حمى,"Morocco+Algeria, Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",1250,باردة,Qatar+Saudi+Oman+Yemen,150,حرارة مرتفعة,Syria+Lebanon+Jordan+Palestine,50
246,play,jouer,لَعِب,VERB,لعب,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1300,تلاهى,Qatar+Saudi+Oman+Yemen,100,داعب,Qatar+Saudi+Oman+Yemen,50
247,station,gare,مَحَطَّة,NOUN,محطة,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Morocco+Algeria",1250,ستيشن,Qatar+Saudi+Oman+Yemen,150,انجار,Tunisia+Libya,50
248,picture,photo,صُورَة,NOUN,صورة,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1250,فوطو,Morocco+Algeria,150,تابلوه,Egypt+Sudan,50
250,serve,servir,قَدَّم,VERB,قدم,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1300,دنى,Qatar+Saudi+Oman+Yemen,150,سكب,Qatar+Saudi+Oman+Yemen,50
253,gift,cadeau,هَدِيَّة,NOUN,هدية,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1250,عيدية,Syria+Lebanon+Jordan+Palestine,150,صوغة,Qatar+Saudi+Oman+Yemen,0
257,there,là-bas,هُناكَ,ADV,هناك,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",1300,الغادي,Tunisia+Libya,150,بهناك,Egypt+Sudan,50
259,people,gens,ناس,NOUN,ناس,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1300,بن آدم,Morocco+Algeria,150,غاشي,Morocco+Algeria,50
261,"baggage , luggage",bagage,مَتاع,NOUN,امتعة,Iraq,1100,عفش,"Qatar+Saudi+Oman+Yemen, Egypt+Sudan",150,شواكيش,Morocco+Algeria,50
265,price tag,étiquette de prix,بِطاقَة ال+ سِعْر,NOUN,سعر,"Syria+Lebanon+Jordan+Palestine, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",300,تاج,Egypt+Sudan,150,لاصق,Qatar+Saudi+Oman+Yemen,50
266,put,mettre,وَضَع,VERB,حط,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",300,ختى,Egypt+Sudan,100,ذب,Qatar+Saudi+Oman+Yemen,50
268,aisle,couloir,مَمَرّ,NOUN,ممر,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Morocco+Algeria",1250,حجرة,Qatar+Saudi+Oman+Yemen,150,مزاز,Tunisia+Libya,50
270,wonder,demander,تَساءَل,VERB,تساءل,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Qatar+Saudi+Oman+Yemen",1200,اتعجب,Qatar+Saudi+Oman+Yemen,150,سأل حالو,Syria+Lebanon+Jordan+Palestine,50
273,end,bout,نِهايَة,NOUN,نهاية,"Morocco+Algeria, Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1250,ذيل,Syria+Lebanon+Jordan+Palestine,100,لافان,Morocco+Algeria,0
274,family,famille,أُسْرَة,NOUN,اسرة,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1250,آل,Syria+Lebanon+Jordan+Palestine,150,لافامي,Morocco+Algeria,50
275,building,bâtiment,مَبْنَى,NOUN,مبنى,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1250,بنا,Qatar+Saudi+Oman+Yemen,150,موبل,Morocco+Algeria,50
277,what time,à quelle heure,مَتَى,ADV,متى,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",1250,احين,Qatar+Saudi+Oman+Yemen,150,الساعة قداش,Tunisia+Libya,50
278,break,casser,كَسَر,VERB,كسر,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1300,فتت,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",150,بوظ,Egypt+Sudan,50
280,start,commencer,بَدَأ,VERB,بدا,"Syria+Lebanon+Jordan+Palestine, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Egypt+Sudan",1300,باشر,Syria+Lebanon+Jordan+Palestine,150,ابتدى,Qatar+Saudi+Oman+Yemen,50
281,send,envoyer,أَرْسَل,VERB,ارسل,"Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",1250,دز,"Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",150,صافط,Morocco+Algeria,50
282,pound,livre,جُنَيْه,NOUN,جنيه,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Morocco+Algeria",1300,باوند,Qatar+Saudi+Oman+Yemen,150,لحلوح,Egypt+Sudan,50
283,ready,prêt,جاهِز,ADJ,جاهز,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1300,مجهز,Qatar+Saudi+Oman+Yemen,150,بارز,Qatar+Saudi+Oman+Yemen,50
284,dress,robe,فُسْتان,NOUN,فستان,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen",1300,بدلة,Iraq,150,قفطان,Tunisia+Libya,50
287,customs,douane,ال+ جَمارِك,NOUN,الجمارك,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",300,التفتيش,Qatar+Saudi+Oman+Yemen,150,لادوان,Morocco+Algeria,0
288,lens,lentille,عَدَسَة,NOUN,عدسة,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Morocco+Algeria",1250,لنتي,Tunisia+Libya,100,لونتيي,Morocco+Algeria,50
289,center,centre,مَرْكَز,NOUN,مركز,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1300,وسطة,Qatar+Saudi+Oman+Yemen,100,فسط,Syria+Lebanon+Jordan+Palestine,50
290,prescription,ordonnance,رُوشِتَّة ، وصفة دواء,NOUN,روشتة,"Egypt+Sudan, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1150,تذكرة,Egypt+Sudan,150,ورقة الدوا,Tunisia+Libya,50
292,good,bon,جَيِّد,ADJ,جيد,"Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",1350,ترتيب,Qatar+Saudi+Oman+Yemen,150,يهبل,Tunisia+Libya,50
293,key,clé,مِفْتاح,NOUN,مفتاح,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1300,داير,Qatar+Saudi+Oman+Yemen,150,ساروت,Morocco+Algeria,50
294,do you mind,ça vous déranger,هَلْ تُمانِع,VERB,عندك مانع,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen",300,لا مؤاخذة,Qatar+Saudi+Oman+Yemen,150,دتمانع,Iraq,0
295,problem,problème,مُشْكِلَة,NOUN,مشكلة,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Morocco+Algeria",1250,معضلة,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan",150,خازوق,Egypt+Sudan,50
296,bath,baignoire,حَمام,NOUN,حمام,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Morocco+Algeria",1300,بانو,Tunisia+Libya,150,مسبح,Qatar+Saudi+Oman+Yemen,50
298,include,comprendre,شَمِل,VERB,شمل,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen",1300,ادرج,Qatar+Saudi+Oman+Yemen,150,خشش,Tunisia+Libya,50
300,hot,chaud,ساخِن,ADJ,ساخن,"Syria+Lebanon+Jordan+Palestine, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1250,يحرق,Qatar+Saudi+Oman+Yemen,150,ملهلب,Syria+Lebanon+Jordan+Palestine,50
301,office,bureau,مَكْتَب,NOUN,مكتب,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1300,دائرة,Syria+Lebanon+Jordan+Palestine,150,دسك,Egypt+Sudan,50
303,return,retour,عَوْدَة,NOUN,عودة,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Qatar+Saudi+Oman+Yemen",1200,مرواح,"Qatar+Saudi+Oman+Yemen, Tunisia+Libya",150,مرواحة,Tunisia+Libya,50
304,elevator,ascenseur,مِصْعَد,NOUN,مصعد,"Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",1200,اصنصير,Qatar+Saudi+Oman+Yemen,100,اصنصيل,Syria+Lebanon+Jordan+Palestine,50
305,business,affaire,عَمَل,NOUN,عمل,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1300,شغلانة,"Egypt+Sudan, Qatar+Saudi+Oman+Yemen",150,تبزنيس,Morocco+Algeria,0
307,stop,arrêter,تَوَقَّف,VERB,توقف,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",1250,اتعطل,Qatar+Saudi+Oman+Yemen,150,امتنع,Qatar+Saudi+Oman+Yemen,50
310,see,voir,رَأَى,VERB,رأى,Qatar+Saudi+Oman+Yemen,1150,لمح,"Syria+Lebanon+Jordan+Palestine, Tunisia+Libya",150,بصبص,Syria+Lebanon+Jordan+Palestine,50
311,suggest,suggérer,ٱِقْتَرَح,VERB,اقترح,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",300,فرايي,Qatar+Saudi+Oman+Yemen,150,بروبوزا,Morocco+Algeria,0
318,jacket,veste,سُتْرَة,NOUN,سترة,"Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",1150,كوت,Qatar+Saudi+Oman+Yemen,150,جاكة,Tunisia+Libya,0
320,drink,boire,شَرِب,VERB,شرب,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1300,عبى,Qatar+Saudi+Oman+Yemen,150,اتجرع,Qatar+Saudi+Oman+Yemen,50
322,like,aimer,أَحَبّ,VERB,حب,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1300,بغى,"Morocco+Algeria, Qatar+Saudi+Oman+Yemen",150,انعجب,Qatar+Saudi+Oman+Yemen,50
323,ask,demander,سَأَل,VERB,سأل,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1250,ناشد,Qatar+Saudi+Oman+Yemen,100,سقسى,Morocco+Algeria,0
325,tour,excursion,جَوْلَة,NOUN,جولة,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen, Morocco+Algeria",1250,تجوال,Qatar+Saudi+Oman+Yemen,150,رحلة سياحية,Qatar+Saudi+Oman+Yemen,50
326,rent,louer,ٱِسْتَأْجَر,VERB,اجر,"Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",300,اتأجر,Syria+Lebanon+Jordan+Palestine,100,ستأجر,Qatar+Saudi+Oman+Yemen,0
330,cream,crème,قِشْدَة,NOUN,كريمة,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",350,قيمر,Iraq,150,جمادة,Egypt+Sudan,50
332,box,boîte,صُنْدُوق,NOUN,صندوق,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1300,سحارة,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",150,تنكة,Qatar+Saudi+Oman+Yemen,50
334,work,travail,عَمَل,NOUN,عمل,"Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1250,وظيفة,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",150,كد,Qatar+Saudi+Oman+Yemen,50
335,dessert,dessert,حَلْوَى,NOUN,حلو,"Syria+Lebanon+Jordan+Palestine, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Egypt+Sudan",1300,حرور,Qatar+Saudi+Oman+Yemen,150,تحلاية,Syria+Lebanon+Jordan+Palestine,0
337,"small , little",petit,صَغِير,ADJ,صغير,"Morocco+Algeria, Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1300,زغير,"Syria+Lebanon+Jordan+Palestine, Iraq",150,زغيرون,Iraq,50
338,press,appuyer,ضَغَط,VERB,ضغط,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen",1300,داس,"Iraq, Egypt+Sudan, Qatar+Saudi+Oman+Yemen",150,سدك,Qatar+Saudi+Oman+Yemen,50
339,tourism,tourisme,سِياحَة,NOUN,سياحة,"Morocco+Algeria, Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",1250,فرجة,Egypt+Sudan,150,جولة سياحية,Syria+Lebanon+Jordan+Palestine,50
340,follow,suivre,ٱِتَّبَع,VERB,تبع,"Morocco+Algeria, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",300,راقب,Qatar+Saudi+Oman+Yemen,150,تعقب,Qatar+Saudi+Oman+Yemen,50
341,list,liste,قائِمَة,NOUN,قائمة,"Syria+Lebanon+Jordan+Palestine, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Morocco+Algeria",1250,لايحة,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",150,فهرس,Qatar+Saudi+Oman+Yemen,50
344,front,"en face de , face à",أَمام,NOUN,امام,"Iraq, Qatar+Saudi+Oman+Yemen",1250,مقابيل,"Syria+Lebanon+Jordan+Palestine, Iraq",150,جدام,Qatar+Saudi+Oman+Yemen,50
345,single,simple,مُفْرَد,ADJ,مفرد,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq",1200,اعزب,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",150,بروحه,Qatar+Saudi+Oman+Yemen,50
346,part,partie,جُزْء,NOUN,جزء,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1300,حصة,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan",150,نتيفة,Qatar+Saudi+Oman+Yemen,50
347,use,utiliser,ٱِسْتَخْدَم,VERB,استخدم,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",300,استغل,Qatar+Saudi+Oman+Yemen,150,ستعمل,Morocco+Algeria,50
349,drink,boisson,مَشْرُوب,NOUN,مشروب,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Morocco+Algeria",1250,قازوز,Morocco+Algeria,150,جرعة,Qatar+Saudi+Oman+Yemen,50
350,great,génial,عَظِيم,ADJ,عظيم,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1300,ضخم,Qatar+Saudi+Oman+Yemen,150,جسيم,Qatar+Saudi+Oman+Yemen,50
351,drop,tomber,سَقَط,VERB,سقط,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Qatar+Saudi+Oman+Yemen",1200,فلت,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",150,انسلخ,Qatar+Saudi+Oman+Yemen,50
352,happen,passer,حَدَث,VERB,حدث,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",1250,استوى,Qatar+Saudi+Oman+Yemen,150,داز,Morocco+Algeria,50
353,change,monnaie,فَكَّة,NOUN,فكة,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",1200,خردة,"Iraq, Qatar+Saudi+Oman+Yemen",150,فراطة,Syria+Lebanon+Jordan+Palestine,50
354,department,rayon,قِسْم,NOUN,قسم,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1300,دايرة,Qatar+Saudi+Oman+Yemen,150,مصلحة,Qatar+Saudi+Oman+Yemen,50
356,ticket,billet,تَذْكَرَة,NOUN,تذكرة,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1250,تيكي,"Morocco+Algeria, Tunisia+Libya",150,تسكرة,Tunisia+Libya,50
357,other,autre,أُخْرَى,ADJ,آخر,"Morocco+Algeria, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1250,واحد آخر,Tunisia+Libya,150,راخر,Egypt+Sudan,50
358,long,long,طَوِيل,ADJ,طويل,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1300,طويلون,Qatar+Saudi+Oman+Yemen,150,ممشوق,Syria+Lebanon+Jordan+Palestine,50
360,have,devoir,ٱِضْطَرّ,VERB,اضطر,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Morocco+Algeria",250,تحتم عليه,Morocco+Algeria,100,تلز,Tunisia+Libya,50
