ID,English,French,MSA,POS,Category,CODA,Region,ASimLevel,FSimLevel,DFreqLevel,DComLevel,EasinessScore
183,place,endroit,مَكان,NOUN,Easy,محل,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Qatar+Saudi+Oman+Yemen",D,D,H,M,250
183,place,endroit,مَكان,NOUN,Easy,مطرح,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan",D,D,M,M,200
183,place,endroit,مَكان,NOUN,Easy,مكان,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Morocco+Algeria",S,D,H,H,1300
183,place,endroit,مَكان,NOUN,Easy,موضع,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",D,D,H,M,250
183,place,endroit,مَكان,NOUN,Easy,موقع,"Syria+Lebanon+Jordan+Palestine, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",D,D,H,M,250
183,place,endroit,مَكان,NOUN,Easy,ناحية,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine",D,D,M,M,200
184,sure,sûr,مُتَأَكِّد,ADJ,Easy,اكيد,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
184,sure,sûr,مُتَأَكِّد,ADJ,Easy,حقيقي,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
184,sure,sûr,مُتَأَكِّد,ADJ,Easy,سور,Morocco+Algeria,D,S,H,L,300
184,sure,sûr,مُتَأَكِّد,ADJ,Hard,مأكد,Syria+Lebanon+Jordan+Palestine,D,D,M,L,50
184,sure,sûr,مُتَأَكِّد,ADJ,Easy,متأكد,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",S,D,M,H,1250
184,sure,sûr,مُتَأَكِّد,ADJ,Easy,متوكد,Qatar+Saudi+Oman+Yemen,S,D,M,L,1150
184,sure,sûr,مُتَأَكِّد,ADJ,Hard,متيقن,Morocco+Algeria,D,D,M,L,50
184,sure,sûr,مُتَأَكِّد,ADJ,Medium,من جد,Qatar+Saudi+Oman+Yemen,D,D,H,L,100
184,sure,sûr,مُتَأَكِّد,ADJ,Easy,واثق,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",D,D,H,H,300
185,court,court,مَلْعَب,NOUN,Medium,باحة,Syria+Lebanon+Jordan+Palestine,D,D,M,L,100
185,court,court,مَلْعَب,NOUN,Easy,ساحة,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",D,D,M,M,200
185,court,court,مَلْعَب,NOUN,Hard,لاكور,Morocco+Algeria,D,D,M,L,50
185,court,court,مَلْعَب,NOUN,Easy,ملعب,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Morocco+Algeria",S,D,H,H,1300
185,court,court,مَلْعَب,NOUN,Medium,ميدان,Qatar+Saudi+Oman+Yemen,D,D,H,L,150
186,"morning , a.m.",matin,صَباح,NOUN,Medium,سلم الشمس,Qatar+Saudi+Oman+Yemen,D,D,H,L,100
186,"morning , a.m.",matin,صَباح,NOUN,Easy,صباح,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Qatar+Saudi+Oman+Yemen, Egypt+Sudan, Tunisia+Libya",S,D,H,H,1300
186,"morning , a.m.",matin,صَباح,NOUN,Easy,صبح,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",S,D,H,H,1300
186,"morning , a.m.",matin,صَباح,NOUN,Easy,صبحية,"Egypt+Sudan, Tunisia+Libya",S,D,M,M,1200
186,"morning , a.m.",matin,صَباح,NOUN,Medium,ضحى,Qatar+Saudi+Oman+Yemen,D,D,M,L,150
186,"morning , a.m.",matin,صَباح,NOUN,Hard,عبكرة,Syria+Lebanon+Jordan+Palestine,D,D,M,L,50
186,"morning , a.m.",matin,صَباح,NOUN,Medium,فجر,Syria+Lebanon+Jordan+Palestine,D,D,H,L,100
186,"morning , a.m.",matin,صَباح,NOUN,Easy,نهار,Egypt+Sudan,D,D,H,L,200
187,salad,salade,سَلَطَة,NOUN,Medium,خضرة,Qatar+Saudi+Oman+Yemen,D,D,M,L,150
187,salad,salade,سَلَطَة,NOUN,Easy,سلاطة,"Iraq, Tunisia+Libya",S,D,M,M,1200
187,salad,salade,سَلَطَة,NOUN,Easy,سلطة,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Qatar+Saudi+Oman+Yemen",S,D,M,M,1200
187,salad,salade,سَلَطَة,NOUN,Medium,سالاد,Morocco+Algeria,D,S,M,L,150
187,salad,salade,سَلَطَة,NOUN,Hard,شلاضة,Morocco+Algeria,D,D,M,L,50
188,fish,poisson,سَمَك,NOUN,Medium,بواسون,Morocco+Algeria,D,S,L,L,100
188,fish,poisson,سَمَك,NOUN,Easy,حوت,"Morocco+Algeria, Egypt+Sudan, Tunisia+Libya",D,D,M,M,200
188,fish,poisson,سَمَك,NOUN,Hard,سردين,Morocco+Algeria,D,D,M,L,50
188,fish,poisson,سَمَك,NOUN,Easy,سمك,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",S,D,H,H,1300
188,fish,poisson,سَمَك,NOUN,Easy,صيد,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
189,product,produit,مُنْتَج,NOUN,Easy,انتاج,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
189,product,produit,مُنْتَج,NOUN,Easy,بردو,Morocco+Algeria,D,S,H,L,300
189,product,produit,مُنْتَج,NOUN,Easy,برودوي,Morocco+Algeria,D,S,M,L,250
189,product,produit,مُنْتَج,NOUN,Medium,بضاعة,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Qatar+Saudi+Oman+Yemen",D,D,M,M,150
189,product,produit,مُنْتَج,NOUN,Medium,سلعة,"Morocco+Algeria, Qatar+Saudi+Oman+Yemen",D,D,M,M,150
189,product,produit,مُنْتَج,NOUN,Medium,صناعة,Qatar+Saudi+Oman+Yemen,D,D,M,L,150
189,product,produit,مُنْتَج,NOUN,Medium,غرض,Syria+Lebanon+Jordan+Palestine,D,D,M,L,100
189,product,produit,مُنْتَج,NOUN,Medium,غلة,Qatar+Saudi+Oman+Yemen,D,D,M,L,100
189,product,produit,مُنْتَج,NOUN,Easy,محصول,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",D,D,M,M,200
189,product,produit,مُنْتَج,NOUN,Easy,منتج,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",S,D,H,H,1300
189,product,produit,مُنْتَج,NOUN,Easy,منتوج,"Morocco+Algeria, Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",S,D,M,H,1250
189,product,produit,مُنْتَج,NOUN,Medium,ناتج,Qatar+Saudi+Oman+Yemen,D,D,M,L,150
190,double,double,مُزْدَوِج,ADJ,Easy,اثنين,Tunisia+Libya,D,D,H,L,200
190,double,double,مُزْدَوِج,ADJ,Medium,ثنين,Tunisia+Libya,D,D,H,L,150
190,double,double,مُزْدَوِج,ADJ,Easy,دبل,"Syria+Lebanon+Jordan+Palestine, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Egypt+Sudan",D,S,H,H,400
190,double,double,مُزْدَوِج,ADJ,Easy,دوبل,"Morocco+Algeria, Syria+Lebanon+Jordan+Palestine, Tunisia+Libya",D,S,M,M,300
190,double,double,مُزْدَوِج,ADJ,Medium,زوز,Tunisia+Libya,D,D,M,L,100
190,double,double,مُزْدَوِج,ADJ,Easy,ضعف,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen",D,D,H,H,300
190,double,double,مُزْدَوِج,ADJ,Medium,مثني,Qatar+Saudi+Oman+Yemen,D,D,M,L,150
190,double,double,مُزْدَوِج,ADJ,Hard,مجوز,Syria+Lebanon+Jordan+Palestine,D,D,M,L,50
190,double,double,مُزْدَوِج,ADJ,Medium,مدبل,Qatar+Saudi+Oman+Yemen,D,D,M,L,100
190,double,double,مُزْدَوِج,ADJ,Medium,مدوبل,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria",D,D,M,M,150
190,double,double,مُزْدَوِج,ADJ,Easy,مزدوج,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",S,D,M,M,1200
190,double,double,مُزْدَوِج,ADJ,Easy,مضاعف,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Qatar+Saudi+Oman+Yemen",D,D,M,M,200
191,meal,repas,وَجْبَة,NOUN,Medium,اكال,Tunisia+Libya,D,D,M,L,150
191,meal,repas,وَجْبَة,NOUN,Easy,اكل,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
191,meal,repas,وَجْبَة,NOUN,Easy,اكلة,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",D,D,M,H,250
191,meal,repas,وَجْبَة,NOUN,Easy,رب,Morocco+Algeria,D,D,H,L,200
191,meal,repas,وَجْبَة,NOUN,Hard,روبى,Morocco+Algeria,D,D,L,L,50
191,meal,repas,وَجْبَة,NOUN,Easy,صحن,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Qatar+Saudi+Oman+Yemen",D,D,H,M,250
191,meal,repas,وَجْبَة,NOUN,Easy,طبخة,"Syria+Lebanon+Jordan+Palestine, Tunisia+Libya, Egypt+Sudan, Qatar+Saudi+Oman+Yemen",D,D,M,H,250
191,meal,repas,وَجْبَة,NOUN,Easy,طبق,"Egypt+Sudan, Qatar+Saudi+Oman+Yemen",D,D,H,M,250
191,meal,repas,وَجْبَة,NOUN,Medium,طقة,Egypt+Sudan,D,D,M,L,100
191,meal,repas,وَجْبَة,NOUN,Easy,فطور,Tunisia+Libya,D,D,H,L,200
191,meal,repas,وَجْبَة,NOUN,Medium,ماكلة,Morocco+Algeria,D,D,M,L,100
191,meal,repas,وَجْبَة,NOUN,Easy,وجبة,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Morocco+Algeria",S,D,M,H,1250
192,doctor,médecin,طَبِيب,NOUN,Hard,تكتور,Qatar+Saudi+Oman+Yemen,D,D,M,L,50
192,doctor,médecin,طَبِيب,NOUN,Medium,حكيم,Syria+Lebanon+Jordan+Palestine,D,D,H,L,150
192,doctor,médecin,طَبِيب,NOUN,Hard,دختور,Qatar+Saudi+Oman+Yemen,D,D,M,L,50
192,doctor,médecin,طَبِيب,NOUN,Easy,دكتور,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Morocco+Algeria",D,S,H,H,400
192,doctor,médecin,طَبِيب,NOUN,Easy,دكتورة,Iraq,D,S,M,L,250
192,doctor,médecin,طَبِيب,NOUN,Easy,طبيب,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Egypt+Sudan",S,D,H,H,1300
192,doctor,médecin,طَبِيب,NOUN,Medium,ميدسان,Morocco+Algeria,D,S,L,L,100
193,police,police,شُرْطَة,NOUN,Medium,النجدة,Qatar+Saudi+Oman+Yemen,D,D,M,L,100
193,police,police,شُرْطَة,NOUN,Easy,امن,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
193,police,police,شُرْطَة,NOUN,Easy,بوليس,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Tunisia+Libya, Morocco+Algeria, Qatar+Saudi+Oman+Yemen",D,S,M,H,350
193,police,police,شُرْطَة,NOUN,Easy,بوليسية,Tunisia+Libya,D,S,M,L,250
193,police,police,شُرْطَة,NOUN,Medium,درك,Syria+Lebanon+Jordan+Palestine,D,D,H,L,150
193,police,police,شُرْطَة,NOUN,Easy,شرطة,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",S,D,M,H,1250
193,police,police,شُرْطَة,NOUN,Hard,لابوليس,Morocco+Algeria,D,D,M,L,50
193,police,police,شُرْطَة,NOUN,Hard,لبوليس,Morocco+Algeria,D,D,M,L,50
193,police,police,شُرْطَة,NOUN,Medium,نجدة,Qatar+Saudi+Oman+Yemen,D,D,M,L,100
194,read,lire,قَرَأ,VERB,Medium,اتصفح,Qatar+Saudi+Oman+Yemen,D,D,M,L,100
194,read,lire,قَرَأ,VERB,Medium,تصفح,Syria+Lebanon+Jordan+Palestine,D,D,M,L,100
194,read,lire,قَرَأ,VERB,Easy,قرأ,Syria+Lebanon+Jordan+Palestine,S,D,M,L,1150
194,read,lire,قَرَأ,VERB,Easy,قرا,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",S,D,H,H,1300
194,read,lire,قَرَأ,VERB,Easy,قري,Qatar+Saudi+Oman+Yemen,S,D,H,L,1200
194,read,lire,قَرَأ,VERB,Easy,يقرا,Iraq,S,D,H,L,1200
195,boat,bateau,قارِب,NOUN,Medium,بابور,"Morocco+Algeria, Tunisia+Libya",D,D,M,M,150
195,boat,bateau,قارِب,NOUN,Easy,باتو,"Morocco+Algeria, Tunisia+Libya",D,S,M,M,300
195,boat,bateau,قارِب,NOUN,Easy,بلم,"Syria+Lebanon+Jordan+Palestine, Iraq",D,D,M,M,200
195,boat,bateau,قارِب,NOUN,Easy,زورق,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen",D,D,M,H,250
195,boat,bateau,قارِب,NOUN,Easy,سفينة,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",D,D,M,M,200
195,boat,bateau,قارِب,NOUN,Medium,شختورة,"Syria+Lebanon+Jordan+Palestine, Iraq",D,D,L,M,100
195,boat,bateau,قارِب,NOUN,Medium,طراد,Qatar+Saudi+Oman+Yemen,D,D,M,L,150
195,boat,bateau,قارِب,NOUN,Medium,فلوكة,"Morocco+Algeria, Tunisia+Libya",D,D,M,M,150
195,boat,bateau,قارِب,NOUN,Easy,قارب,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",S,D,H,H,1300
195,boat,bateau,قارِب,NOUN,Medium,لنج,Qatar+Saudi+Oman+Yemen,D,D,M,L,100
195,boat,bateau,قارِب,NOUN,Easy,مركب,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen",D,D,H,H,300
196,cash a check,encaisser un chèque,صَرَف شِيك,NOUN,Medium,جاب شيك,Tunisia+Libya,D,D,H,L,100
196,cash a check,encaisser un chèque,صَرَف شِيك,NOUN,Medium,سحب شيك,Qatar+Saudi+Oman+Yemen,D,D,H,L,100
196,cash a check,encaisser un chèque,صَرَف شِيك,NOUN,Easy,صرف الشيك,"Morocco+Algeria, Egypt+Sudan",D,D,H,M,250
196,cash a check,encaisser un chèque,صَرَف شِيك,NOUN,Easy,صرف شيك,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Morocco+Algeria",S,D,H,H,1300
196,cash a check,encaisser un chèque,صَرَف شِيك,NOUN,Medium,فك الشيك,Egypt+Sudan,D,D,H,L,100
197,sea,mer,بَحْر,NOUN,Easy,بحر,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",S,D,H,H,1300
198,slope,pente,مُنْحَدَر,NOUN,Medium,حدورة,Morocco+Algeria,D,D,L,L,100
198,slope,pente,مُنْحَدَر,NOUN,Medium,حنية,Qatar+Saudi+Oman+Yemen,D,D,M,L,150
198,slope,pente,مُنْحَدَر,NOUN,Hard,دحدورة,Egypt+Sudan,D,D,L,L,50
198,slope,pente,مُنْحَدَر,NOUN,Medium,دحديرة,"Egypt+Sudan, Qatar+Saudi+Oman+Yemen",D,D,M,M,150
198,slope,pente,مُنْحَدَر,NOUN,Hard,دردوحة,Tunisia+Libya,D,D,L,L,0
198,slope,pente,مُنْحَدَر,NOUN,Hard,سفح,Qatar+Saudi+Oman+Yemen,D,D,M,L,50
198,slope,pente,مُنْحَدَر,NOUN,Hard,قحمة,Qatar+Saudi+Oman+Yemen,D,D,L,L,0
198,slope,pente,مُنْحَدَر,NOUN,Hard,لابونت,Morocco+Algeria,D,D,L,L,0
198,slope,pente,مُنْحَدَر,NOUN,Easy,منحدر,"Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen, Egypt+Sudan",S,D,M,H,1250
198,slope,pente,مُنْحَدَر,NOUN,Easy,منحنى,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan",D,D,M,M,200
198,slope,pente,مُنْحَدَر,NOUN,Medium,منزل,Egypt+Sudan,D,D,H,L,150
198,slope,pente,مُنْحَدَر,NOUN,Easy,ميل,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
198,slope,pente,مُنْحَدَر,NOUN,Easy,نازل,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
198,slope,pente,مُنْحَدَر,NOUN,Medium,نازولة,Qatar+Saudi+Oman+Yemen,D,D,L,L,100
198,slope,pente,مُنْحَدَر,NOUN,Medium,نزلاية,Egypt+Sudan,D,D,L,L,100
198,slope,pente,مُنْحَدَر,NOUN,Easy,نزلة,"Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",D,D,M,M,200
198,slope,pente,مُنْحَدَر,NOUN,Medium,نصة,Iraq,D,D,L,L,100
198,slope,pente,مُنْحَدَر,NOUN,Medium,هبطة,"Qatar+Saudi+Oman+Yemen, Tunisia+Libya",D,D,L,M,150
198,slope,pente,مُنْحَدَر,NOUN,Hard,هوير,Qatar+Saudi+Oman+Yemen,D,D,M,L,50
199,letter,lettre,خِطاب,NOUN,Medium,بروة,Qatar+Saudi+Oman+Yemen,D,D,L,L,100
199,letter,lettre,خِطاب,NOUN,Easy,جواب,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",D,D,H,H,300
199,letter,lettre,خِطاب,NOUN,Easy,خطاب,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Qatar+Saudi+Oman+Yemen",S,D,H,M,1200
199,letter,lettre,خِطاب,NOUN,Hard,ديسكور,Morocco+Algeria,D,D,L,L,0
199,letter,lettre,خِطاب,NOUN,Easy,رسالة,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",D,D,M,H,250
199,letter,lettre,خِطاب,NOUN,Hard,قرطاسة,Qatar+Saudi+Oman+Yemen,D,D,M,L,50
199,letter,lettre,خِطاب,NOUN,Easy,كلمة,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",D,D,M,M,200
199,letter,lettre,خِطاب,NOUN,Easy,مكتوب,"Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",D,D,H,H,300
199,letter,lettre,خِطاب,NOUN,Medium,ورقة,Qatar+Saudi+Oman+Yemen,D,D,M,L,150
200,hat,chapeau,قُبَّعَة,NOUN,Medium,برنيطة,"Egypt+Sudan, Qatar+Saudi+Oman+Yemen",D,D,L,M,100
200,hat,chapeau,قُبَّعَة,NOUN,Hard,بيريه,Egypt+Sudan,D,D,M,L,50
200,hat,chapeau,قُبَّعَة,NOUN,Easy,شابو,"Morocco+Algeria, Tunisia+Libya",D,S,M,M,250
200,hat,chapeau,قُبَّعَة,NOUN,Hard,شاشية,Morocco+Algeria,D,D,L,L,50
200,hat,chapeau,قُبَّعَة,NOUN,Hard,شفقة,Iraq,D,D,M,L,50
200,hat,chapeau,قُبَّعَة,NOUN,Easy,طاقية,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",D,D,M,H,250
200,hat,chapeau,قُبَّعَة,NOUN,Hard,طربوش,Morocco+Algeria,D,D,M,L,50
200,hat,chapeau,قُبَّعَة,NOUN,Easy,قبعة,"Iraq, Qatar+Saudi+Oman+Yemen",S,D,M,M,1150
200,hat,chapeau,قُبَّعَة,NOUN,Easy,كاب,"Egypt+Sudan, Qatar+Saudi+Oman+Yemen",D,D,M,M,200
200,hat,chapeau,قُبَّعَة,NOUN,Medium,كاسكيت,"Syria+Lebanon+Jordan+Palestine, Tunisia+Libya",D,D,M,M,150
200,hat,chapeau,قُبَّعَة,NOUN,Hard,كاسكيتة,Egypt+Sudan,D,D,L,L,50
200,hat,chapeau,قُبَّعَة,NOUN,Medium,كبوس,Qatar+Saudi+Oman+Yemen,D,D,M,L,150
200,hat,chapeau,قُبَّعَة,NOUN,Medium,كلاو,Iraq,D,D,M,L,150
200,hat,chapeau,قُبَّعَة,NOUN,Hard,كمة,Qatar+Saudi+Oman+Yemen,D,D,L,L,0
200,hat,chapeau,قُبَّعَة,NOUN,Medium,كوفية,Qatar+Saudi+Oman+Yemen,D,D,M,L,150
201,be,être,كان,VERB,Medium,بقى,Iraq,D,D,M,L,150
201,be,être,كان,VERB,Easy,صار,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
201,be,être,كان,VERB,Easy,قاعد,Tunisia+Libya,D,D,H,L,200
201,be,être,كان,VERB,Easy,كان,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",S,D,H,H,1300
201,be,être,كان,VERB,Easy,وقع,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
202,soup,soupe,حَساء,NOUN,Easy,حساء,Tunisia+Libya,S,D,M,L,1150
202,soup,soupe,حَساء,NOUN,Medium,سخونة,Qatar+Saudi+Oman+Yemen,D,D,M,L,150
202,soup,soupe,حَساء,NOUN,Easy,شربة,"Morocco+Algeria, Egypt+Sudan, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",D,D,M,H,250
202,soup,soupe,حَساء,NOUN,Easy,شوربة,"Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",D,D,M,M,200
202,soup,soupe,حَساء,NOUN,Medium,صوبة,Morocco+Algeria,D,D,M,L,150
202,soup,soupe,حَساء,NOUN,Easy,مرق,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine",D,D,M,M,200
202,soup,soupe,حَساء,NOUN,Easy,مرقة,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan",D,D,M,M,200
203,clothes,vêtement,مَلابِس,NOUN,Easy,ازياء,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
203,clothes,vêtement,مَلابِس,NOUN,Medium,اواعي,Syria+Lebanon+Jordan+Palestine,D,D,M,L,150
203,clothes,vêtement,مَلابِس,NOUN,Medium,تياب,Syria+Lebanon+Jordan+Palestine,D,D,M,L,100
203,clothes,vêtement,مَلابِس,NOUN,Easy,ثياب,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",D,D,H,M,200
203,clothes,vêtement,مَلابِس,NOUN,Easy,حوايج,"Morocco+Algeria, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",D,D,M,M,200
203,clothes,vêtement,مَلابِس,NOUN,Hard,دبش,Tunisia+Libya,D,D,M,L,50
203,clothes,vêtement,مَلابِس,NOUN,Easy,زي,Egypt+Sudan,D,D,H,L,200
203,clothes,vêtement,مَلابِس,NOUN,Hard,قش,Morocco+Algeria,D,D,M,L,50
203,clothes,vêtement,مَلابِس,NOUN,Easy,كسوة,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Qatar+Saudi+Oman+Yemen",D,D,M,M,200
203,clothes,vêtement,مَلابِس,NOUN,Easy,لباس,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
203,clothes,vêtement,مَلابِس,NOUN,Easy,لبس,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Qatar+Saudi+Oman+Yemen",D,D,H,M,250
203,clothes,vêtement,مَلابِس,NOUN,Easy,ملابس,"Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",S,D,H,M,1250
203,clothes,vêtement,مَلابِس,NOUN,Easy,ملبس,Syria+Lebanon+Jordan+Palestine,S,D,M,L,1150
203,clothes,vêtement,مَلابِس,NOUN,Medium,هدمة,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan",D,D,L,M,150
203,clothes,vêtement,مَلابِس,NOUN,Easy,هدوم,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",D,D,M,H,250
204,receipt,reçu,إِيصال,NOUN,Easy,استلام,Syria+Lebanon+Jordan+Palestine,D,D,H,L,200
204,receipt,reçu,إِيصال,NOUN,Easy,ايصال,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",S,D,H,H,1300
204,receipt,reçu,إِيصال,NOUN,Easy,توصيل,Tunisia+Libya,D,D,H,L,200
204,receipt,reçu,إِيصال,NOUN,Medium,رس,Morocco+Algeria,D,S,M,L,150
204,receipt,reçu,إِيصال,NOUN,Easy,رسيت,Egypt+Sudan,D,S,M,L,200
204,receipt,reçu,إِيصال,NOUN,Easy,رصيد,"Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",D,D,H,M,250
204,receipt,reçu,إِيصال,NOUN,Easy,روسي,"Morocco+Algeria, Tunisia+Libya",D,S,H,M,350
204,receipt,reçu,إِيصال,NOUN,Easy,سند,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",D,D,H,M,200
204,receipt,reçu,إِيصال,NOUN,Medium,صك,Syria+Lebanon+Jordan+Palestine,D,D,H,L,150
204,receipt,reçu,إِيصال,NOUN,Easy,فاتورة,"Iraq, Qatar+Saudi+Oman+Yemen",D,D,M,M,200
204,receipt,reçu,إِيصال,NOUN,Easy,وصل,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",S,D,H,H,1300
204,receipt,reçu,إِيصال,NOUN,Medium,وصل استلام,Syria+Lebanon+Jordan+Palestine,D,D,H,L,100
205,dish,plat,طَبَق,NOUN,Easy,اكلة,"Egypt+Sudan, Qatar+Saudi+Oman+Yemen, Morocco+Algeria",D,D,M,M,200
205,dish,plat,طَبَق,NOUN,Easy,بلا,Morocco+Algeria,D,D,H,L,200
205,dish,plat,طَبَق,NOUN,Easy,تبسي,"Tunisia+Libya, Qatar+Saudi+Oman+Yemen",D,D,M,M,200
205,dish,plat,طَبَق,NOUN,Easy,صحن,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",D,D,H,H,300
205,dish,plat,طَبَق,NOUN,Medium,صينية,Qatar+Saudi+Oman+Yemen,D,D,M,L,150
205,dish,plat,طَبَق,NOUN,Medium,طبخة,Qatar+Saudi+Oman+Yemen,D,D,M,L,150
