ID,English,French,MSA,POS,CODA,CODA_Root,Region,DCom,RCom,ASim,FSim,DFreq,DA_Frequency,ASimLevel,FSimLevel,DFreqLevel,DComLevel,RComLevel,EasinessScore,EasinessCategory,ALL LEVELS?,ALL LEVELS( No ASIM)?
218,operator,opérateur,عامِل ال+ تِلِفُون,NOUN,عامل التلفون,عمل+تلفن,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Tunisia+Libya",3,3,0,0,6,"415,768",D,D,H,M,M,200,Easy,TRUE,TRUE
218,operator,opérateur,عامِل ال+ تِلِفُون,NOUN,عامل المقسم,عمل+قسم,Syria+Lebanon+Jordan+Palestine,1,1,0,0,6,"364,880",D,D,H,L,L,100,Medium,TRUE,TRUE
218,operator,opérateur,عامِل ال+ تِلِفُون,NOUN,موظف الاستعلامات,ظف+علم,Qatar+Saudi+Oman+Yemen,1,1,0,0,5,"117,525",D,D,H,L,L,100,Medium,TRUE,TRUE
218,operator,opérateur,عامِل ال+ تِلِفُون,NOUN,موظف السنترال,ظف+سنترل,Qatar+Saudi+Oman+Yemen,1,1,0,0,5,"117,941",D,D,H,L,L,100,Medium,TRUE,TRUE
218,operator,opérateur,عامِل ال+ تِلِفُون,NOUN,ستوندارديست,ستندردست,Tunisia+Libya,1,1,0,0,0,0,D,D,L,L,L,0,Hard,TRUE,TRUE
219,explain,expliquer,شَرَح,VERB,اول,ل، ل,Qatar+Saudi+Oman+Yemen,1,1,0,0,7,"3,936,079",D,D,H,L,L,100,Medium,TRUE,TRUE
219,explain,expliquer,شَرَح,VERB,بين,بن,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",3,3,0,0,7,"6,678,493",D,D,H,M,M,200,Easy,TRUE,TRUE
219,explain,expliquer,شَرَح,VERB,خبر,خبر,Qatar+Saudi+Oman+Yemen,1,1,0,0,6,"629,446",D,D,H,L,L,100,Medium,TRUE,TRUE
219,explain,expliquer,شَرَح,VERB,شرح,شرح,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Morocco+Algeria",6,6,1,0,5,"226,987",S,D,H,H,H,1300,Easy,TRUE,TRUE
219,explain,expliquer,شَرَح,VERB,علل,علل,Syria+Lebanon+Jordan+Palestine,1,1,0,0,4,"6,951",D,D,M,L,L,50,Hard,TRUE,TRUE
219,explain,expliquer,شَرَح,VERB,فسر,فسر,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Morocco+Algeria, Qatar+Saudi+Oman+Yemen",6,6,0,0,4,"15,774",D,D,M,H,H,250,Easy,TRUE,TRUE
219,explain,expliquer,شَرَح,VERB,فصل,فصل,Qatar+Saudi+Oman+Yemen,1,1,0,0,5,"196,918",D,D,H,L,L,100,Medium,TRUE,TRUE
219,explain,expliquer,شَرَح,VERB,فهم,فهم,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",4,4,0,0,6,"394,742",D,D,H,H,H,300,Easy,TRUE,TRUE
219,explain,expliquer,شَرَح,VERB,وضح,ضح,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",5,5,0,0,5,"48,809",D,D,H,H,H,300,Easy,TRUE,TRUE
220,depend,dépendre,تَوَقَّف عَلَى,ADP,اتكل,كل,Qatar+Saudi+Oman+Yemen,1,1,0,0,4,"14,505",D,D,M,L,L,50,Hard,TRUE,TRUE
220,depend,dépendre,تَوَقَّف عَلَى,ADP,اعتمد,عمد,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen",4,4,0,0,5,"65,143",D,D,H,H,H,300,Easy,TRUE,TRUE
220,depend,dépendre,تَوَقَّف عَلَى,ADP,اعتمد على,عمد+عل,"Tunisia+Libya, Qatar+Saudi+Oman+Yemen",2,2,0,0,6,"1,357,770",D,D,H,M,M,200,Easy,TRUE,TRUE
220,depend,dépendre,تَوَقَّف عَلَى,ADP,باش لازم,بش+لزم,Morocco+Algeria,1,1,0,0,6,"1,625,513",D,D,H,L,L,100,Medium,TRUE,TRUE
220,depend,dépendre,تَوَقَّف عَلَى,ADP,توقف على,قف+عل,Morocco+Algeria,1,2,1,0,6,"1,662,339",S,D,H,L,M,1150,Easy,TRUE,TRUE
220,depend,dépendre,تَوَقَّف عَلَى,ADP,حسب,حسب,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",2,2,0,0,6,"683,049",D,D,H,M,M,200,Easy,TRUE,TRUE
220,depend,dépendre,تَوَقَّف عَلَى,ADP,قايم على,قم+عل,Syria+Lebanon+Jordan+Palestine,1,1,0,0,6,"1,314,285",D,D,H,L,L,100,Medium,TRUE,TRUE
220,depend,dépendre,تَوَقَّف عَلَى,ADP,مرهون,مرهن,Tunisia+Libya,1,1,0,0,4,"11,519",D,D,M,L,L,50,Hard,TRUE,TRUE
220,depend,dépendre,تَوَقَّف عَلَى,ADP,واقف على,قف+عل,Qatar+Saudi+Oman+Yemen,1,2,0,0,6,"1,492,768",D,D,H,L,M,150,Medium,TRUE,TRUE
220,depend,dépendre,تَوَقَّف عَلَى,ADP,يعتمد على,عمد+عل,Qatar+Saudi+Oman+Yemen,1,2,0,0,6,"1,402,242",D,D,H,L,M,150,Medium,TRUE,TRUE
221,program,programme,بَرْنامَج,NOUN,برنامج,برمج,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",6,6,1,0,6,"1,083,795",S,D,H,H,H,1300,Easy,TRUE,FALSE
221,program,programme,بَرْنامَج,NOUN,بروجرام,برجرم,"Morocco+Algeria, Tunisia+Libya",2,2,0,0,2,125,D,D,M,M,M,150,Medium,TRUE,FALSE
221,program,programme,بَرْنامَج,NOUN,خطة,خطط,Qatar+Saudi+Oman+Yemen,1,1,0,0,3,"1,938",D,D,M,L,L,50,Hard,TRUE,FALSE
222,table,table,مائِدَة,NOUN,تخت,تخت,Qatar+Saudi+Oman+Yemen,1,1,0,0,4,"3,378",D,D,M,L,L,50,Hard,TRUE,TRUE
222,table,table,مائِدَة,NOUN,ترابيزة,تربز,Egypt+Sudan,1,1,0,0,2,134,D,D,M,L,L,50,Hard,TRUE,TRUE
222,table,table,مائِدَة,NOUN,طرابيزة,طربز,"Egypt+Sudan, Qatar+Saudi+Oman+Yemen",2,2,0,0,2,58,D,D,M,M,M,150,Medium,TRUE,TRUE
222,table,table,مائِدَة,NOUN,سفرة,سفر,"Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",3,3,0,0,3,"1,281",D,D,M,M,M,150,Medium,TRUE,TRUE
222,table,table,مائِدَة,NOUN,صفرة,صفر,Egypt+Sudan,1,1,0,0,2,260,D,D,M,L,L,50,Hard,TRUE,TRUE
222,table,table,مائِدَة,NOUN,طابلة,طبل,Morocco+Algeria,1,2,0,0,2,61,D,D,M,L,M,100,Medium,TRUE,TRUE
222,table,table,مائِدَة,NOUN,طاولة,طل,"Syria+Lebanon+Jordan+Palestine, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",4,4,0,0,4,"3,309",D,D,M,H,H,250,Easy,TRUE,TRUE
222,table,table,مائِدَة,NOUN,طبلة,طبل,Morocco+Algeria,1,2,0,0,2,288,D,D,M,L,M,100,Medium,TRUE,TRUE
222,table,table,مائِدَة,NOUN,طبلية,طبل,Qatar+Saudi+Oman+Yemen,1,2,0,0,1,22,D,D,L,L,M,50,Hard,TRUE,TRUE
222,table,table,مائِدَة,NOUN,مايدة,مد,Qatar+Saudi+Oman+Yemen,1,1,1,0,1,4,S,D,L,L,L,1000,Easy,TRUE,TRUE
222,table,table,مائِدَة,NOUN,وليمة,لم,Iraq,1,1,0,0,2,146,D,D,M,L,L,50,Hard,TRUE,TRUE
223,appointment,rendez-vous,مَوْعِد,NOUN,رندفوه,رندفه,Egypt+Sudan,1,1,0,0,0,0,D,D,L,L,L,0,Hard,FALSE,FALSE
223,appointment,rendez-vous,مَوْعِد,NOUN,رونديفو,رندف,"Morocco+Algeria, Tunisia+Libya",2,2,0,1,1,17,D,S,L,M,M,200,Easy,FALSE,FALSE
223,appointment,rendez-vous,مَوْعِد,NOUN,معاد,عد,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine",2,6,1,0,5,"72,600",S,D,H,M,H,1250,Easy,FALSE,FALSE
223,appointment,rendez-vous,مَوْعِد,NOUN,مقابلة,قبل,Qatar+Saudi+Oman+Yemen,1,1,0,0,3,"1,506",D,D,M,L,L,50,Hard,FALSE,FALSE
223,appointment,rendez-vous,مَوْعِد,NOUN,مواعيد,عد,Egypt+Sudan,1,6,1,0,5,"89,285",S,D,H,L,H,1200,Easy,FALSE,FALSE
223,appointment,rendez-vous,مَوْعِد,NOUN,موعد,عد,"Syria+Lebanon+Jordan+Palestine, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Morocco+Algeria",5,6,1,0,6,"359,160",S,D,H,H,H,1300,Easy,FALSE,FALSE
223,appointment,rendez-vous,مَوْعِد,NOUN,ميعاد,عد,Qatar+Saudi+Oman+Yemen,1,6,1,0,5,"89,599",S,D,H,L,H,1200,Easy,FALSE,FALSE
224,stomach,estomac,مَعِدَة,NOUN,بطن,بطن,"Egypt+Sudan, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",3,3,0,0,5,"162,420",D,D,H,M,M,200,Easy,TRUE,TRUE
224,stomach,estomac,مَعِدَة,NOUN,كرش,كرش,Qatar+Saudi+Oman+Yemen,1,2,0,0,4,"19,330",D,D,M,L,M,100,Medium,TRUE,TRUE
224,stomach,estomac,مَعِدَة,NOUN,كرشة,كرش,"Tunisia+Libya, Qatar+Saudi+Oman+Yemen",2,2,0,0,2,106,D,D,M,M,M,150,Medium,TRUE,TRUE
224,stomach,estomac,مَعِدَة,NOUN,لاسطومة,لسطم,Morocco+Algeria,1,1,0,0,0,0,D,D,L,L,L,0,Hard,TRUE,TRUE
224,stomach,estomac,مَعِدَة,NOUN,ليسطومة,لسطم,Morocco+Algeria,1,1,0,0,0,1,D,D,L,L,L,0,Hard,TRUE,TRUE
224,stomach,estomac,مَعِدَة,NOUN,معدة,معد,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Morocco+Algeria",6,6,1,0,3,319,S,D,M,H,H,1250,Easy,TRUE,TRUE
225,belt,ceinture,حِزام,NOUN,حزاق,حزق,Qatar+Saudi+Oman+Yemen,1,1,0,0,1,4,D,D,L,L,L,0,Hard,TRUE,TRUE
225,belt,ceinture,حِزام,NOUN,حزام,حزم,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",6,6,1,0,5,"67,892",S,D,H,H,H,1300,Easy,TRUE,TRUE
225,belt,ceinture,حِزام,NOUN,زنار,زنر,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",2,2,0,0,2,137,D,D,M,M,M,150,Medium,TRUE,TRUE
225,belt,ceinture,حِزام,NOUN,سانتور,سنتر,"Morocco+Algeria, Tunisia+Libya",2,2,0,1,0,1,D,S,L,M,M,200,Easy,TRUE,TRUE
225,belt,ceinture,حِزام,NOUN,سانتورة,سنتر,Morocco+Algeria,1,2,0,1,0,0,D,S,L,L,M,150,Medium,TRUE,TRUE
225,belt,ceinture,حِزام,NOUN,سبتة,سبت,Tunisia+Libya,1,1,0,0,2,96,D,D,M,L,L,50,Hard,TRUE,TRUE
225,belt,ceinture,حِزام,NOUN,سمطة,سمط,Morocco+Algeria,1,1,0,0,1,30,D,D,L,L,L,0,Hard,TRUE,TRUE
225,belt,ceinture,حِزام,NOUN,سير,سر,Tunisia+Libya,1,1,0,0,5,"120,877",D,D,H,L,L,100,Medium,TRUE,TRUE
225,belt,ceinture,حِزام,NOUN,قشاط,قشط,Syria+Lebanon+Jordan+Palestine,1,1,0,0,2,145,D,D,M,L,L,50,Hard,TRUE,TRUE
225,belt,ceinture,حِزام,NOUN,نطاق,نطق,Qatar+Saudi+Oman+Yemen,1,1,0,0,5,"68,310",D,D,H,L,L,100,Medium,TRUE,TRUE
226,steal,voler,سَرَق,VERB,اختلس,خلس,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",2,2,0,0,3,"2,064",D,D,M,M,M,150,Medium,TRUE,TRUE
226,steal,voler,سَرَق,VERB,باق,بق,"Iraq, Qatar+Saudi+Oman+Yemen",2,2,0,0,5,"79,822",D,D,H,M,M,200,Easy,TRUE,TRUE
226,steal,voler,سَرَق,VERB,تفتف,تفتف,Tunisia+Libya,1,1,0,0,3,355,D,D,M,L,L,50,Hard,TRUE,TRUE
226,steal,voler,سَرَق,VERB,حاف,حف,Tunisia+Libya,1,1,0,0,4,"3,810",D,D,M,L,L,50,Hard,TRUE,TRUE
226,steal,voler,سَرَق,VERB,خطف,خطف,Qatar+Saudi+Oman+Yemen,1,1,0,0,5,"86,357",D,D,H,L,L,100,Medium,TRUE,TRUE
226,steal,voler,سَرَق,VERB,خمط,خمط,Iraq,1,1,0,0,3,377,D,D,M,L,L,50,Hard,TRUE,TRUE
226,steal,voler,سَرَق,VERB,خنب,خنب,Tunisia+Libya,1,1,0,0,2,144,D,D,M,L,L,50,Hard,TRUE,TRUE
226,steal,voler,سَرَق,VERB,خون,خن,Morocco+Algeria,1,1,0,0,4,"5,461",D,D,M,L,L,50,Hard,TRUE,TRUE
226,steal,voler,سَرَق,VERB,سرق,سرق,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",6,6,1,0,5,"97,767",S,D,H,H,H,1300,Easy,TRUE,TRUE
226,steal,voler,سَرَق,VERB,سطا,سط,Syria+Lebanon+Jordan+Palestine,1,1,0,0,4,"5,419",D,D,M,L,L,50,Hard,TRUE,TRUE
226,steal,voler,سَرَق,VERB,سكرف,سكرف,Tunisia+Libya,1,1,0,0,0,1,D,D,L,L,L,0,Hard,TRUE,TRUE
226,steal,voler,سَرَق,VERB,سلب,سلب,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",2,2,0,0,4,"28,396",D,D,M,M,M,150,Medium,TRUE,TRUE
226,steal,voler,سَرَق,VERB,شفر,شفر,Morocco+Algeria,1,1,0,0,3,854,D,D,M,L,L,50,Hard,TRUE,TRUE
226,steal,voler,سَرَق,VERB,شفط,شفط,Syria+Lebanon+Jordan+Palestine,1,1,0,0,4,"30,875",D,D,M,L,L,50,Hard,TRUE,TRUE
226,steal,voler,سَرَق,VERB,شل,شلل,Qatar+Saudi+Oman+Yemen,1,1,0,0,4,"20,898",D,D,M,L,L,50,Hard,TRUE,TRUE
226,steal,voler,سَرَق,VERB,طحس,طحس,Qatar+Saudi+Oman+Yemen,1,1,0,0,2,76,D,D,M,L,L,50,Hard,TRUE,TRUE
226,steal,voler,سَرَق,VERB,لطش,لطش,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Qatar+Saudi+Oman+Yemen",3,3,0,0,3,"1,061",D,D,M,M,M,150,Medium,TRUE,TRUE
226,steal,voler,سَرَق,VERB,لقف,لقف,Iraq,1,1,0,0,3,"1,179",D,D,M,L,L,50,Hard,TRUE,TRUE
226,steal,voler,سَرَق,VERB,لهط,لهط,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",2,2,0,0,2,311,D,D,M,M,M,150,Medium,TRUE,TRUE
226,steal,voler,سَرَق,VERB,لهف,لهف,Qatar+Saudi+Oman+Yemen,1,1,0,0,4,"6,068",D,D,M,L,L,50,Hard,TRUE,TRUE
226,steal,voler,سَرَق,VERB,نزغ,نزغ,Qatar+Saudi+Oman+Yemen,1,1,0,0,3,"2,035",D,D,M,L,L,50,Hard,TRUE,TRUE
226,steal,voler,سَرَق,VERB,نشل,نشل,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Qatar+Saudi+Oman+Yemen",3,3,0,0,3,930,D,D,M,M,M,150,Medium,TRUE,TRUE
226,steal,voler,سَرَق,VERB,نهب,نهب,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",4,4,0,0,4,"18,094",D,D,M,H,H,250,Easy,TRUE,TRUE
226,steal,voler,سَرَق,VERB,هف,هفف,Syria+Lebanon+Jordan+Palestine,1,1,0,0,4,"10,502",D,D,M,L,L,50,Hard,TRUE,TRUE
227,give,donner,أَعْطَى,VERB,ادى,د,"Egypt+Sudan, Qatar+Saudi+Oman+Yemen",2,3,0,0,3,904,D,D,M,M,M,150,Medium,TRUE,TRUE
227,give,donner,أَعْطَى,VERB,اسكذه,سكذه,Qatar+Saudi+Oman+Yemen,1,1,0,0,0,0,D,D,L,L,L,0,Hard,TRUE,TRUE
227,give,donner,أَعْطَى,VERB,اسكه,سكه,Qatar+Saudi+Oman+Yemen,1,1,0,0,2,85,D,D,M,L,L,50,Hard,TRUE,TRUE
227,give,donner,أَعْطَى,VERB,اعطى,عط,"Morocco+Algeria, Syria+Lebanon+Jordan+Palestine, Iraq, Tunisia+Libya",4,6,1,0,3,618,S,D,M,H,H,1250,Easy,TRUE,TRUE
227,give,donner,أَعْطَى,VERB,انطى,نط,Iraq,1,1,0,0,1,5,D,D,L,L,L,0,Hard,TRUE,TRUE
227,give,donner,أَعْطَى,VERB,تبرع,برع,Syria+Lebanon+Jordan+Palestine,1,1,0,0,5,"118,158",D,D,H,L,L,100,Medium,TRUE,TRUE
227,give,donner,أَعْطَى,VERB,تكرم,كرم,Syria+Lebanon+Jordan+Palestine,1,1,0,0,5,"61,520",D,D,H,L,L,100,Medium,TRUE,TRUE
227,give,donner,أَعْطَى,VERB,جاب,جب,"Qatar+Saudi+Oman+Yemen, Tunisia+Libya",2,2,0,0,5,"228,271",D,D,H,M,M,200,Easy,TRUE,TRUE
227,give,donner,أَعْطَى,VERB,سلم,سلم,Syria+Lebanon+Jordan+Palestine,1,1,0,0,6,"563,276",D,D,H,L,L,100,Medium,TRUE,TRUE
227,give,donner,أَعْطَى,VERB,عطى,عط,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",4,6,1,0,3,860,S,D,M,H,H,1250,Easy,TRUE,TRUE
227,give,donner,أَعْطَى,VERB,قدم,قدم,Qatar+Saudi+Oman+Yemen,1,1,0,0,6,"424,568",D,D,H,L,L,100,Medium,TRUE,TRUE
227,give,donner,أَعْطَى,VERB,مكن,مكن,Qatar+Saudi+Oman+Yemen,1,1,0,0,4,"13,857",D,D,M,L,L,50,Hard,TRUE,TRUE
227,give,donner,أَعْطَى,VERB,منح,منح,Syria+Lebanon+Jordan+Palestine,1,1,0,0,5,"88,710",D,D,H,L,L,100,Medium,TRUE,TRUE
227,give,donner,أَعْطَى,VERB,ناول,نل,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",2,2,0,0,3,646,D,D,M,M,M,150,Medium,TRUE,TRUE
227,give,donner,أَعْطَى,VERB,هات,هت,Qatar+Saudi+Oman+Yemen,1,1,0,0,5,"205,701",D,D,H,L,L,100,Medium,TRUE,TRUE
227,give,donner,أَعْطَى,VERB,هز,هزز,Tunisia+Libya,1,1,0,0,5,"71,815",D,D,H,L,L,100,Medium,TRUE,TRUE
227,give,donner,أَعْطَى,VERB,وهب,هب,Syria+Lebanon+Jordan+Palestine,1,1,0,0,5,"160,464",D,D,H,L,L,100,Medium,TRUE,TRUE
227,give,donner,أَعْطَى,VERB,يدي,د,Tunisia+Libya,1,3,0,0,6,"449,907",D,D,H,L,M,150,Medium,TRUE,TRUE
228,seat,place,مَقْعَد,NOUN,بلاصة,بلص,"Morocco+Algeria, Tunisia+Libya",2,2,0,0,3,751,D,D,M,M,M,150,Medium,TRUE,TRUE
228,seat,place,مَقْعَد,NOUN,دكة,دكك,Egypt+Sudan,1,1,0,0,3,446,D,D,M,L,L,50,Hard,TRUE,TRUE
228,seat,place,مَقْعَد,NOUN,قعدة,قعد,Egypt+Sudan,1,4,0,0,3,931,D,D,M,L,H,150,Medium,TRUE,TRUE
228,seat,place,مَقْعَد,NOUN,كرسي,كرس,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",6,6,0,0,5,"80,892",D,D,H,H,H,300,Easy,TRUE,TRUE
228,seat,place,مَقْعَد,NOUN,كشن,كشن,Iraq,1,1,0,0,3,690,D,D,M,L,L,50,Hard,TRUE,TRUE
228,seat,place,مَقْعَد,NOUN,كنبة,كنب,Qatar+Saudi+Oman+Yemen,1,1,0,0,2,266,D,D,M,L,L,50,Hard,TRUE,TRUE
228,seat,place,مَقْعَد,NOUN,محل,حلل، محل,Egypt+Sudan,1,1,0,0,5,"246,055",D,D,H,L,L,100,Medium,TRUE,TRUE
228,seat,place,مَقْعَد,NOUN,مقعد,قعد,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen",4,4,1,0,5,"48,585",S,D,H,H,H,1300,Easy,TRUE,TRUE
228,seat,place,مَقْعَد,NOUN,مكان,كن,"Tunisia+Libya, Egypt+Sudan",2,2,0,0,6,"1,324,000",D,D,H,M,M,200,Easy,TRUE,TRUE
229,paper,papier,وَرَق,NOUN,بابيي,بب,Morocco+Algeria,1,1,0,0,1,30,D,D,L,L,L,0,Hard,TRUE,FALSE
229,paper,papier,وَرَق,NOUN,قرطاس,قرطس,Qatar+Saudi+Oman+Yemen,1,1,0,0,3,"2,972",D,D,M,L,L,50,Hard,TRUE,FALSE
229,paper,papier,وَرَق,NOUN,كاغط,كغط,"Morocco+Algeria, Tunisia+Libya",2,2,0,0,2,35,D,D,M,M,M,150,Medium,TRUE,FALSE
229,paper,papier,وَرَق,NOUN,كرتون,كرتن,Morocco+Algeria,1,1,0,0,5,"37,930",D,D,H,L,L,100,Medium,TRUE,FALSE
229,paper,papier,وَرَق,NOUN,وراق,رق,Morocco+Algeria,1,6,1,0,4,"6,737",S,D,M,L,H,1150,Easy,TRUE,FALSE
229,paper,papier,وَرَق,NOUN,ورق,رق,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",5,6,1,0,5,"182,813",S,D,H,H,H,1300,Easy,TRUE,FALSE
229,paper,papier,وَرَق,NOUN,ورقة,رق,"Iraq, Morocco+Algeria, Tunisia+Libya",3,6,1,0,4,"5,039",S,D,M,M,H,1200,Easy,TRUE,FALSE
230,size,taille,مَقاس ، حَجْم,NOUN,حجم,حجم,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",5,5,1,0,5,"217,628",S,D,H,H,H,1300,Easy,TRUE,TRUE
230,size,taille,مَقاس ، حَجْم,NOUN,تاي,ت,"Morocco+Algeria, Tunisia+Libya",2,2,0,0,4,"13,029",D,D,M,M,M,150,Medium,TRUE,TRUE
230,size,taille,مَقاس ، حَجْم,NOUN,طول,طل,"Morocco+Algeria, Qatar+Saudi+Oman+Yemen",2,2,0,0,6,"1,203,850",D,D,H,M,M,200,Easy,TRUE,TRUE
230,size,taille,مَقاس ، حَجْم,NOUN,قامة,قم,Qatar+Saudi+Oman+Yemen,1,1,0,0,2,274,D,D,M,L,L,50,Hard,TRUE,TRUE
230,size,taille,مَقاس ، حَجْم,NOUN,قد,قد,"Egypt+Sudan, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",3,3,0,0,7,"4,828,444",D,D,H,M,M,200,Easy,TRUE,TRUE
230,size,taille,مَقاس ، حَجْم,NOUN,قياس,قس,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Morocco+Algeria",6,6,0,0,5,"81,886",D,D,H,H,H,300,Easy,TRUE,TRUE
230,size,taille,مَقاس ، حَجْم,NOUN,كبر,كبر,Qatar+Saudi+Oman+Yemen,1,1,0,0,5,"273,876",D,D,H,L,L,100,Medium,TRUE,TRUE
230,size,taille,مَقاس ، حَجْم,NOUN,مقاس,قس,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",4,6,1,0,4,"22,745",S,D,M,H,H,1250,Easy,TRUE,TRUE
230,size,taille,مَقاس ، حَجْم,NOUN,مقياس,قس,Qatar+Saudi+Oman+Yemen,1,6,1,0,5,"81,293",S,D,H,L,H,1200,Easy,TRUE,TRUE
231,"speak , talk",parler,تَحَدَّث ، تَكَلَّم,VERB,تجابر,جبر,Qatar+Saudi+Oman+Yemen,1,1,0,0,1,4,D,D,L,L,L,0,Hard,TRUE,TRUE
231,"speak , talk",parler,تَحَدَّث ، تَكَلَّم,VERB,اتحاكى,تحك,"Iraq, Qatar+Saudi+Oman+Yemen",2,2,0,0,1,3,D,D,L,M,M,100,Medium,TRUE,TRUE
231,"speak , talk",parler,تَحَدَّث ، تَكَلَّم,VERB,اتحدث,حدث,Egypt+Sudan,1,5,1,0,5,"95,447",S,D,H,L,H,1200,Easy,TRUE,TRUE
231,"speak , talk",parler,تَحَدَّث ، تَكَلَّم,VERB,اتخابر,خبر,Qatar+Saudi+Oman+Yemen,1,1,0,0,2,44,D,D,M,L,L,50,Hard,TRUE,TRUE
231,"speak , talk",parler,تَحَدَّث ، تَكَلَّم,VERB,تكلم,كلم,"Morocco+Algeria, Iraq, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",4,6,1,0,5,"243,474",S,D,H,H,H,1300,Easy,TRUE,TRUE
231,"speak , talk",parler,تَحَدَّث ، تَكَلَّم,VERB,اتكلم,كلم,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",3,6,1,0,5,"200,342",S,D,H,M,H,1250,Easy,TRUE,TRUE
231,"speak , talk",parler,تَحَدَّث ، تَكَلَّم,VERB,تحاكى,حك,Qatar+Saudi+Oman+Yemen,1,3,0,0,1,18,D,D,L,L,M,50,Hard,TRUE,TRUE
231,"speak , talk",parler,تَحَدَّث ، تَكَلَّم,VERB,تحدث,حدث,"Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",4,5,1,0,5,"229,208",S,D,H,H,H,1300,Easy,TRUE,TRUE
231,"speak , talk",parler,تَحَدَّث ، تَكَلَّم,VERB,تحكى,حك,Qatar+Saudi+Oman+Yemen,1,3,0,0,2,210,D,D,M,L,M,100,Medium,TRUE,TRUE
231,"speak , talk",parler,تَحَدَّث ، تَكَلَّم,VERB,تناقش,نقش,Syria+Lebanon+Jordan+Palestine,1,1,0,0,5,"46,339",D,D,H,L,L,100,Medium,TRUE,TRUE
231,"speak , talk",parler,تَحَدَّث ، تَكَلَّم,VERB,حكى,حك,"Syria+Lebanon+Jordan+Palestine, Iraq",2,3,0,0,3,"2,055",D,D,M,M,M,150,Medium,TRUE,TRUE
231,"speak , talk",parler,تَحَدَّث ، تَكَلَّم,VERB,حكي,حك,Qatar+Saudi+Oman+Yemen,1,3,0,0,5,"254,117",D,D,H,L,M,150,Medium,TRUE,TRUE
