ID,English,French,MSA,POS,Easy,Medium,Hard
383,"too , also",aussi,أَيْضاً,ADV,برضو | تاني | حتى | كمان,بعد | ثاني | تى | هم | والكل,زادا | مام | نوبه | همات | همين
384,last,dernier,ماضِي,ADJ,آخر | اخر | اخير | اللي راح | اللي فات | فات,اللي مضى | سابق | فايت,اخراني | تيلاني | داز
386,need,falloir,ٱِحْتاج,VERB,لزم,اعتاز | تطلب | حاجته | طلب | عاز | كان لازمه | كان محتاج | كان يبغى له | كان يبي له | لازم له,اتحوج | استدعى | انحوج | بغى | معتاز
387,money,argent,نُقود,NOUN,فلوس | كاش | مال | مبلغ,بيس,بيزات | حنينات | دراهم | زلط | عملة | غوازي | فكة | قروش | مصاري | مصرات
389,lady,dame,سَيِّدَة,NOUN,ست | مادام | مرة,آنسة | امي | مدموزيل | مرأة,استاذة | حرمة | خالة | سنيورة | عمة | للا | هانم | ولية
390,style,style,طِراز,NOUN,اسلوب | ستايل | ستيل | شكل | موديل | نوع,موضة | نمط,صورة | صيغة | طريقة
391,pharmacy,pharmacie,صَيْدَلِيَّة,NOUN,فارمسي,فارماسي,اجزاخانة | سبيسارية | فارمسيان | فارمشيا
392,report,rapport,تَقْرِير,NOUN,رابور | كشف,بلاغ | بيان | محضر,نبأ
394,enjoy,apprécier,ٱِسْتَمْتَع,VERB,اتمتع | انبسط | تمتع | تونس | فرفش | كيف,اتبسط | اتكيف | اتلذذ | اتونس | ارتاح | تبرع | عاش | عيش حياتك | فرح,اتنعم | استانس | افتهن | ترفه | زهى | سلي
395,person,personne,شَخْص,NOUN,احد | انسان | انسي | حد | حدا | عبد | فرد | مخلوق | نفر | واحد,ابن آدم | رجال | زول,حدن | نسمة
399,way,chemin,طَرِيق,NOUN,درب | سبيل | شارع,خط | سكة | مسار,ثنية | حارة | زاروب | زاروبة | طريج | مجرى | مسرب | مسلك | ممر
400,turn,tourner,ٱِتَّجَه,VERB,دار | دور | لف,اخذ | افتر | التفت | برم | تحول | حول | دخل | راح | رجع | فر,احترف | اعتصر | انعطف | حود
401,glass,verre,كُوب,NOUN,كاس | كاسة,فنجان | قلاص | قلص,جلاص | قزاز | لامبة | مقة
402,"then , so","alors , donc",إِذَنْ ، فَ+,CCONJ,بعدين | طب | طيب,اذا | امالا | انزين | ايوه | تو | خلاف | زين | عجل | كان | كان كده | مالا | ياخي | يالله,امبعد | بعدا | صفي | عب | لعد | نزين
405,show me,montres moi,أرِ +نِي,PRON,بين لي | راويني | وريني,اشوف | اظهر لي | اعرض لي | اكشف لي | دلني | راوني | رويني | شوفني | ظهر لي | فرجني | فرجيني | ورني,ارجيني | ورجيني
406,work,"marcher , travailler",عَمِل,VERB,اشتغل | خدم,تعب | داوم | طبق | مارس,اتمهر | توظف | كد
407,call,"appeler , rappeler",ٱِتَّصَل,VERB,طلب | كلم,تلفن | تيليفونا | خابر | دق | دور | رن | ضرب | نهم,حكى تيليفون | زعق | زهم | عيط | نادى
410,let,laisser,دَعّ,VERB,اترك | اسمح | خلي | هد,اتريك | اسماح | خل | خلى | سيب,دخلي | فلت
412,tonight,ce soir,ال+ لَيْلَة,NOUN,الليلة,الليلة بالليل | المسا | اليوم بالليل | اليوم فالليل | بالليل | فالليل,العشي | العشية | الليلة بالمسا | فليل | مسويات
414,discount,remise,خَصْم,NOUN,تخفيض | تخفيضات | رميز,تنزيل | تنزيلات | حسم | دسكاونت,اوكازيون | ارونجمون | بروموسيون
415,kind,genre,نَوْع,NOUN,جنس | صنف | موديل,شكل | طراز | مودل,زنس | صيغة | قالب | نمط | نمونة
419,come,venir,أَتَى ، حَضَر ، جاء,VERB,اقبل | شرف | وصل,تفضل | جه,طل | مرق
420,think,croire,ٱِعْتَقَد,VERB,اتصور | افتكر | تصور | حسب | شاف | ظن | فكر,حساب له | خمم | خيل | سحاب له | شبه | عن باله | كان قايل,رأى | ضن | عباله | مخمخ
422,"store , shop",magasin,مَتْجَر ، مَحَلّ,NOUN,دكان | دكانة | ستور,بوتيك | تكان | حانوت | حنوت | سوق,برادات | مجزان | مخزن
423,"just , only",seulement,فَقَط,ADV,بس,برك | بركة | غير | هذا مكان,اكهو
424,large,grand,كَبِير,ADJ,ضخم | واسع,عظيم | عود | وسيع,شحط | كبران
425,"have , get",avoir,حَصَل,VERB,اخذ | امتلك | جاب | دبر | عند | ملك,اتملك | اخذا | جا ل+ه | حصل على | كان | كان عنده | معه | نال,احتكم | حاز
426,make a call,passer un appel,أَجْرَى مُكالَمَة,NOUN,اتصل | خابر | طلب | كلم,تاصل | تصل | تلفن | تيليفونا | دار مكالمة | دق | دور | سوى اتصال | ضرب,حكى تيليفون | رن تيليفون | زهم | سوى مكالمة | عيط
427,tell,indiquer,أَخْبَر,VERB,بلغ | حكى | حكي | قال | قول | كلم,حاكى | حدث | روى | سرد | قص | وصل,اعطى المعلومة | درى | نبا | هارج
428,check,vérifier,فَحَص,VERB,تحقق | تشك | تشيك | تفقد | راجع | شاف | شيك | كشف,اتأكد | اتفحص | تأكد | تفحص | حقق | شافها اخرى | قلب,تمم | رابى | فتش | فريفيا
429,"stay , remain",rester,مَكَث,VERB,بقى | بقي | جلس | سكن | ظل | فضل | قعد,اقام | بات | بيت | تبقى | تم | ضل | عاش | نزل,استنى
430,beautiful,beau,جَمِيل,ADJ,حالي | حلو | حليوة | شباب | وسيم,زوين | زين | سمح | شابة | مزيان,زاز | غاوي | قنين | مرتب | يهبل
432,please,"s' il vous plait , veuillez",مِن فَضْل +ك,PRON,بعد اذنك | رجاء | لطفا | لو سمحت | من فضلك,اذا بتريد | اذا تكرمت | اذا ما عليك امر | اذا ما فيها كلافة | ارجوك | ارجو المعذرة | تعيش | عشت | عليك الله | عيشك | من رخصتك | يعيشك,اترجاك | الشيمة | عافاك | قوا
433,have,avoir,لَدَى,NOUN,عند | عنده | مع,عد | ل+ | معه,بطرف | بيملك
435,excuse me,excuser moi,ال+ مَعْذِرَة,NOUN,اسمح لي | العفو | سامحني | سوري | عفوا | لا مؤاخذة | لو سمحت | معليش,اذا بتريد | اذا سمحت | سمحوا لي | معلش,آسف | اعذرني | السموحة | المعذرة | مسامحة | معلهش
436,sorry,désoler,آسِف,NOUN,اسمح لي | سامحني | سوري | لا مؤاخذة | متأسف | معليش,العفو | عذرا | عفوا | معلش,اعذرني | المعذرة | باعتذر | معلهش
437,today,aujourd'hui,ال+ يَوْم,NOUN,اليوم,النهار ده | ذا اليوم,الليلة | هليوم
438,now,maintenant,ال+ آن,NOUN,الحين,احين | تو | تو تو | توا | دابا | درك | دلوقتي | دوب | ذا الحين | هسا | هسع,اسا | الآن | حسع | حسه | حسي | دحين | دلوقت | ذاحين | ذحين | ذلحين | سا | هلقيت | هالثانية | هلئيتي | هلق
439,very,très,جِدّاً ، ل+ ال+ غاية,NOUN,قوي,برشا | بزاف | بكل | شديد | كثير | كلش | مرة,خيرات | عللخر
440,well,eh bien,حَسَناً,NOUN,تمام | زين | طيب | كويس,الحمد لالله | اه | اوكي | ايوه | جيد | حاضر | حلو | صار | ماشي | نزين,باهي | معله | مليح
442,ah!,ah!,أَه!,INTJ,او | اي,اح | اخ,آح | ياح
444,is ... true ?,est -ce que ... ?,هَلْ ... ؟ ، أَ+ ... ؟,PART ... ?,صدق | هل,آه ولا لا | بالحق | جا ما | جد | حقيقي | صادق | صحي | صحيح | صحيح انه | صدك | عن جد | من جد | هاذا صدق | هاذي صدق | هو,اسكو | زعمك | يندرى
445,"could you ... ? , can you ... ?",peux -tu ... ?,هَل يُمكِنُ +كَ أن ... ؟,SCONJ ... ?,تقدر | ممكن,تستر | تسمح | تقدر تسوي | عفوا | عليك الله | فيك | لو سمحت | معليش | هل تقدر | هل ممكن | يصير | ينفع,اسكه | بتقدر | تنجم | ميسالش | وخا
447,duty-free,hors taxe,مُعْفَى مِن ال+ جُمْرُك,NOUN,بدون جمارك | دوتي فري | ما عليه جمارك | معفي من الجمرك,بدون ضرايب | من غير جمارك | من غير جمرك | من غير خلاص ديوانة | من غير ضرايب,اور تاكس | معفي مالجمرك
449,good evening,bonsoir,مَساء ال+ خَيْر,NOUN,مساكم الله بالخير | مسا الخير | مساء الخير,السلام عليكم | سلام | مساك الله بالخير | مساء النور,ليلتك زينة
451,few,quelque,بِضْع,DET,بعض | شوي | شوية | كم,شوية برك | قليل,حبة | شوية بركة | كمشة | كمين
452,in front,devant,أَمام,NOUN,قدام,تجاه | قبال | قبل | مقابل,فالوجه | مقابيل
453,hello,bonjour,مَرْحَباً,NOUN,السلام عليكم | اهلا | سلام | سلام عليكم | هلا,اهلا بك | اهلا وسهلا | حيا | حياك الله | حياكم الله | خير | عالسلامة,ازايك | اهلين | خيرات | سعيدة | عالعافية | مرحبتين
455,how much,combien,بِ+ كَمْ,ADV,بكم | قداش | قديش | كم,بقديش | بقداش | بكام | بشقد | شكثر | شقد | كام,بشحال | بشكثر | بشكم | بايش | شحال | قديه
457,most,la plupart,مُعْظَم ، أَغْلَب,DET,اكثر,اكثرية | الاغلبية | الغالبية,لابلوبار
459,not,ne pas,لا,PART,#+ش | ما | مش | مو | مي,م+ | مانيب | ما عد | ماش | ماشي | موب | موش,لع
463,oh!,oh!,أَه!,INTJ,او,اوف | ايوا | ول | وي | يا | يو,اوب
464,okay,ok,حَسَناً,NOUN,اوكي | تمام | حاضر | طيب | ماشي,ابشر | ان شاء الله | انزين | اوكيه | ايه | تم | تيه قبل تيه | خلاص | خوش | زين | عيوني | فوق عيني وراسي | كويس | ما عليه | ولا يهمك,اوبا | ايوة | باهي | تفاهمنا | داكور | سوى | صحة | معليه | ميسالش | وخا
465,go out,sortir,خَرَج,NOUN,طلع,راح | مشى,ضوي | طش | مرق | مشا | ندر
466,"pardon , excuse me",pardon,عَفْواً,NOUN,اسمح لي | العفو | عن اذنك | لو سمحت,بعد اذنك | خرج | سامحني | سمح | عذرا | معليش | من فضلك,اعذرني | السموحة | المعذرة | كيفاش | كيفاه | مسامحة | وشنو
467,percent,pour cent,بِ+ ال+ مِئَة,NOUN,بالمية | في المية,بالمئة | فالمية | فى المية | في المئة,بورسن | نسبة
469,someone,quelqu'un,شَخْص ما,PRON,احد | حد | حدا | شخص | فد واحد | واحد,اكو واحد | بني آدم | زول | شي حد | شي واحد | فلان | كاش واحد,حدن
470,such,tel que,مِثْل,NOUN,زي | كيما | نفس,شبه | كان | كما | كيف,سع | سعما | فحال
472,get up,se lever,ٱِسْتَيْقَظ,VERB,صحي | فاق | قام | قعد,صحى | فز | ناض | وعي,صبي | كعد | نهض
473,what,quoi,ماذا,PRON,اش | ايش | شنو | شني,اشنو | اشو | ايشو | ايه | ش+ | شلون | شنهو | شنهي | شنيا | شو | ما | ما هو | مو | واش | وش | وشو | ويش,آش | ايشه | شنوا | وشهو
475,which,quel,أَيّ,PRON,انهي | اي,اللي | انا | انهو | انو | اني | ايا | اينا | شكون | هين,اية | اينوه | اينيه | ياتو
476,"will , shall",aller,سَوْفَ ، سَ+,PART,ح+ | راح | رح | ه+,ب+ | باش | ش+ | ع+ | عد | غ+ | غادي | ن+,بش | تاو
477,wow,wouaou,واو,NOUN,الله | او | ما شاء الله | واو | يا سلام,بالله | هو | وه | يا زينه | يو,اوو | ياي | يوه
478,"yes , yeah","oui , ouais",نَعَم ، أَجَل,INTJ,آه | اي | ايه | ايوه | ها | هيوا,اوكي | تمام | سم | هيه,آي | ايوة | باهي
490,eleven,onze,أَحَد عَشَر,NUM,احدعش,احدعشر | اهدعش | حداعش | حدعشر | هدعش,ادعش | ايدعش | ايدعشر | حدعشن | هداعش | هدعشر | اهدعشر | احدعشن
491,twelve,douze,إثْنَا عَشَر,NUM,اثنعش | اثنعشر,اثناعش,اثنعشن
492,thirteen,treize,ثَلاثَة عَشَر,NUM,ثلاثتعش,ثلاثتعشر | ثلثتعش,ثلاثتعشن
494,fifteen,quinze,خَمْسَة عَشَر,NUM,خمستعش,خمستاعش | خمستعشر,خمستعشن
495,sixteen,seize,سِتَّة عَشَر,NUM,ستتعش,ستتاعش | ستتعشر,ستتعشن
496,seventeen,dix-sept,سَبْعَة عَشَر,NUM,سبعتعش,سبعتاعش | سبعتعشر,سبعتعشن
497,eighteen,dix-huit,ثَمانِيَة عَشَر,NUM,ثمانتعش | ثمانتعشر | ثمنتعش,ثمانتاعش | ثمنتعشر,ثمانتعشل | ثمانتعشن | ثمنتعشن
498,nineteen,dix-neuf,تِسْعَة عَشَر,NUM,تسعتعش,تسعتاعش | تسعتعشر,تسعتعشن
533,eleventh,onzième,ال+ حادِي عَشَر,NUM,الحادي عشر | الحدعش,احدعش | الاحدعش | الاهدعش | الحادعش | الحداعش | اونزيام,الادعش | الحدعشر | الهداعش | الهدعش | حدعشر
535,thirteenth,treizième,ال+ ثالِث عَشَر,NUM,الثالث عشر,الثلاثتاعش | الثلاثتعش | ثلاثتعش,الثلاثتعشر | ثلاثتعشر
536,fourteenth,quatorzième,ال+ رابِع عَشَر,NUM,اربعتعش | الرابع عشر,الاربعتاعش | الاربعتعش | رابع عشر,الاربعتعشر
537,fifteenth,quinzième,ال+ خامِس عَشَر,NUM,خامس عشر | خمستعش,الخامس عشر | الخمستاعش | الخمستعش,الخمستعشر | خمستعشر
538,sixteenth,seizième,ال+ سادِس عَشَر,NUM,السادس عشر | الستتعش,الستتاعش | ستتعش,الستتعشر | ستتعشر
539,seventeenth,dix-septième,ال+ سابِع عَشَر,NUM,السابع عشر | سبعتعش,السبعتاعش | السبعتعش,السبعتعشر
540,eighteenth,dix-huitième,ال+ ثامِن عَشَر,NUM,الثامن عشر,الثمانتاعش | الثمانتعش | الثمنتعش | ثمانتعش | ثمنتعش,الثمانتعشر | ثمانتعشر
541,nineteenth,dix-neuvième,ال+ تاسِع عَشَر,NUM,التاسع عشر,التسعتاعش | التسعتعش | التسعتعشر | تسعتعش,التستعتعش | تسعتعشر
571,about,environ,حَوالَي,NOUN,تقريبا | قريب,تقريب | حسب التقريب | زي | على | في حدود | قرابة | مال | مع,ابوبري | علاين | هاكاك | هاكذاك
573,across,de l' autre côté,فِي ال+ جانِب ال+ آخَر,ADJ,مقابل,بالجهة الثانية | عبر | فالجانب الثاني | فالجهة الثاني | فالصوب الثاني | في الجهة الثانية | في الناحية الثانية | قبال | من الجهة الثانية | من الناحية الثانية,بالصفحة الثانية | فالجهة الاخرى | مالجهة الاخرى | مقابيل
579,then,ensuite,ثُمَّ,CCONJ,بعدين | ف+ | وبعدين,بعد | بعد كده | بعدا | خلاف | من بعد | من ثم,ابري | اومبعد | فبعدين
580,another,autre,آخَر,ADJ,ثاني | غير,كمان | وحد آخر,اللخر | اللخري | راخر
581,around,vers,حَوالَي ، حَول,NOUN,تقريبا | جنب | قرب | قريب,تقريب | جويه | حذا | حسب التقريب | صوب | عند | في حدود | قرابة,بحدود | تلى | جيهة | علاين
582,as,comme,كَ+,ADP,زي | كما | كيما | مثل,كنه | كيف,سع | سعما | فحال
583,at,à,فِي,ADP,ب+,على | عند,الساعة
584,at,chez,عِنْد,NOUN,في,جنب | حدا | عد | ف+,بحذا | حذا
585,because,parce que,لِ+ أَنَّ,SCONJ,بسبب | عشان | على خاطر | لان | لانه,خاطر | علىشان | كون | لاجل | من شان,بارسكو | حيت | مشان
587,behind,derrière,خَلْف,NOUN,ورا,بعد,مور
588,beside,près,جِوار,NOUN,جنب | عند | يم,حد | حدا | حذا | قدام | قريب,اكوتي | بجنب | بحذا | بصف | بطرف | تلا | عدال
590,but,mais,لٰكِنْ,CCONJ,بس | لكن | ولكن,اللهم ان | اما | مي,بصح
592,during,pendant,خِلال,NOUN,اثناء | لما | وقت,بين ما | طول | على بين | ف+ | في | في الوقت داك | في فترة | لمن | و+ | وقت اللي | يوم,بوندون | فوقت
595,except,sauf,عَدا,VERB,الا | ما عدا,بس | غير | كان | من غير,منعدا
596,for,pour,لِ+ ، مِن أَجْل,NOUN,عشان | مال,ح+ | حال | حق | علىشان,منشان
600,inside,à l' intérieur,داخِل,NOUN,الداخل | جوا,بقلب | بين | جوات | جوة | في,فوسط
601,like,comme,مِثْل,NOUN,زي | كما | كي | كيف | كيما,بحال | شبه | نفس,سع | سعما | فحال
602,near,près,قُرْب,NOUN,جنب | عند,حد | حذا | صوب | قدام | يم,اكوتي | بجنب | بحذا | بلزق | تلاوي | عدال | ناحية
604,no,non,كَلّا,INTJ,لأ | لا | لا لا,جاي | ما شي | ماشي | مع,لع | هائه
606,take off,baisser le prix,خَصَم,NOUN,خفض | نقص,اعطى خصم | تخفيض | حول | خفف الثامان | ساعدني | شال | قلل | نزل | نقص الثامان,رخص | صولدا | نحى | هبط السومة
609,outside,à l' extérieur,خارِج,NOUN,برا | برات | برة,البرا,برع
611,"plus , in addition to",en plus de,إِضافَة إِلَى,ADP,كمان,ازيد | اون بلوس | بالاضافة الى | بالاضافة ل+ | زائد | زايد | زيادة | زيادة عن | زيد | فوق هاد | فوق هاذ | فوق هذا | فوق هيك | مع | هم | وكمان,ازيد بزيادة | بالاضافة | زيادة عهيك | همات
613,some,"du , quelque",بَعْض,NOUN,شوي | شوية | شي,حد | قسم,حبة | كالك | كمشة | نتفة
616,"go through , cross",passer,عَبَر,VERB,قص | قطع,تعدى | جاز | سلك | عدى | مر,تخطى | داز | مرق
617,"till , until",jusque,حَتَّى,ADP,ل+ | لحد | لين,الى | الى ان | الين | لعند | لي,لبين | لحتى | لاما | لحين | لوما
619,toward,vers,ٱِتِّجاه,NOUN,باتجاه | جهة | صوب,جهة تاع | جيهة | في طريق | ل+ | ناح | ناحية,بجهة | فير
622,while,pendant,أَثْناءَ,NOUN,خلال | لما | و+ | وقت,ف+ | كي كان | لمن | يوم,بوندون
625,without,sans,دُون,NOUN,بدون | من دون | من غير,بلا | بلاش,مبلا
628,mine,"le mien , la mienne , les miens , les miennes",لِ +ي,PRON,تبعي | حقي | مالي,بتاعي | بو حالي | حالي | ديالي,تاعي | مالتي | متاعي
630,myself,moi-même,نَفْس +ِي,PRON,ذاتي | روحي,انا بايدي | حالي | ذات نفسي | راسي | وحدي,نيت
635,our,nôtre,لَ +نا,PRON,النا | حقنا | لنا | مالنا,بو حالنا | حالنا,بتاعنا | تاعنا | تبعنا | ديالنا | مالتنا | متاعنا
636,ourselves,nous-même,أنْفُسِ +نا,PRON,انفسنا | روحنا | نفسنا,احنا بايدنا | ايدينا | حالنا | ذاتنا | راسنا,بروحنا | رواحتينا | نيت | وحدنا
641,yours,"le tien , la tienne , les tiens , les tiennes",لَ +كَ,PRON,الك | حقك | لك,بو حالك | حالك | مالك,تاعك | تبعك | ديالك | لالك | متاعك
642,yourself,toi-même,نَفْس +كَ,PRON,ذاتك | روحك | نفسك,انت | انتي | انتي بيدك | حالك | راسك | وحدك,نيت
647,yours,"le tien , la tienne , les tiens , les tiennes",لَ +كِ,PRON,الك | حقك | لك | لكي,بو حالش,الج | الكي | تاعك | تبعش | تبعك | حالش | حقش | ديالك | لالك | لالكي | مالش | متاعك
648,yourself,toi-même,نَفْس +كِ,PRON,ذاتك | روحك | نفسك,انتي | انتي بيدك | انتي ذاتك | حالك | راسك | نفسكي,ذاتكي | روحش | نفسج | نفسش | نيت | وحدش
649,you,vous,أَنْتُما,PRON,انتو,انتم الاثنين | انتم ثنيناتكم | انتن | انتو الاثنين | انتوا,ثنينكم | نتن
652,yours,"la vôtre , le vôtre , les vôtres",لَ +كُما,PRON,الكم | حقكم | لكم,#+كن | الكن | بو حالكم | بو حالكن | بو حلكن | جن | حقكم الاثنين | كم | مالكم,الكو | تاعكم | تبعكم | تبعكن | حالكم | حالكن | حقكن | حلكن | ديالكم | لكو | لالكو | لجن | مالكن | متاعكم | متاعكن
653,yourself,vous-même,نَفْس +كُما,PRON,انفسكم | نفسكم,انتو الاثنين | انتو الاثنين ذاتكم | انتو ذاتكم | انفسكن | روحكم | نفسكم ثنينكم | نفسكن | نفسكو,بايدكم | حالكم | ذاتكم | ذاتكن | ذاتكو | راسكم | روحكن | نفسجن ثنينجن | نيت | وحدكم | وحدكن
657,yours,"la vôtre , le vôtre , les vôtres",لَ +كُم,PRON,الكم | حقكم | لكم,بو حالكم | مالكم,الكن | الكو | تاعكم | تبعكم | حالكم | ديالكم | لكو | لالكم | لالكو | مالتكم | متاعكم
658,yourself,vous-même,نَفْس +كُم,PRON,انفسكم | نفسكم,انتو ذاتكم | روحكم | نفسكو,بايدكم | حالكم | ذاتكم | ذاتكن | ذاتكو | راسكم | نفسكن | نيت | وحدكم
662,yours,"la vôtre , le vôtre , les vôtres",لَ +كُنَّ,PRON,الكم | حقكم | لكم,الجن | الكن | بو حالكن | بو حلكن | حقكن | مالكم,الكو | بتاعكم | تاعكم | تبعكم | تبعكن | حالكن | حلكن | ديالكم | لكو | مالجن | مالكن | مالتكن | متاعكم
663,yourself,vous-même,نَفْس +كُنَّ,PRON,انفسكم | نفسكم,انتو ذاتكم | انتوما نفسكم | انفسكن | روحكم | نفسكن | نفسكو | نفسيكم | نفسيكو,انتوما بايدكم | بروحكم | حالكم | ذاتكن | ذاتكو | راسكم | روحكن | نفسجن | نيت | وحدكن
668,his,"le sien , la sienne , les siens , les siennes",لَ +هُ,PRON,اله | حقه | له | ماله,بو حاله | بو حله | حاله,تاعه | تبعه | دياله | لاله | مالته | متاعه
669,himself,lui-même,نَفْس +هُ,PRON,روحه | نفسه,ذاته | راسه | هو ذاته | وحده,بايده | نيت
674,hers,"le sien , la sienne , les siens , les siennes",لَ +ها,PRON,#+ها | الها | حقها | لها,الا | حالها | مالها,تاعها | تبعها | ديالها | مالتها
675,herself,lui-même,نَفْس +ها,PRON,روحها | نفسها,#+ها | حالها | ذاتها | راسها | نفسهم | هي ذاتها | وحدها,بايدها | ذاتا | نيت
676,they,ils,هُما,PRON,هن,هنا,هنن
680,theirs,"la leur , le leur , les leurs",لَ +هُما,PRON,الهم | حقهم | لهم,الهن | بو حالهم | بو حلهم | حالهم | مالهم,تاعهم | تبعهم | تبعهن | حقهن | ديالهم | لالهم | متاعهم
681,themselves,eux-même,نَفْس +هُما,PRON,انفسهم | نفسهم,انفسهن | حالهم | راسهم | روحهم | نفسهن | هم ذاتهم | وحدهم,بايدهم | ذاتهن | نيت
686,theirs,"la leur , le leur , les leurs",لَ +هُم,PRON,الهم | حقهم | لهم | مالهم,بو حالهم | بو حلهم | تبعهم | حالهم,الهن | تاعهم | حلهم | ديالهم | مالتهم | متاعهم
687,themselves,eux-même,نَفْس +هُم,PRON,انفسهم | نفسهم,حالهم | راسهم | روحهم | هم ذاتهم | وحدهم,ذاتهن | نفسهن | نيت | هوما بيدهم
688,they,elles,هُنَّ,PRON,#+هم | هم,هوما,هنن | هنه | هومايا
692,theirs,"la leur , le leur , les leurs",لَ +هُنَّ,PRON,الهم | حقهم | لهم,الهن | بو حالهن | بو حلهن | حقهن | مالهن,تاعهم | تبعهن | حالهن | حلهن | ديالهم | مالتهن | متاعهم
693,themselves,eux -même,نَفْس +هُنَّ,PRON,انفسهم | انفسهن | نفسهم | نفسهن,حالهم | راسهم | روحهم | هم ذاتهم | هن ذاتهن,بايدهم | ذاتهن | روحهن | نيت | وحدهن
694,this,"ce , cet , ceci",هٰذا,DET,ده | هاد | هاذا | هذا,ذا | ذي | ه+ | هادا | هاذ | هذي | هيدا,دكها | دهو | دهون | ذيه
695,this,"cette , celle -ci",هٰذِهِ,DET,دي | هادي | هاذي,ديه | ذي | ه+ | هاذه | هاي | هذهي | هذي | هي | هيدي,تيه | دهي | دهين
696,these two,ces deux -là,هٰذانِ,DET,هذول,دول | ديل الاثنين | ه+ | هاذلا الاثنين | هاذولا الاثنين | هدول | هذولا | هذولا الاثنين | هذولي | هذيلا | هول | هولا الاثنين,اذمكا | اذوكا | اذومكا | دولا | دوليك | ذولي | ذيلا | ذيلن | هادو بجوج | هاذو | هاذوما | هذمكا | هذوكا | هذوليك | هذومكا | هذين
697,these two,ces deux -là,هاتانِ,DET,هذول,دول | ديل الاثنين | ه+ | هاد الجوج | هاذلا الثنتين | هاذولا الثنتين | هاذيلا | هدول | هدولا الثنتين | هذولا | هذولا الثنتين | هول | هولا الثنتين,اذمكا | اذوكا | اذومكا | دولا | دوليك | ذولي | ذيلا | ذيلن | هادو | هادو بجوج | هاذو | هاذوما | هذمكا | هذن | هذني | هذوكا | هذوليك | هذومكا | هذين
698,these,"ces , ceux -ci",هٰؤُلاءِ,DET,هذول | هذولا,دول | ديل | ه+ | هاذولا | هاذيلا | هدول | هذولي | هول | هولا,اذمكا | اذوكا | اذومكا | دولا | دوليك | ذولي | ذيلا | ذيلن | ذيلوه | هادو | هاذلا | هاذو | هذمكا | هذوكا | هذوليك | هذومكا | هذين
699,that,"cela , celui -là",ذٰلِكَ,DET,ذاك | هاذاك | هداك | هذاك,داك | ده | ديك | ذاكا | ذيك | ه+ | هادك | هاذك | هذاكا | هذك | هيداك,دهو | دهون
700,that,"cela , celle -là",تلْكَ,DET,هاذيك | هذاك | هذيك,دي | ديك | ديكا | ديه | ذيك | ه+ | هادك | هاذك | هاذي | هاي | هديك | هذك | هذيكا | هيداك,تيك | دهي | دهين | هاية
703,what,que,ماذا,PRON,اش | اشنو | ايش | ايه | ش+ | شنو | شو | واش | ويش,شني | شنيا | ما | وش | وشنو,آش | شنوا | شنوما | موه | وشوه
704,what,que,ما,PRON,اش | اشنو | ايش | ايه | ش+ | شنو | شو | واش | ويش,شنيا | وش,آش | شنوا | شنوما | موه | وشوه
709,there is not ...,il n' y a pas,لَيْسَ هُنالِكَ ، لَيْسَ ثَمَّةَ ، لَيْسَ هُناكَ,ADV,مافيه | مافيهش,ما شي هناك | ماشي | ماكو,فش | مفماش | مكاش | مكانش | مكاينش | مابهش
710,fare,tarif,أُجْرَة,NOUN,سعر,حساب | حق | رسوم | سوم | سومة | طريفة,طاريف | كروة | نول
714,black,noir,أَسْوَد,ADJ,اخضر,ازرق | اسمر | اكحل | كحل | نوار,شوشان
715,shoot,tirer,أَطْلَق,VERB,رمى | رمي | شات | ضرب | طخ,طق | كون,تيرا | ثور | جبد | حدف | خبط | زت | شاط | قوص | كب
717,declare,déclarer,أَعْلَن,VERB,اشهر | بين | صرح | قال,ديكلارا | ذاع,روج
719,mother,mère,أُمّ,NOUN,ماما | والدة,اميمة | مامة,اماه | ماين
720,son,fils,ٱِبْن,NOUN,عيل | ولد | وليد,جاهل | صغير | طفل | ود,ضنى
722,listen,écouter,ٱِسْتَمَع,VERB,سمع,اتسمع | اتصنت,تنصت
726,signal,feu,إِشارَة,NOUN,فو,اشارة مرور | علامة,ايعاز | سيمافرو | سينيال | ضو | لافتة
727,extra,supplémentaire,إِضافِيّ,ADJ,زايد | زيادة,احتياط,بزايد
728,tire,pneu,إِطار,NOUN,تاير | عجل | عجلة,بنو | كفر,استبني | دولاب | رودة | رويدة | كاوتش | لستك
733,exchange,échanger,بَدَّل,VERB,تبادل | حول | صرف | غير,فك,قايض
735,simple,simple,بَسِيط,ADJ,ساهل | سهل | عادي | هين,سامبل | هوين | يسير,ايزي | بديهي | بصيط
740,ski,ski,تَزَلُّج,NOUN,سكي,اتزحلق | تزحلق,تزحلاق | زحلقة
742,shopping,shopping,تَسَوُّق,NOUN,شرا,شوبينغ,اتبضع | تبضع | تقضية | تمهار | شوبين | شوبينق | قضيان
745,tv,télé,تِلْفِزيُون,NOUN,تي في,تلفزة,لاتيلي
749,timetable,horaire,جَدْوَل,NOUN,وقت,جدول مواعيد,ساعة
752,shrimp,crevette,جَمْبَرِيّ,NOUN,كروفات,ربيان | روبيان,شفرات | قريدس
753,quality,qualité,جَوْدَة,NOUN,كاليتي,نوعية,نوعية باهية
757,bellboy,chasseur,خادِم,NOUN,بل بوي | عامل,بص بوي | شغال | عامل الفندق | مراسل,حمال | حمال الشنط | نادل
