ID,English,French,MSA,POS,CODA,Region,DCom,RCom,ASim,FSim,DFreq,DA_Frequency,ASimLevel,FSimLevel,DFreqLevel,DComLevel,RComLevel,EasinessScore,EasinessCategory
198,slope,pente,مُنْحَدَر,NOUN,دردوحة,Tunisia+Libya,1,1,0,0,0,1,D,D,L,L,L,0,Hard
198,slope,pente,مُنْحَدَر,NOUN,سفح,Qatar+Saudi+Oman+Yemen,1,1,0,0,3,"2,967",D,D,M,L,L,50,Hard
198,slope,pente,مُنْحَدَر,NOUN,قحمة,Qatar+Saudi+Oman+Yemen,1,1,0,0,1,7,D,D,L,L,L,0,Hard
198,slope,pente,مُنْحَدَر,NOUN,لابونت,Morocco+Algeria,1,1,0,0,0,0,D,D,L,L,L,0,Hard
198,slope,pente,مُنْحَدَر,NOUN,منحدر,"Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen, Egypt+Sudan",4,5,1,0,4,"4,603",S,D,M,H,H,1250,Easy
198,slope,pente,مُنْحَدَر,NOUN,منحنى,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan",2,6,0,0,2,106,D,D,M,M,H,200,Easy
198,slope,pente,مُنْحَدَر,NOUN,منزل,Egypt+Sudan,1,2,0,0,5,"212,283",D,D,H,L,M,150,Medium
198,slope,pente,مُنْحَدَر,NOUN,ميل,Qatar+Saudi+Oman+Yemen,1,6,0,0,5,"90,866",D,D,H,L,H,200,Easy
198,slope,pente,مُنْحَدَر,NOUN,نازل,Qatar+Saudi+Oman+Yemen,1,6,0,0,5,"72,306",D,D,H,L,H,200,Easy
198,slope,pente,مُنْحَدَر,NOUN,نازولة,Qatar+Saudi+Oman+Yemen,1,6,0,0,0,0,D,D,L,L,H,100,Medium
198,slope,pente,مُنْحَدَر,NOUN,نزلاية,Egypt+Sudan,1,6,0,0,0,0,D,D,L,L,H,100,Medium
198,slope,pente,مُنْحَدَر,NOUN,نزلة,"Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",3,6,0,0,3,438,D,D,M,M,H,200,Easy
198,slope,pente,مُنْحَدَر,NOUN,نصة,Iraq,1,6,0,0,1,30,D,D,L,L,H,100,Medium
198,slope,pente,مُنْحَدَر,NOUN,هبطة,"Qatar+Saudi+Oman+Yemen, Tunisia+Libya",2,4,0,0,1,17,D,D,L,M,H,150,Medium
198,slope,pente,مُنْحَدَر,NOUN,هوير,Qatar+Saudi+Oman+Yemen,1,1,0,0,2,94,D,D,M,L,L,50,Hard
199,letter,lettre,خِطاب,NOUN,بروة,Qatar+Saudi+Oman+Yemen,1,6,0,0,1,12,D,D,L,L,H,100,Medium
199,letter,lettre,خِطاب,NOUN,جواب,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",4,6,0,0,5,"91,640",D,D,H,H,H,300,Easy
199,letter,lettre,خِطاب,NOUN,خطاب,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Qatar+Saudi+Oman+Yemen",3,3,1,0,5,"175,586",S,D,H,M,M,1200,Easy
199,letter,lettre,خِطاب,NOUN,ديسكور,Morocco+Algeria,1,1,0,0,1,3,D,D,L,L,L,0,Hard
199,letter,lettre,خِطاب,NOUN,رسالة,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",5,6,0,0,4,"8,707",D,D,M,H,H,250,Easy
199,letter,lettre,خِطاب,NOUN,قرطاسة,Qatar+Saudi+Oman+Yemen,1,1,0,0,2,39,D,D,M,L,L,50,Hard
199,letter,lettre,خِطاب,NOUN,كلمة,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",2,6,0,0,4,"30,154",D,D,M,M,H,200,Easy
199,letter,lettre,خِطاب,NOUN,مكتوب,"Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",4,6,0,0,5,"246,078",D,D,H,H,H,300,Easy
199,letter,lettre,خِطاب,NOUN,ورقة,Qatar+Saudi+Oman+Yemen,1,6,0,0,4,"5,039",D,D,M,L,H,150,Medium
200,hat,chapeau,قُبَّعَة,NOUN,برنيطة,"Egypt+Sudan, Qatar+Saudi+Oman+Yemen",2,2,0,0,1,17,D,D,L,M,M,100,Medium
200,hat,chapeau,قُبَّعَة,NOUN,بيريه,Egypt+Sudan,1,1,0,0,2,152,D,D,M,L,L,50,Hard
200,hat,chapeau,قُبَّعَة,NOUN,شابو,"Morocco+Algeria, Tunisia+Libya",2,3,0,1,4,"5,910",D,S,M,M,M,250,Easy
200,hat,chapeau,قُبَّعَة,NOUN,شاشية,Morocco+Algeria,1,2,0,0,1,10,D,D,L,L,M,50,Hard
200,hat,chapeau,قُبَّعَة,NOUN,شفقة,Iraq,1,1,0,0,3,354,D,D,M,L,L,50,Hard
200,hat,chapeau,قُبَّعَة,NOUN,طاقية,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",5,6,0,0,2,241,D,D,M,H,H,250,Easy
200,hat,chapeau,قُبَّعَة,NOUN,طربوش,Morocco+Algeria,1,1,0,0,3,"1,485",D,D,M,L,L,50,Hard
200,hat,chapeau,قُبَّعَة,NOUN,قبعة,"Iraq, Qatar+Saudi+Oman+Yemen",2,2,1,0,2,181,S,D,M,M,M,1150,Easy
200,hat,chapeau,قُبَّعَة,NOUN,كاب,"Egypt+Sudan, Qatar+Saudi+Oman+Yemen",2,5,0,0,4,"18,171",D,D,M,M,H,200,Easy
200,hat,chapeau,قُبَّعَة,NOUN,كاسكيت,"Syria+Lebanon+Jordan+Palestine, Tunisia+Libya",2,3,0,0,2,171,D,D,M,M,M,150,Medium
200,hat,chapeau,قُبَّعَة,NOUN,كاسكيتة,Egypt+Sudan,1,3,0,0,0,0,D,D,L,L,M,50,Hard
200,hat,chapeau,قُبَّعَة,NOUN,كبوس,Qatar+Saudi+Oman+Yemen,1,4,0,0,3,"1,238",D,D,M,L,H,150,Medium
200,hat,chapeau,قُبَّعَة,NOUN,كلاو,Iraq,1,6,0,0,3,381,D,D,M,L,H,150,Medium
200,hat,chapeau,قُبَّعَة,NOUN,كمة,Qatar+Saudi+Oman+Yemen,1,1,0,0,1,20,D,D,L,L,L,0,Hard
200,hat,chapeau,قُبَّعَة,NOUN,كوفية,Qatar+Saudi+Oman+Yemen,1,6,0,0,2,36,D,D,M,L,H,150,Medium
201,be,être,كان,VERB,بقى,Iraq,1,6,0,0,4,"20,559",D,D,M,L,H,150,Medium
201,be,être,كان,VERB,صار,Qatar+Saudi+Oman+Yemen,1,6,0,0,6,"1,321,680",D,D,H,L,H,200,Easy
201,be,être,كان,VERB,قاعد,Tunisia+Libya,1,6,0,0,6,"346,589",D,D,H,L,H,200,Easy
201,be,être,كان,VERB,كان,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",6,6,1,0,7,"10,289,104",S,D,H,H,H,1300,Easy
201,be,être,كان,VERB,وقع,Qatar+Saudi+Oman+Yemen,1,6,0,0,5,"222,836",D,D,H,L,H,200,Easy
202,soup,soupe,حَساء,NOUN,حساء,Tunisia+Libya,1,4,1,0,4,"6,725",S,D,M,L,H,1150,Easy
202,soup,soupe,حَساء,NOUN,سخونة,Qatar+Saudi+Oman+Yemen,1,6,0,0,2,183,D,D,M,L,H,150,Medium
202,soup,soupe,حَساء,NOUN,شربة,"Morocco+Algeria, Egypt+Sudan, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",4,6,0,0,3,415,D,D,M,H,H,250,Easy
202,soup,soupe,حَساء,NOUN,شوربة,"Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",3,6,0,0,3,854,D,D,M,M,H,200,Easy
202,soup,soupe,حَساء,NOUN,صوبة,Morocco+Algeria,1,5,0,0,2,75,D,D,M,L,H,150,Medium
202,soup,soupe,حَساء,NOUN,مرق,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine",2,4,0,0,4,"4,758",D,D,M,M,H,200,Easy
202,soup,soupe,حَساء,NOUN,مرقة,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan",2,4,0,0,2,248,D,D,M,M,H,200,Easy
203,clothes,vêtement,مَلابِس,NOUN,ازياء,Qatar+Saudi+Oman+Yemen,1,6,0,0,5,"33,601",D,D,H,L,H,200,Easy
203,clothes,vêtement,مَلابِس,NOUN,اواعي,Syria+Lebanon+Jordan+Palestine,1,4,0,0,3,768,D,D,M,L,H,150,Medium
203,clothes,vêtement,مَلابِس,NOUN,تياب,Syria+Lebanon+Jordan+Palestine,1,2,0,0,3,"1,459",D,D,M,L,M,100,Medium
203,clothes,vêtement,مَلابِس,NOUN,ثياب,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",2,3,0,0,5,"48,893",D,D,H,M,M,200,Easy
203,clothes,vêtement,مَلابِس,NOUN,حوايج,"Morocco+Algeria, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",3,6,0,0,3,"3,107",D,D,M,M,H,200,Easy
203,clothes,vêtement,مَلابِس,NOUN,دبش,Tunisia+Libya,1,1,0,0,4,"4,092",D,D,M,L,L,50,Hard
203,clothes,vêtement,مَلابِس,NOUN,زي,Egypt+Sudan,1,6,0,0,6,"1,381,481",D,D,H,L,H,200,Easy
203,clothes,vêtement,مَلابِس,NOUN,قش,Morocco+Algeria,1,1,0,0,4,"4,326",D,D,M,L,L,50,Hard
203,clothes,vêtement,مَلابِس,NOUN,كسوة,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Qatar+Saudi+Oman+Yemen",3,5,0,0,2,172,D,D,M,M,H,200,Easy
203,clothes,vêtement,مَلابِس,NOUN,لباس,Qatar+Saudi+Oman+Yemen,1,6,0,0,5,"115,079",D,D,H,L,H,200,Easy
203,clothes,vêtement,مَلابِس,NOUN,لبس,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Qatar+Saudi+Oman+Yemen",3,6,0,0,5,"212,198",D,D,H,M,H,250,Easy
203,clothes,vêtement,مَلابِس,NOUN,ملابس,"Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",3,6,1,0,5,"119,365",S,D,H,M,H,1250,Easy
203,clothes,vêtement,مَلابِس,NOUN,ملبس,Syria+Lebanon+Jordan+Palestine,1,6,1,0,4,"8,157",S,D,M,L,H,1150,Easy
203,clothes,vêtement,مَلابِس,NOUN,هدمة,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan",2,4,0,0,1,30,D,D,L,M,H,150,Medium
203,clothes,vêtement,مَلابِس,NOUN,هدوم,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",4,4,0,0,4,"25,432",D,D,M,H,H,250,Easy
204,receipt,reçu,إِيصال,NOUN,استلام,Syria+Lebanon+Jordan+Palestine,1,5,0,0,5,"50,144",D,D,H,L,H,200,Easy
204,receipt,reçu,إِيصال,NOUN,ايصال,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",4,6,1,0,5,"39,020",S,D,H,H,H,1300,Easy
204,receipt,reçu,إِيصال,NOUN,توصيل,Tunisia+Libya,1,6,0,0,5,"275,133",D,D,H,L,H,200,Easy
204,receipt,reçu,إِيصال,NOUN,رس,Morocco+Algeria,1,1,0,1,4,"7,194",D,S,M,L,L,150,Medium
204,receipt,reçu,إِيصال,NOUN,رسيت,Egypt+Sudan,1,2,0,1,3,"1,799",D,S,M,L,M,200,Easy
204,receipt,reçu,إِيصال,NOUN,رصيد,"Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",3,5,0,0,5,"88,357",D,D,H,M,H,250,Easy
204,receipt,reçu,إِيصال,NOUN,روسي,"Morocco+Algeria, Tunisia+Libya",2,6,0,1,5,"116,629",D,S,H,M,H,350,Easy
204,receipt,reçu,إِيصال,NOUN,سند,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",2,3,0,0,5,"107,088",D,D,H,M,M,200,Easy
204,receipt,reçu,إِيصال,NOUN,صك,Syria+Lebanon+Jordan+Palestine,1,2,0,0,5,"35,168",D,D,H,L,M,150,Medium
204,receipt,reçu,إِيصال,NOUN,فاتورة,"Iraq, Qatar+Saudi+Oman+Yemen",2,6,0,0,3,646,D,D,M,M,H,200,Easy
204,receipt,reçu,إِيصال,NOUN,وصل,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",5,6,1,0,6,"651,566",S,D,H,H,H,1300,Easy
204,receipt,reçu,إِيصال,NOUN,وصل استلام,Syria+Lebanon+Jordan+Palestine,1,1,0,0,6,"701,710",D,D,H,L,L,100,Medium
205,dish,plat,طَبَق,NOUN,اكلة,"Egypt+Sudan, Qatar+Saudi+Oman+Yemen, Morocco+Algeria",3,6,0,0,3,564,D,D,M,M,H,200,Easy
205,dish,plat,طَبَق,NOUN,بلا,Morocco+Algeria,1,4,0,0,6,"2,026,963",D,D,H,L,H,200,Easy
205,dish,plat,طَبَق,NOUN,تبسي,"Tunisia+Libya, Qatar+Saudi+Oman+Yemen",2,5,0,0,3,367,D,D,M,M,H,200,Easy
205,dish,plat,طَبَق,NOUN,صحن,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",5,5,0,0,5,"40,466",D,D,H,H,H,300,Easy
205,dish,plat,طَبَق,NOUN,صينية,Qatar+Saudi+Oman+Yemen,1,6,0,0,3,"1,765",D,D,M,L,H,150,Medium
205,dish,plat,طَبَق,NOUN,طبخة,Qatar+Saudi+Oman+Yemen,1,4,0,0,3,483,D,D,M,L,H,150,Medium
205,dish,plat,طَبَق,NOUN,طبق,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",3,6,1,0,5,"128,590",S,D,H,M,H,1250,Easy
205,dish,plat,طَبَق,NOUN,قصعة,Tunisia+Libya,1,1,0,0,2,76,D,D,M,L,L,50,Hard
205,dish,plat,طَبَق,NOUN,ماعون,"Iraq, Qatar+Saudi+Oman+Yemen",2,2,0,0,3,"1,550",D,D,M,M,M,150,Medium
205,dish,plat,طَبَق,NOUN,ماكلة,Morocco+Algeria,1,2,0,0,2,305,D,D,M,L,M,100,Medium
205,dish,plat,طَبَق,NOUN,مكلة,Morocco+Algeria,1,2,0,0,2,35,D,D,M,L,M,100,Medium
205,dish,plat,طَبَق,NOUN,وجبة,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",2,6,0,0,3,"1,401",D,D,M,M,H,200,Easy
205,dish,plat,طَبَق,NOUN,وعا,Qatar+Saudi+Oman+Yemen,1,4,0,0,3,694,D,D,M,L,H,150,Medium
206,wait,attendre,ٱِنْتَظَر,VERB,اتأنى,Qatar+Saudi+Oman+Yemen,1,6,0,0,1,7,D,D,L,L,H,100,Medium
206,wait,attendre,ٱِنْتَظَر,VERB,اتريع,Qatar+Saudi+Oman+Yemen,1,1,0,0,0,2,D,D,L,L,L,0,Hard
206,wait,attendre,ٱِنْتَظَر,VERB,استنى,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",4,5,0,0,3,"1,713",D,D,M,H,H,250,Easy
206,wait,attendre,ٱِنْتَظَر,VERB,اصبر,Qatar+Saudi+Oman+Yemen,1,2,0,0,5,"201,969",D,D,H,L,M,150,Medium
206,wait,attendre,ٱِنْتَظَر,VERB,انتظر,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",4,6,0,0,6,"370,811",D,D,H,H,H,300,Easy
206,wait,attendre,ٱِنْتَظَر,VERB,نطر,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",2,3,0,0,4,"3,579",D,D,M,M,M,150,Medium
206,wait,attendre,ٱِنْتَظَر,VERB,تاني,Iraq,1,6,0,0,6,"612,374",D,D,H,L,H,200,Easy
206,wait,attendre,ٱِنْتَظَر,VERB,تحين,Qatar+Saudi+Oman+Yemen,1,6,0,0,4,"4,439",D,D,M,L,H,150,Medium
206,wait,attendre,ٱِنْتَظَر,VERB,تسن,Morocco+Algeria,1,6,0,0,3,"2,051",D,D,M,L,H,150,Medium
206,wait,attendre,ٱِنْتَظَر,VERB,تهيد,Qatar+Saudi+Oman+Yemen,1,1,0,0,2,184,D,D,M,L,L,50,Hard
206,wait,attendre,ٱِنْتَظَر,VERB,توانى,Qatar+Saudi+Oman+Yemen,1,6,0,0,1,12,D,D,L,L,H,100,Medium
206,wait,attendre,ٱِنْتَظَر,VERB,جلس,Qatar+Saudi+Oman+Yemen,1,5,0,0,5,"64,813",D,D,H,L,H,200,Easy
206,wait,attendre,ٱِنْتَظَر,VERB,راعى,Qatar+Saudi+Oman+Yemen,1,6,0,0,2,197,D,D,M,L,H,150,Medium
206,wait,attendre,ٱِنْتَظَر,VERB,ريض,Qatar+Saudi+Oman+Yemen,1,6,0,0,3,"2,651",D,D,M,L,H,150,Medium
206,wait,attendre,ٱِنْتَظَر,VERB,ريع,Qatar+Saudi+Oman+Yemen,1,6,0,0,4,"7,371",D,D,M,L,H,150,Medium
206,wait,attendre,ٱِنْتَظَر,VERB,ستنى,Morocco+Algeria,1,5,0,0,1,15,D,D,L,L,H,100,Medium
206,wait,attendre,ٱِنْتَظَر,VERB,صبر,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",2,2,0,0,6,"423,852",D,D,H,M,M,200,Easy
207,form,formulaire,ٱِسْتِمارَة,NOUN,استمارة,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Morocco+Algeria",6,6,0,0,2,175,D,D,M,H,H,250,Easy
207,form,formulaire,ٱِسْتِمارَة,NOUN,اورنيك,Egypt+Sudan,1,1,0,0,2,53,D,D,M,L,L,50,Hard
207,form,formulaire,ٱِسْتِمارَة,NOUN,طلب,Syria+Lebanon+Jordan+Palestine,1,6,0,0,6,"540,262",D,D,H,L,H,200,Easy
207,form,formulaire,ٱِسْتِمارَة,NOUN,فرمة,Egypt+Sudan,1,3,0,1,1,13,D,S,L,L,M,150,Medium
207,form,formulaire,ٱِسْتِمارَة,NOUN,فرملر,Morocco+Algeria,1,1,0,1,0,0,D,S,L,L,L,100,Medium
207,form,formulaire,ٱِسْتِمارَة,NOUN,فورميلير,Morocco+Algeria,1,1,0,1,0,0,D,S,L,L,L,100,Medium
207,form,formulaire,ٱِسْتِمارَة,NOUN,كليشة,Syria+Lebanon+Jordan+Palestine,1,3,0,0,1,5,D,D,L,L,M,50,Hard
207,form,formulaire,ٱِسْتِمارَة,NOUN,مطلب,Tunisia+Libya,1,6,0,0,5,"199,067",D,D,H,L,H,200,Easy
207,form,formulaire,ٱِسْتِمارَة,NOUN,نموذج,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine",2,2,0,0,5,"95,109",D,D,H,M,M,200,Easy
207,form,formulaire,ٱِسْتِمارَة,NOUN,ورقة,"Qatar+Saudi+Oman+Yemen, Tunisia+Libya",2,6,0,0,4,"5,039",D,D,M,M,H,200,Easy
208,theater,théâtre,مَسْرَح,NOUN,تياترو,Tunisia+Libya,1,1,0,1,3,881,D,S,M,L,L,150,Medium
208,theater,théâtre,مَسْرَح,NOUN,مسرح,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",6,6,1,0,5,"107,716",S,D,H,H,H,1300,Easy
209,"want , would like",vouloir,أَراد ، وَدّ ، رَغِب,VERB,احتاج,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine",2,6,0,0,6,"449,001",D,D,H,M,H,250,Easy
209,"want , would like",vouloir,أَراد ، وَدّ ، رَغِب,VERB,اراد,Qatar+Saudi+Oman+Yemen,1,6,1,0,6,"621,300",S,D,H,L,H,1200,Easy
209,"want , would like",vouloir,أَراد ، وَدّ ، رَغِب,VERB,اشتى,Qatar+Saudi+Oman+Yemen,1,2,0,0,1,4,D,D,L,L,M,50,Hard
209,"want , would like",vouloir,أَراد ، وَدّ ، رَغِب,VERB,اشتي,Qatar+Saudi+Oman+Yemen,1,2,0,0,3,"2,386",D,D,M,L,M,100,Medium
209,"want , would like",vouloir,أَراد ، وَدّ ، رَغِب,VERB,بغى,"Morocco+Algeria, Qatar+Saudi+Oman+Yemen",2,2,0,0,3,"2,105",D,D,M,M,M,150,Medium
209,"want , would like",vouloir,أَراد ، وَدّ ، رَغِب,VERB,حب,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Iraq, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",5,6,0,0,6,"2,709,191",D,D,H,H,H,300,Easy
209,"want , would like",vouloir,أَراد ، وَدّ ، رَغِب,VERB,راد,"Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",3,6,1,0,4,"22,698",S,D,M,M,H,1200,Easy
209,"want , would like",vouloir,أَراد ، وَدّ ، رَغِب,VERB,رغب,Qatar+Saudi+Oman+Yemen,1,1,1,0,4,"23,268",S,D,M,L,L,1050,Easy
209,"want , would like",vouloir,أَراد ، وَدّ ، رَغِب,VERB,شاء,Syria+Lebanon+Jordan+Palestine,1,6,0,0,6,"1,499,896",D,D,H,L,H,200,Easy
209,"want , would like",vouloir,أَراد ، وَدّ ، رَغِب,VERB,طلب,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Iraq, Tunisia+Libya",4,6,0,0,6,"540,262",D,D,H,H,H,300,Easy
209,"want , would like",vouloir,أَراد ، وَدّ ، رَغِب,VERB,عاز,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine",2,2,0,0,3,"1,530",D,D,M,M,M,150,Medium
209,"want , would like",vouloir,أَراد ، وَدّ ، رَغِب,VERB,كان بده,Syria+Lebanon+Jordan+Palestine,1,1,0,0,7,"10,314,832",D,D,H,L,L,100,Medium
209,"want , would like",vouloir,أَراد ، وَدّ ، رَغِب,VERB,كان داير,Egypt+Sudan,1,1,0,0,7,"10,317,522",D,D,H,L,L,100,Medium
209,"want , would like",vouloir,أَراد ، وَدّ ، رَغِب,VERB,كان عايز,Egypt+Sudan,1,1,0,0,7,"10,748,644",D,D,H,L,L,100,Medium
209,"want , would like",vouloir,أَراد ، وَدّ ، رَغِب,VERB,كان مشتهي,Egypt+Sudan,1,1,0,0,7,"10,334,463",D,D,H,L,L,100,Medium
209,"want , would like",vouloir,أَراد ، وَدّ ، رَغِب,VERB,كان يبغى,Qatar+Saudi+Oman+Yemen,1,1,0,0,7,"10,292,945",D,D,H,L,L,100,Medium
209,"want , would like",vouloir,أَراد ، وَدّ ، رَغِب,VERB,كان يبى,Qatar+Saudi+Oman+Yemen,1,2,0,0,7,"10,291,844",D,D,H,L,M,150,Medium
209,"want , would like",vouloir,أَراد ، وَدّ ، رَغِب,VERB,كان يبي,Tunisia+Libya,1,2,0,0,7,"11,018,535",D,D,H,L,M,150,Medium
209,"want , would like",vouloir,أَراد ، وَدّ ، رَغِب,VERB,ود,Syria+Lebanon+Jordan+Palestine,1,3,1,0,5,"128,311",S,D,H,L,M,1150,Easy
209,"want , would like",vouloir,أَراد ، وَدّ ، رَغِب,VERB,يبي,Qatar+Saudi+Oman+Yemen,1,6,0,0,6,"729,431",D,D,H,L,H,200,Easy
210,wine,vin,نَبِيذ,NOUN,خمر,"Syria+Lebanon+Jordan+Palestine, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",4,5,0,0,5,"41,617",D,D,H,H,H,300,Easy
210,wine,vin,نَبِيذ,NOUN,خمرة,"Egypt+Sudan, Qatar+Saudi+Oman+Yemen",2,5,0,0,2,220,D,D,M,M,H,200,Easy
210,wine,vin,نَبِيذ,NOUN,شراب,"Morocco+Algeria, Tunisia+Libya",2,6,0,0,5,"31,913",D,D,H,M,H,250,Easy
210,wine,vin,نَبِيذ,NOUN,عرق,Iraq,1,1,0,0,5,"72,229",D,D,H,L,L,100,Medium
210,wine,vin,نَبِيذ,NOUN,كاس,Egypt+Sudan,1,5,0,0,6,"1,091,354",D,D,H,L,H,200,Easy
210,wine,vin,نَبِيذ,NOUN,نبيت,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan",2,6,0,0,3,"1,016",D,D,M,M,H,200,Easy
210,wine,vin,نَبِيذ,NOUN,نبيذ,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Qatar+Saudi+Oman+Yemen",3,3,1,0,4,"14,220",S,D,M,M,M,1150,Easy
210,wine,vin,نَبِيذ,NOUN,فان روج,Morocco+Algeria,1,1,0,0,6,"2,493,379",D,D,H,L,L,100,Medium
210,wine,vin,نَبِيذ,NOUN,فان بلو,Morocco+Algeria,1,1,0,0,6,"2,498,693",D,D,H,L,L,100,Medium
211,smoking,fumer,تَدْخِين,NOUN,تدخين,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",5,6,1,0,4,"8,188",S,D,M,H,H,1250,Easy
211,smoking,fumer,تَدْخِين,NOUN,تكيف,Tunisia+Libya,1,6,0,0,4,"6,005",D,D,M,L,H,150,Medium
211,smoking,fumer,تَدْخِين,NOUN,دخان,"Morocco+Algeria, Syria+Lebanon+Jordan+Palestine, Tunisia+Libya",3,6,0,0,5,"38,189",D,D,H,M,H,250,Easy
211,smoking,fumer,تَدْخِين,NOUN,دوخة,Qatar+Saudi+Oman+Yemen,1,1,0,0,2,240,D,D,M,L,L,50,Hard
211,smoking,fumer,تَدْخِين,NOUN,شراب السجاير,Egypt+Sudan,1,1,0,0,5,"43,102",D,D,H,L,L,100,Medium
211,smoking,fumer,تَدْخِين,NOUN,كميان,Morocco+Algeria,1,6,0,0,1,15,D,D,L,L,H,100,Medium
212,sit,se asseoir,جَلَس,VERB,اتربع,Qatar+Saudi+Oman+Yemen,1,6,0,0,3,"1,033",D,D,M,L,H,150,Medium
212,sit,se asseoir,جَلَس,VERB,استراح,Qatar+Saudi+Oman+Yemen,1,6,0,0,4,"7,663",D,D,M,L,H,150,Medium
212,sit,se asseoir,جَلَس,VERB,انجعس,Egypt+Sudan,1,1,0,0,1,4,D,D,L,L,L,0,Hard
212,sit,se asseoir,جَلَس,VERB,برك,Syria+Lebanon+Jordan+Palestine,1,5,0,0,5,"33,839",D,D,H,L,H,200,Easy
212,sit,se asseoir,جَلَس,VERB,تجضع,Syria+Lebanon+Jordan+Palestine,1,1,0,0,1,5,D,D,L,L,L,0,Hard
212,sit,se asseoir,جَلَس,VERB,تجلس,Syria+Lebanon+Jordan+Palestine,1,5,0,0,5,"83,131",D,D,H,L,H,200,Easy
212,sit,se asseoir,جَلَس,VERB,تربع,Syria+Lebanon+Jordan+Palestine,1,6,0,0,4,"25,572",D,D,M,L,H,150,Medium
212,sit,se asseoir,جَلَس,VERB,جلس,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen, Morocco+Algeria",3,5,1,0,5,"64,813",S,D,H,M,H,1250,Easy
212,sit,se asseoir,جَلَس,VERB,ريح,Morocco+Algeria,1,6,0,0,5,"163,136",D,D,H,L,H,200,Easy
