ID,English,French,MSA,POS,Easy_target,Medium_target,Hard_target,Easy_distractor,Medium_distractor,Hard_distractor
803,regular,normal,عادِيّ,ADJ,اعتيادي,نظامي,روتيني,,,
805,suffer,souffrir,عانَى,VERB,قاسى,توجع,اتكبد,,,
807,cart,chariot,عَرَبَة,NOUN,شاريو,عربانة,كارو,,,
809,vacation,vacance,عُطْلَة,NOUN,اجازة,فاكونس,صلاعة,,,
810,sign,panneau,عَلامَة,NOUN,اشارة,لافتة,بانو,,,
813,girl,fille,فَتاة,NOUN,طفلة,بنية,صبية,,,
814,cup,tasse,فِنْجان,NOUN,كوب,طاس,قلص,,,
815,towel,serviette,فُوطَة,NOUN,بشكير,منديل,سربية,,,
817,meet,rencontrer,قابَل,VERB,اجتمع,حصل,صادف,,,
819,story,histoire,قِصَّة,NOUN,حكاية,سالفة,حزوية,,,
821,spend,passer,قَضَى,VERB,صرف,عدى,مقضي,,,
826,pamphlet,brochure,كُتَيِّب,NOUN,منشور,بروشور,مطوية,,,
832,contact lens,lentille de contact,عَدَسَة لاصِقَة,NOUN,عدسة,لونتي,لنسس,,,
834,game,jeu,لُعْبَة,NOUN,جيم,طرح,مبارة,,,
836,amount,montant,مَبْلَغ,NOUN,كمية,مقدار,حسبة,,,
838,"group , set",groupe,مَجْمُوعَة,NOUN,جماعة,وفد,فئة,,,
840,toilet,toilette,مِرْحاض,NOUN,حمام,بيت الما,مرافق,,,
841,pass,passer,مَرَّر,VERB,فوت,عدى,عطى,,,
842,track,voie,مَسار,NOUN,طريق,سكة,ثنية,,,
843,distance,distance,مَسافَة,NOUN,بعد,مشوار,ديسطونس,,,
847,pump,pompe,مِضَخَّة,NOUN,بمب,ماطور,بم,,,
853,spoon,cuillère,مِلْعَقَة,NOUN,معلقة,مغراف,كشيك,,,
854,excellent,excellent,مُمْتاز,ADJ,جيد,مميز,خارق العادة,,,
856,area,région,مِنْطَقَة,NOUN,مكان,ميدان,ناحية,,,
859,site,site,مَوْقِع,NOUN,محل,سيت,ناحية,,,
860,corner,coin,ناصِيَة,NOUN,ركنة,كورنر,قرنة,,,
861,window,fenêtre,نافِذَة,NOUN,شباك,طاقة,دريشة,,,
862,plant,plante,نَبات,NOUN,زرع,شتلة,خضرة,,,
864,woman,femme,إِمْرَأَة,NOUN,ست,ولية,سيدة,,,
866,look,"regard , coup d' oeil",نَظْرَة,NOUN,طلة,شوفة,تطليعة,,,
867,clean,propre,نَظِيف,ADJ,نقي,مغسول,نضيف,,,
868,river,rivière,نَهْر,NOUN,واد,بحر,شط,,,
869,quiet,tranquille,هادِئ,ADJ,سكوتي,ترونكيل,رزين,,,
871,father,père,والِد,NOUN,بابا,بين,باه,,,
872,waist,taille,وَسَط,NOUN,خصر,نص,حقو,,,
873,sign,signer,وَقَّع,VERB,مضى,اعتمد,صحح,,,
874,matter,sujet,أَمْر,NOUN,موضوع,حكاية,غرض,,,
876,"mr. , sir",monsieur,سَيِّد,NOUN,استاذ,اخ,عمو,,,
877,"ms. , maam",madame,سَيِّدَة,NOUN,ست,ام,للا,,,
878,a little bit,un peu,ال+ قَلِيل,ADJ,شويه,ماشي بزاف,حبة,,,
879,too much,trop,كَثِيراً جِدّاً,NOUN,كثير,واجد بكل,هوايا,,,
880,"many , a lot",beaucoup,كَثِيراً,ADJ,واجد,نود,هلبة,,,
881,"still , yet",encore,ما زال,VERB,بعد,مازال,لساته,,,
882,leave,laisser,تَرَك,VERB,خلى,خلف,دشر,,,
883,"take , last","falloir , prendre de temps , durer",ٱِسْتَغْرَق,VERB,قعد,شد,بقى,,,
884,charges,des frais,رُسُوم,NOUN,تكاليف,مصاريف,ثامان,,,
888,time,fois,مَرَّة,NOUN,فد مرة,اكو مرة,كرة,,,
889,"may I ... ? , can I ... ?",puis -je ... ?,هَل يُمكِنُ +نِي أن ... ؟,PART ... ?,ممكن,فيني,اسكه,,,
890,"might , may",peut-être,قَدْ ، رُبَّما,ADV,احتمال,جايز,بلكشي,,,
891,"already , for sure","vraiment , certainement",قَدْ ، فِعْلاً,NOUN,خلاص,من جد,بالصاح,,,
892,really,vraiment,حَقّاً,ADJ,بالحق,حقيقي,مضبوط,,,
894,be afraid,avoir peur,خَشِي,VERB,قلق,ارتعب,توهم,,,
896,bound to,à destination de,مُتَّجِه إِلَى,ADP,رايح ع+,ماشي,ساير,,,
898,arrival,arrivée,وُصُول,NOUN,قدوم,رجوع,مجية,,,
900,"completely , perfectly ,","parfaitement , complètement",تَماماً,NOUN,بالكامل,كلش,خارق العادة,,,
905,right away,immédiatement,حالاً,NOUN,فورا,قوام,دابا,,,
906,soon,bientôt,قَرِيباً,ADJ,عن قريب,بعد شوية,جريب,,,
907,stay,"séjourner , descendre à",أَقام,VERB,بقى,تم,قنبر,,,
910,severe,fort,شَدِيد,ADJ,قاسي,مرة,قصح,,,
913,"catch , hold",attraper,أَمْسَك,VERB,شد,حكم,شبح,,,
914,I caught a disease,J' ai attrappé une maladie,أََصابَ +نِي مَرَض,NOUN,مرضت,تعبت,تمرضت,,,
916,"largest , larger",plus grand,أَوْسَع,ADJ,اكبر,اعظم,افسح,,,
917,"suitable , appropriate , fit well","convenable , aller bien",مُناسِب,ADJ,معقول,منيح,ملايم,,,
918,well,bien,جَيِّداً,ADJ,حلو,طيب,باهي,,,
919,again,encore,مَرَّة أُخْرَى,ADJ,مرة ثانية,مرة غيرها,كرة ثانية,,,
920,more,plus,ال+ مَزِيِد,NOUN,كمان,بعد,بلوس,,,
921,look,regarder,نَظَر,VERB,شاف,بحلق,شبح,,,
922,shape,forme,شَكْل,NOUN,فورم,اسلوب,صيغة,,,
923,allow,permettre,سَمَح,VERB,خلي,ترك,رضى,,,
924,go straight,aller tout droit,سار لِ+ ال+ أَمام,NOUN,مشي لقدام,راح قدام,مشى ستريت,,,
925,make,faire,جَعَل,VERB,عمل,شكل,دعى,,,
939,june,juin,يُونِيُو,PROPN,جوان,الشهر السادس,يونيه,,,
940,july,juillet,يُولِيُو,PROPN,جويلية,شهر سبعة,يوليه,,,
941,august,août,أَغُسْطُس,PROPN,اوت,آب,غشت,,,
944,november,novembre,نُوفِمْبِر,PROPN,تشرين الثاني,شهر اهدعش,الهدعش,,,
946,purchase,achat,شِراء,NOUN,مشترى,تسوق,مسواق,,,
947,going,aller,ذَهاب,NOUN,مشية,الي,نزلة,,,
948,getting,obtenir,حُصُول,NOUN,اخذ,انه يدي,تدبير,,,
951,changing,changer,تَغْيِير,NOUN,تبديل,قلب,شونجمو,,,
954,sending,envoyer,إِرْسال,NOUN,بعث,توجيه,بعثان,,,
955,of course,bien sûr,طَبْعاً,NOUN,بيان سور,مالا لا,بالطبيعة,,,
957,nice,gentil,لَطِيف,PROPN,حالي,ضريف,جنتيل,,,
958,same,le même,نَفْس,NOUN,زي,ذات,سعما,,,
959,later,plus tard,لاحِقاً,ADJ,بعدين,خلاف,امبعد,,,
960,suitcase,valise,حَقِيبَة سَفَر,NOUN,شنطة سفر,شانطة,جنطة,,,
962,sleep,dormir,نام,VERB,بات,نعس,اندفس,,,
963,sleep,sommeil,نَوْم,NOUN,نعاس,رقاد,مبيت,,,
966,down,vers le bas,إِلَى ال+ أَسْفَل,ADJ,تحت,لا نازل,لوطى,,,
967,anything,ne importe quoi,أَيّ شَيْء,NOUN,اي حاجة,اللي تحب,حيالله,,,
968,wrong,faux,خاطِئ,ADJ,غلطان,مش صحيح,مخطي,,,
969,miss,mademoiselle,آنِسَة,NOUN,مدموازيل,الاخت,استاذة,,,
970,park,se garer,رَكَن,VERB,وقف,جاري,جرج,,,
971,"select , pick",choisir,ٱِخْتار,VERB,خير,اخذ,حدد,,,
975,"run out , end",se epuiser,نَفِد,VERB,خلص,تم,زلج,,,
976,end,terminer,ٱِنْتَهَى,VERB,كمل,تم,قضى,,,
977,bad,mauvais,سَيِّء,ADJ,زفت,مو زين,ماصت,,,
978,certainly,certainement,بِ+ ال+ تَأْكِيد,NOUN,اكيد,سي سور,معلوم,,,
979,together,ensemble,سَوِيّاً,ADJ,مع بعضنا,كلنا,رباعة,,,
980,carry,porter,حَمَل,VERB,رفع,نقل,رزح,,,
981,enough,suffire,كَفَى,VERB,خلص,سد,اكاهاو,,,
982,take care,prendre soin de,ٱِعْتَنَى,VERB,انتبه,قابل,اتوصى,,,
983,taxi stand,station de taxi,مَوْقِف أُجْرَة,NOUN,موقف,موقف تكاسي,جراج,,,
985,already,déjà,فِعْلاً,NOUN,اساسا,من اول,مسبق,,,
986,never,jamais,أَبَداً,NOUN,نهائيا,على الاطلاق,بالمرة,,,
987,pickpocket,pickpocket,نَشّال,NOUN,حرامي,سراق,بايق,,,
989,let 's go,allons-y,هَيّا بِ +نا,PRON,يالله,ارح,نمشيوا,,,
991,welcome,bienvenu,مَرْحَباً ، أَهْلاً,NOUN,السلام عليكم,اهلين,حبابك,,,
992,you are welcome,je vous en pris,عَفْواً,NOUN,العفو,من عيوني,اتدلل,,,
994,here she is,voici,ها هِيَ,PRON,اهي,هنا هي,اكاهي,,,
996,think,penser,ظَنّ,VERB,حسب,اتصور,اشتبه,,,
997,think,réfléchir,فَكَّر,VERB,شاف,نظر,مخمخ,,,
