ID,English,French,MSA,POS,Easy_target,Medium_target,Hard_target,Easy_distractor,Medium_distractor,Hard_distractor
455,how much,combien,بِ+ كَمْ,ADV,قداش,شكثر,شحال,والكل [rand],ايحين [hard],اشكثر [edit]
457,most,la plupart,مُعْظَم ، أَغْلَب,DET,اكثر,الغالبية,لابلوبار,بعض [rand],هذن [hard],كم [edit]
463,oh!,oh!,أَه!,INTJ,او,يا,اوب,لا لا [rand],باهي [hard],اي [edit]
464,okay,ok,حَسَناً,NOUN,اوكي,ما عليه,ميسالش,كرت السعر [rand],حارة [hard],معليش [edit]
465,go out,sortir,خَرَج,NOUN,طلع,راح,مشا,جنينة [rand],تسكرة [hard],مرقة [edit]
466,"pardon , excuse me",pardon,عَفْواً,NOUN,عن اذنك,بعد اذنك,اعذرني,الحين [rand],غاشي [hard],معلهش [edit]
467,percent,pour cent,بِ+ ال+ مِئَة,NOUN,بالمئة,في المية,نسبة,نيني [rand],شونجمو [hard],حسبة [edit]
469,someone,quelqu'un,شَخْص ما,PRON,احد,شي واحد,حدن,راوني [rand],تبعه [hard],وحدكن [edit]
470,such,tel que,مِثْل,NOUN,نفس,شبه,فحال,قدر [rand],كروة [hard],تكيف [edit]
472,get up,se lever,ٱِسْتَيْقَظ,VERB,قام,ناض,صبي,تحمل [rand],انجعس [hard],فارق [edit]
473,what,quoi,ماذا,PRON,شني,شلون,وشهو,ايا [rand],بروحنا [hard],انهو [edit]
476,"will , shall",aller,سَوْفَ ، سَ+,PART,راح,باش,بش,موش [rand],لع [hard],ما [edit]
477,wow,wouaou,واو,NOUN,الله,بالله,اوو,توا [rand],فحال [hard],ايوه [edit]
478,"yes , yeah","oui , ouais",نَعَم ، أَجَل,INTJ,ايوه,هيه,باهي,ول [rand],هائه [hard],اح [edit]
491,twelve,douze,إثْنَا عَشَر,NUM,اثنعشر,اثنعش,اثنعشن,الثالث عشر [rand],حدعشر [hard],ايدعشر [edit]
533,eleventh,onzième,ال+ حادِي عَشَر,NUM,الحادي عشر,الاهدعش,حدعشر,ثلاثتعش [rand],الثلاثتعشر [hard],احدعشر [edit]
535,thirteenth,treizième,ال+ ثالِث عَشَر,NUM,الثالث عشر,الثلاثتاعش,الثلاثتعشر,السبعتعش [rand],خمستعشر [hard],الثامن عشر [edit]
538,sixteenth,seizième,ال+ سادِس عَشَر,NUM,السادس عشر,ستتعش,الستتعشر,اونزيام [rand],الهداعش [hard],الحادي عشر [edit]
539,seventeenth,dix-septième,ال+ سابِع عَشَر,NUM,السابع عشر,السبعتعش,السبعتعشر,التسعتعشر [rand],الثمانتعشر [hard],الاربعتعشر [edit]
540,eighteenth,dix-huitième,ال+ ثامِن عَشَر,NUM,الثامن عشر,الثمانتعش,الثمانتعشر,الحادعش [rand],سبعتعشن [hard],ثمانتاعش [edit]
541,nineteenth,dix-neuvième,ال+ تاسِع عَشَر,NUM,التاسع عشر,تسعتعش,التستعتعش,الستتاعش [rand],الثمانتعشر [hard],السابع عشر [edit]
571,about,environ,حَوالَي,NOUN,تقريبا,زي,علاين,من غير جمارك [rand],صرفة [hard],امال [edit]
579,then,ensuite,ثُمَّ,CCONJ,وبعدين,خلاف,اومبعد,كان [rand],بصح [hard],عب [edit]
580,another,autre,آخَر,ADJ,ثاني,وحد آخر,اللخري,كويس [rand],هوايا [hard],تاني [edit]
581,around,vers,حَوالَي ، حَول,NOUN,جنب,جويه,جيهة,طلوع [rand],طوالي [hard],جهة [edit]
582,as,comme,كَ+,ADP,زي,كنه,سعما,دير [rand],مرهون [hard],عمل [edit]
584,at,chez,عِنْد,NOUN,في,جنب,حذا,زول [rand],تاته [hard],بجنب [edit]
585,because,parce que,لِ+ أَنَّ,SCONJ,لانه,علىشان,بارسكو,,,
587,behind,derrière,خَلْف,NOUN,ورا,بعد,مور,رستوران [rand],صوغة [hard],فورا [edit]
588,beside,près,جِوار,NOUN,عند,حد,بجنب,طلة [rand],صوبة [hard],طرف [edit]
590,but,mais,لٰكِنْ,CCONJ,ولكن,مي,بصح,اذا [rand],ابري [hard],اذا [edit]
592,during,pendant,خِلال,NOUN,وقت,طول,فوقت,انزين [rand],اتبضع [hard],لمام [edit]
595,except,sauf,عَدا,VERB,ما عدا,كان,منعدا,وجه [rand],استضا [hard],سالا [edit]
596,for,pour,لِ+ ، مِن أَجْل,NOUN,عشان,حق,منشان,جاهل [rand],حبة [hard],عشا [edit]
600,inside,à l' intérieur,داخِل,NOUN,الداخل,جوات,فوسط,مرأة [rand],مشكلة [hard],جواب [edit]
601,like,comme,مِثْل,NOUN,كي,شبه,فحال,بلاكة [rand],ندر [hard],كنيف [edit]
602,near,près,قُرْب,NOUN,جنب,حد,بجنب,عمارة [rand],قالب [hard],كوتي [edit]
604,no,non,كَلّا,INTJ,لا لا,ما شي,هائه,ايه [rand],ياح [hard],هيه [edit]
606,take off,baisser le prix,خَصَم,NOUN,نقص,قلل,هبط السومة,موقف التكاسي [rand],ترابيزة [hard],نازل [edit]
609,outside,à l' extérieur,خارِج,NOUN,برات,برا,برع,سارق [rand],رخصة القيادة [hard],برشا [edit]
613,some,"du , quelque",بَعْض,NOUN,شي,حد,حبة,حمير [rand],سايي [hard],كمة [edit]
616,"go through , cross",passer,عَبَر,VERB,قطع,جاز,مرق,ساب [rand],ختى [hard],عاز [edit]
617,"till , until",jusque,حَتَّى,ADP,لحد,الى,لبين,زيد [rand],سع [hard],كما [edit]
619,toward,vers,ٱِتِّجاه,NOUN,باتجاه,ناحية,فير,برمي [rand],صفرة [hard],اتجاه [edit]
622,while,pendant,أَثْناءَ,NOUN,خلال,لمن,بوندون,العشية [rand],هالثانية [hard],فوقت [edit]
625,without,sans,دُون,NOUN,بدون,بلا,مبلا,جيهة [rand],قارورة [hard],مبلغ [edit]
628,mine,"le mien , la mienne , les miens , les miennes",لِ +ي,PRON,مالي,بو حالي,مالتي,ارجوك [rand],دياله [hard],متاعك [edit]
630,myself,moi-même,نَفْس +ِي,PRON,روحي,ذات نفسي,نيت,انفسكم [rand],متاعهم [hard],مالي [edit]
635,our,nôtre,لَ +نا,PRON,حقنا,بو حالنا,مالتنا,نفسكم ثنينكم [rand],آش [hard],مالتها [edit]
636,ourselves,nous-même,أنْفُسِ +نا,PRON,روحنا,ايدينا,وحدنا,عيشك [rand],هذاهو [hard],نفسها [edit]
641,yours,"le tien , la tienne , les tiens , les tiennes",لَ +كَ,PRON,حقك,حالك,تاعك,ش+ [rand],كو [hard],بو حالش [edit]
642,yourself,toi-même,نَفْس +كَ,PRON,نفسك,وحدك,نيت,هاوه [rand],متاعكم [hard],حالكن [edit]
647,yours,"le tien , la tienne , les tiens , les tiennes",لَ +كِ,PRON,لك,بو حالش,الكي,ارجوك [rand],لالكو [hard],بو حالك [edit]
648,yourself,toi-même,نَفْس +كِ,PRON,نفسكي,انتي ذاتك,روحش,راسهم [rand],لالك [hard],حالكم [edit]
649,you,vous,أَنْتُما,PRON,انتن,انتو الاثنين,ثنينكم,من فضلك [rand],متاعكم [hard],شنوا [edit]
652,yours,"la vôtre , le vôtre , les vôtres",لَ +كُما,PRON,حقكم,بو حلكن,لجن,لو سمحت [rand],تاعها [hard],بو حالهم [edit]
653,yourself,vous-même,نَفْس +كُما,PRON,نفسكم,انفسكن,نفسجن ثنينجن,اهي [rand],بتاعكم [hard],انفسهن [edit]
657,yours,"la vôtre , le vôtre , les vôtres",لَ +كُم,PRON,حقكم,بو حالكم,لالكو,روحنا [rand],ديالنا [hard],بو حالكن [edit]
658,yourself,vous-même,نَفْس +كُم,PRON,انفسكم,روحكم,حالكم,اذا بتريد [rand],حلهم [hard],نفسيكم [edit]
662,yours,"la vôtre , le vôtre , les vôtres",لَ +كُنَّ,PRON,حقكم,حقكن,ديالكم,وش [rand],تاعنا [hard],بو حلهن [edit]
663,yourself,vous-même,نَفْس +كُنَّ,PRON,نفسكم,روحكم,حالكم,يعيشك [rand],لالكم [hard],انفسهم [edit]
668,his,"le sien , la sienne , les siens , les siennes",لَ +هُ,PRON,ماله,بو حله,مالته,روحك [rand],بروحكم [hard],بو حالش [edit]
669,himself,lui-même,نَفْس +هُ,PRON,نفسه,وحده,بايده,من فضلك [rand],ليكه [hard],بايدها [edit]
674,hers,"le sien , la sienne , les siens , les siennes",لَ +ها,PRON,حقها,حالها,ديالها,ذات نفسي [rand],ذاتكم [hard],ديالهم [edit]
675,herself,lui-même,نَفْس +ها,PRON,روحها,هي ذاتها,بايدها,مالنا [rand],تاعهم [hard],بايدهم [edit]
676,they,ils,هُما,PRON,هن,هنا,هنن,ما [rand],متاعه [hard],لنا [edit]
680,theirs,"la leur , le leur , les leurs",لَ +هُما,PRON,لهم,مالهم,تبعهن,اش [rand],نيت [hard],بو حالكم [edit]
681,themselves,eux-même,نَفْس +هُما,PRON,نفسهم,وحدهم,ذاتهن,انتو الاثنين [rand],اينوه [hard],انفسكن [edit]
686,theirs,"la leur , le leur , les leurs",لَ +هُم,PRON,حقهم,تبعهم,الهن,ذات نفسي [rand],تبعكن [hard],بو حله [edit]
687,themselves,eux-même,نَفْس +هُم,PRON,نفسهم,هم ذاتهم,نفسهن,هدي [rand],متاعهم [hard],انفسهن [edit]
688,they,elles,هُنَّ,PRON,هم,هوما,هنه,شنيا [rand],وحدنا [hard],#+ها [edit]
692,theirs,"la leur , le leur , les leurs",لَ +هُنَّ,PRON,حقهم,الهن,تبعهن,وحدها [rand],كو [hard],بو حالكن [edit]
693,themselves,eux -même,نَفْس +هُنَّ,PRON,انفسهن,حالهم,نيت,وشو [rand],ديالكم [hard],انفسكم [edit]
694,this,"ce , cet , ceci",هٰذا,DET,هاذا,ذا,ذيه,ديك [rand],اذومكا [hard],هاذي [edit]
695,this,"cette , celle -ci",هٰذِهِ,DET,هاذي,هاي,دهي,هذا [rand],ذيلا [hard],هاذ [edit]
699,that,"cela , celui -là",ذٰلِكَ,DET,ذاك,هداك,دهو,هولا [rand],اذومكا [hard],هيدا [edit]
703,what,que,ماذا,PRON,واش,شنيا,شنوما,هين [rand],نيت [hard],ايشه [edit]
709,there is not ...,il n' y a pas,لَيْسَ هُنالِكَ ، لَيْسَ ثَمَّةَ ، لَيْسَ هُناكَ,ADV,مافيهش,ماكو,مابهش,بكم [rand],ثما [hard],غادي [edit]
710,fare,tarif,أُجْرَة,NOUN,سعر,حق,نول,قوام [rand],استبني [hard],كروسة [edit]
714,black,noir,أَسْوَد,ADJ,اخضر,كحل,شوشان,يجنن [rand],يكوي [hard],اتمرض [edit]
715,shoot,tirer,أَطْلَق,VERB,ضرب,طق,حدف,تربس [rand],اتنعم [hard],قوم [edit]
717,declare,déclarer,أَعْلَن,VERB,بين,ديكلارا,روج,روح [rand],تسالا [hard],لوج [edit]
719,mother,mère,أُمّ,NOUN,والدة,مامة,ماين,مسا الخير [rand],دموازال [hard],قامة [edit]
720,son,fils,ٱِبْن,NOUN,عيل,طفل,ضنى,ازياء [rand],قش [hard],اهل [edit]
722,listen,écouter,ٱِسْتَمَع,VERB,اتسمع,اتصنت,تنصت,فعل [rand],هرس [hard],تسمع [edit]
727,extra,supplémentaire,إِضافِيّ,ADJ,زيادة,احتياط,بزايد,ممتاز [rand],هايل [hard],جايز [edit]
728,tire,pneu,إِطار,NOUN,تاير,بنو,دولاب,عهد [rand],خلاء [hard],تاي [edit]
733,exchange,échanger,بَدَّل,VERB,صرف,فك,قايض,اتحمل [rand],كماصا [hard],تبادى [edit]
735,simple,simple,بَسِيط,ADJ,سهل,هوين,بديهي,كويس [rand],عقة حصا [hard],يسبر [edit]
742,shopping,shopping,تَسَوُّق,NOUN,شرا,شوبينغ,تمهار,تو تو [rand],ميسالش [hard],شراب [edit]
745,tv,télé,تِلْفِزيُون,NOUN,تي في,تلفزة,لاتيلي,اصلا [rand],بيرو [hard],بلوزة [edit]
749,timetable,horaire,جَدْوَل,NOUN,وقت,جدول مواعيد,ساعة,مكان [rand],ازمة [hard],مساعدة [edit]
752,shrimp,crevette,جَمْبَرِيّ,NOUN,كروفات,روبيان,شفرات,كلاس [rand],حسي [hard],كرافات [edit]
753,quality,qualité,جَوْدَة,NOUN,كاليتي,نوعية,نوعية باهية,بوكس [rand],فليل [hard],نوع [edit]
757,bellboy,chasseur,خادِم,NOUN,عامل,بص بوي,حمال الشنط,سانتور [rand],اجزاخانة [hard],نازل [edit]
758,free,libre,خالِي,ADJ,فاضي,حر,خاوي,اللي فات [rand],اجين [hard],داوي [edit]
760,serious,grave,خَطِير,ADJ,جاد,ضروري,رزين,زين [rand],راخر [hard],زين [edit]
761,back,arrière,خَلْف,NOUN,وراء,التالي,مؤخرة,وجبة [rand],شرجم [hard],سهر [edit]
763,invite,inviter,دَعا,VERB,عزم,نهم,انفيتا,كان مشتهي [rand],خلى [hard],استخار [edit]
767,lobby,hall,رَدْهَة,NOUN,لوبي,فسحة,مجبب,مرضت [rand],خالة [hard],موقع [edit]
773,wife,femme,زَوْجَة,NOUN,حرم,مادام,مكلف,كان [rand],سعما [hard],مصرات [edit]
776,happy,heureux,سَعِيد,ADJ,فرح,سالي,متونس,خارجي [rand],باهي [hard],حالي [edit]
777,ship,bateau,سَفِينَة,NOUN,باتو,بابور,يخت,نوع [rand],حاجة تذكارية [hard],وابور [edit]
782,slice,tranche,شَرِيحَة,NOUN,قطعة,طرف,وصلة,عمارة [rand],شيشة قزاز [hard],شوفة [edit]
784,certificate,certificat,شَهادَة,NOUN,دبلوم,سيرتيفيكا,اجازة,رسالة [rand],كار [hard],امارة [edit]
786,interesting,intéressant,شَيِّق,ADJ,مشوق,انترستنج,مسلي,قليلة [rand],متروس [hard],باهر [edit]
788,TRUE,vrai,صَحِيح,ADJ,صح,حق,مضبوط,اضخم [rand],مقرف [hard],مزروب [edit]
791,sauce,sauce,صَلْصَة,NOUN,صوص,مرق,صلصل,الليلة [rand],لكوندة [hard],مادام [edit]
792,make,fabriquer,صَنَع,VERB,عمل,صلح,صايب,خلاص [rand],جمد [hard],ساوى [edit]
794,fishing,pêche,صَيْد,NOUN,صيد سمك,بحر,حداق,عيوني [rand],كوفية [hard],بشر [edit]
796,emergency,les urgences,ال+ طَوَارِئ,NOUN,طوارئ,مستعجل,ارجنس,عامل [rand],ندر [hard],مستحيل [edit]
797,student,étudiant,طالِب,NOUN,تلميذ,اتيديون,تلميد,اسمح لي [rand],طقة [hard],ايد [edit]
798,counter,comptoir,طاوِلَة,NOUN,كاونتر,طربيزة,ميز,الاربعاء [rand],خضرة [hard],طاولة [edit]
803,regular,normal,عادِيّ,ADJ,اعتيادي,نظامي,روتيني,مرة اللخ [rand],لاباز [hard],دوني [edit]
805,suffer,souffrir,عانَى,VERB,قاسى,توجع,اتكبد,اصبر [rand],انولا [hard],تحول [edit]
807,cart,chariot,عَرَبَة,NOUN,شاريو,عربانة,كارو,لقاء [rand],البدالة [hard],عطلة [edit]
809,vacation,vacance,عُطْلَة,NOUN,اجازة,فاكونس,صلاعة,راح [rand],ملاقاة [hard],صلا [edit]
810,sign,panneau,عَلامَة,NOUN,اشارة,لافتة,بانو,قدر [rand],سرجم [hard],روحة [edit]
813,girl,fille,فَتاة,NOUN,طفلة,بنية,صبية,درب [rand],مرحبتين [hard],بناية [edit]
814,cup,tasse,فِنْجان,NOUN,كوب,طاس,قلص,سرا [rand],بوندون [hard],خلاص [edit]
815,towel,serviette,فُوطَة,NOUN,بشكير,منديل,سربية,كثير [rand],حارة [hard],موديل [edit]
817,meet,rencontrer,قابَل,VERB,اجتمع,حصل,صادف,شكل [rand],تسن [hard],حاف [edit]
819,story,histoire,قِصَّة,NOUN,حكاية,سالفة,حزوية,لبس [rand],لائحة [hard],سترة [edit]
821,spend,passer,قَضَى,VERB,صرف,عدى,مقضي,خدم [rand],عاين [hard],تعدى [edit]
826,pamphlet,brochure,كُتَيِّب,NOUN,منشور,بروشور,مطوية,في طريق [rand],صفرة [hard],ورطة [edit]
832,contact lens,lentille de contact,عَدَسَة لاصِقَة,NOUN,عدسة,لونتي,لنسس,تبسي [rand],مرق [hard],سونتر [edit]
834,game,jeu,لُعْبَة,NOUN,جيم,طرح,مبارة,شنطة [rand],شطفة [hard],جرح [edit]
836,amount,montant,مَبْلَغ,NOUN,كمية,مقدار,حسبة,زاوية [rand],جرباية [hard],يمة [edit]
838,"group , set",groupe,مَجْمُوعَة,NOUN,جماعة,وفد,فئة,سي سور [rand],اوكازيون [hard],ورقة [edit]
840,toilet,toilette,مِرْحاض,NOUN,حمام,بيت الما,مرافق,انتفاع [rand],تلا [hard],شومة [edit]
841,pass,passer,مَرَّر,VERB,فوت,عدى,عطى,عند [rand],خون [hard],باصر [edit]
842,track,voie,مَسار,NOUN,طريق,سكة,ثنية,مرق [rand],بعثان [hard],ثانية [edit]
843,distance,distance,مَسافَة,NOUN,بعد,مشوار,ديسطونس,مدموازيل [rand],تخت [hard],عد [edit]
847,pump,pompe,مِضَخَّة,NOUN,بمب,ماطور,بم,النهار ده [rand],عالسلامة [hard],يمة [edit]
853,spoon,cuillère,مِلْعَقَة,NOUN,معلقة,مغراف,كشيك,مطلب [rand],للا [hard],قمجة [edit]
854,excellent,excellent,مُمْتاز,ADJ,جيد,مميز,خارق العادة,جاد [rand],بيخيل [hard],باهي [edit]
856,area,région,مِنْطَقَة,NOUN,مكان,ميدان,ناحية,حلاوة [rand],طلعة [hard],مكانة [edit]
859,site,site,مَوْقِع,NOUN,محل,سيت,ناحية,واحد [rand],كمة [hard],جيهة [edit]
860,corner,coin,ناصِيَة,NOUN,ركنة,كورنر,قرنة,دبلوم [rand],معلهش [hard],لقمة [edit]
861,window,fenêtre,نافِذَة,NOUN,شباك,طاقة,دريشة,لي فري [rand],بقعة [hard],طقة [edit]
862,plant,plante,نَبات,NOUN,زرع,شتلة,خضرة,تيه قبل تيه [rand],زيادة [hard],شغلة [edit]
864,woman,femme,إِمْرَأَة,NOUN,ست,ولية,سيدة,قدر [rand],حسه [hard],مادام [edit]
866,look,"regard , coup d' oeil",نَظْرَة,NOUN,طلة,شوفة,تطليعة,بدون ضرايب [rand],مساعدة [hard],شومة [edit]
867,clean,propre,نَظِيف,ADJ,نقي,مغسول,نضيف,بعد شوية [rand],متفاوت [hard],مبسوط [edit]
868,river,rivière,نَهْر,NOUN,واد,بحر,شط,من عيوني [rand],فئة [hard],وادم [edit]
869,quiet,tranquille,هادِئ,ADJ,سكوتي,ترونكيل,رزين,بعد شوية [rand],كمية كبيرة [hard],زين [edit]
871,father,père,والِد,NOUN,بابا,بين,باه,بدون ضرايب [rand],قصاد [hard],باهي [edit]
872,waist,taille,وَسَط,NOUN,خصر,نص,حقو,قريب [rand],شومة [hard],تاج [edit]
873,sign,signer,وَقَّع,VERB,مضى,اعتمد,صحح,فنش [rand],استفسر [hard],صحى [edit]
874,matter,sujet,أَمْر,NOUN,موضوع,حكاية,غرض,طريق [rand],مبارة [hard],مكلة [edit]
876,"mr. , sir",monsieur,سَيِّد,NOUN,استاذ,اخ,عمو,سانتور [rand],كنبة [hard],استاذة [edit]
877,"ms. , maam",madame,سَيِّدَة,NOUN,ست,ام,للا,فورميلير [rand],هلئيتي [hard],ادام [edit]
878,a little bit,un peu,ال+ قَلِيل,ADJ,شويه,ماشي بزاف,حبة,اعظم [rand],باهي [hard],جميل [edit]
879,too much,trop,كَثِيراً جِدّاً,NOUN,كثير,واجد بكل,هوايا,اولريدي [rand],دكة [hard],شق [edit]
880,"many , a lot",beaucoup,كَثِيراً,ADJ,واجد,نود,هلبة,مهم [rand],ملايم [hard],وارد [edit]
881,"still , yet",encore,ما زال,VERB,بعد,مازال,لساته,رن [rand],دقدق [hard],قعد [edit]
882,leave,laisser,تَرَك,VERB,خلى,خلف,دشر,فوت [rand],دعى [hard],تفلت [edit]
883,"take , last","falloir , prendre de temps , durer",ٱِسْتَغْرَق,VERB,قعد,شد,بقى,خلى [rand],زهم [hard],استخار [edit]
884,charges,des frais,رُسُوم,NOUN,تكاليف,مصاريف,ثامان,وصفة طبيب [rand],كارو [hard],تسليف [edit]
888,time,fois,مَرَّة,NOUN,فد مرة,اكو مرة,كرة,كلش [rand],صيغة [hard],كمة [edit]
889,"may I ... ? , can I ... ?",puis -je ... ?,هَل يُمكِنُ +نِي أن ... ؟,PART ... ?,ممكن,فيني,اسكه,بالحق [rand],اسكو [hard],صادق [edit]
890,"might , may",peut-être,قَدْ ، رُبَّما,ADV,احتمال,جايز,بلكشي,حال موه [rand],قديه [hard],والكل [edit]
891,"already , for sure","vraiment , certainement",قَدْ ، فِعْلاً,NOUN,خلاص,من جد,بالصاح,بالمناسبة [rand],قبوط [hard],صلا [edit]
892,really,vraiment,حَقّاً,ADJ,بالحق,حقيقي,مضبوط,ماشي مليح [rand],رباعة [hard],مظبوط [edit]
894,be afraid,avoir peur,خَشِي,VERB,قلق,ارتعب,توهم,هوي [rand],هارج [hard],خطف [edit]
896,bound to,à destination de,مُتَّجِه إِلَى,ADP,رايح ع+,ماشي,ساير,كمان [rand],سعما [hard],قايم على [edit]
898,arrival,arrivée,وُصُول,NOUN,قدوم,رجوع,مجية,قلم حمرة [rand],هوير [hard],قوم [edit]
900,"completely , perfectly ,","parfaitement , complètement",تَماماً,NOUN,بالكامل,كلش,خارق العادة,ستيك [rand],مسابقة [hard],بالكل [edit]
905,right away,immédiatement,حالاً,NOUN,فورا,قوام,دابا,صيد سمك [rand],ضو [hard],ذاحين [edit]
906,soon,bientôt,قَرِيباً,ADJ,عن قريب,بعد شوية,جريب,مستكين [rand],نتفة [hard],ترتيب [edit]
907,stay,"séjourner , descendre à",أَقام,VERB,بقى,تم,قنبر,حول [rand],ولى [hard],تفضل [edit]
910,severe,fort,شَدِيد,ADJ,قاسي,مرة,قصح,اللي راح [rand],مشوم [hard],جاد [edit]
913,"catch , hold",attraper,أَمْسَك,VERB,شد,حكم,شبح,حبس [rand],اندفس [hard],حكى [edit]
914,I caught a disease,J' ai attrappé une maladie,أََصابَ +نِي مَرَض,NOUN,مرضت,تعبت,تمرضت,فرش [rand],غرض [hard],باتي [edit]
916,"largest , larger",plus grand,أَوْسَع,ADJ,اكبر,اعظم,افسح,كمان مرة [rand],مستلزم [hard],ضخم [edit]
917,"suitable , appropriate , fit well","convenable , aller bien",مُناسِب,ADJ,معقول,منيح,ملايم,شايب [rand],يشهي [hard],مضبوط [edit]
918,well,bien,جَيِّداً,ADJ,حلو,طيب,باهي,بلدي [rand],خيرات [hard],مليان [edit]
919,again,encore,مَرَّة أُخْرَى,ADJ,مرة ثانية,مرة غيرها,كرة ثانية,عجل [rand],باهي [hard],اجمعين [edit]
920,more,plus,ال+ مَزِيِد,NOUN,كمان,بعد,بلوس,تو تو [rand],بروة [hard],فلوس [edit]
921,look,regarder,نَظَر,VERB,شاف,بحلق,شبح,انتمى [rand],تكى [hard],لاح [edit]
922,shape,forme,شَكْل,NOUN,فورم,اسلوب,صيغة,احسنت [rand],ازواز [hard],فرجة [edit]
923,allow,permettre,سَمَح,VERB,خلي,ترك,رضى,اتريك [rand],بحبش [hard],وعى [edit]
924,go straight,aller tout droit,سار لِ+ ال+ أَمام,NOUN,مشي لقدام,راح قدام,مشى ستريت,سخونة [rand],بطاقة ائتمان [hard],قدام [edit]
925,make,faire,جَعَل,VERB,عمل,شكل,دعى,فيق [rand],خمط [hard],قعد [edit]
939,june,juin,يُونِيُو,PROPN,جوان,الشهر السادس,يونيه,كانون الاول [rand],الاثنعش [hard],آب [edit]
940,july,juillet,يُولِيُو,PROPN,جويلية,شهر سبعة,يوليه,كانون اول [rand],يونيه [hard],الشهر السادس [edit]
941,august,août,أَغُسْطُس,PROPN,اوت,آب,غشت,شهر اهدعش [rand],يونيه [hard],منيح [edit]
944,november,novembre,نُوفِمْبِر,PROPN,تشرين الثاني,شهر اهدعش,الهدعش,ضريف [rand],باهي [hard],شهر اثنعش [edit]
946,purchase,achat,شِراء,NOUN,مشترى,تسوق,مسواق,تمام [rand],دلوق [hard],ملتقى [edit]
947,going,aller,ذَهاب,NOUN,مشية,الي,نزلة,موقع [rand],سفح [hard],مشاي [edit]
948,getting,obtenir,حُصُول,NOUN,اخذ,انه يدي,تدبير,طرف [rand],عكار [hard],توصيل [edit]
951,changing,changer,تَغْيِير,NOUN,تبديل,قلب,شونجمو,عن قريب [rand],خلقة [hard],قالب [edit]
954,sending,envoyer,إِرْسال,NOUN,بعث,توجيه,بعثان,معاونة [rand],نبأ [hard],مساندة [edit]
955,of course,bien sûr,طَبْعاً,NOUN,بيان سور,مالا لا,بالطبيعة,ناتج [rand],قعادة [hard],معلومة [edit]
957,nice,gentil,لَطِيف,PROPN,حالي,ضريف,جنتيل,شهر اهدعش [rand],يونيه [hard],آب [edit]
958,same,le même,نَفْس,NOUN,زي,ذات,سعما,الداخل [rand],مصدع [hard],تكيف [edit]
959,later,plus tard,لاحِقاً,ADJ,بعدين,خلاف,امبعد,خطير [rand],لاباز [hard],بجد [edit]
960,suitcase,valise,حَقِيبَة سَفَر,NOUN,شنطة سفر,شانطة,جنطة,مدموزيل [rand],ديرة [hard],جنط [edit]
962,sleep,dormir,نام,VERB,بات,نعس,اندفس,تك [rand],انكب [hard],باق [edit]
963,sleep,sommeil,نَوْم,NOUN,نعاس,رقاد,مبيت,احمر [rand],زاروبة [hard],رصدة [edit]
966,down,vers le bas,إِلَى ال+ أَسْفَل,ADJ,تحت,لا نازل,لوطى,جائز [rand],بتلو [hard],يجوز [edit]
967,anything,ne importe quoi,أَيّ شَيْء,NOUN,اي حاجة,اللي تحب,حيالله,مدموزيل [rand],بايق [hard],حيا [edit]
968,wrong,faux,خاطِئ,ADJ,غلطان,مش صحيح,مخطي,خالص [rand],لافت لالنظر [hard],مزبوط [edit]
969,miss,mademoiselle,آنِسَة,NOUN,مدموازيل,الاخت,استاذة,عمي [rand],لاصورونس [hard],مدام [edit]
970,park,se garer,رَكَن,VERB,وقف,جاري,جرج,تم [rand],طبش [hard],بركة [edit]
971,"select , pick",choisir,ٱِخْتار,VERB,خير,اخذ,حدد,خاف [rand],سقسى [hard],اخذا [edit]
975,"run out , end",se epuiser,نَفِد,VERB,خلص,تم,زلج,ناظر [rand],ابتدى [hard],ساوا [edit]
976,end,terminer,ٱِنْتَهَى,VERB,كمل,تم,قضى,سار [rand],رابى [hard],تسالا [edit]
977,bad,mauvais,سَيِّء,ADJ,زفت,مو زين,ماصت,كويس [rand],رابيد [hard],شايب [edit]
978,certainly,certainement,بِ+ ال+ تَأْكِيد,NOUN,اكيد,سي سور,معلوم,مكلة [rand],سبيسارية [hard],معلومات [edit]
979,together,ensemble,سَوِيّاً,ADJ,مع بعضنا,كلنا,رباعة,شي كبير [rand],ملائم [hard],روعة [edit]
980,carry,porter,حَمَل,VERB,رفع,نقل,رزح,كان لازمه [rand],ثور [hard],ريع [edit]
981,enough,suffire,كَفَى,VERB,خلص,سد,اكاهاو,كان عنده [rand],ترصد [hard],برك [edit]
982,take care,prendre soin de,ٱِعْتَنَى,VERB,انتبه,قابل,اتوصى,نزل [rand],زلج [hard],اشتبه [edit]
983,taxi stand,station de taxi,مَوْقِف أُجْرَة,NOUN,موقف,موقف تكاسي,جراج,ايد [rand],ومية [hard],فرمة [edit]
985,already,déjà,فِعْلاً,NOUN,اساسا,من اول,مسبق,عونة [rand],حاجة نشربها [hard],قبال [edit]
986,never,jamais,أَبَداً,NOUN,نهائيا,على الاطلاق,بالمرة,كشف [rand],جنطة [hard],امي [edit]
987,pickpocket,pickpocket,نَشّال,NOUN,حرامي,سراق,بايق,بيبي [rand],خدمة [hard],شقارة [edit]
989,let 's go,allons-y,هَيّا بِ +نا,PRON,يالله,ارح,نمشيوا,حالنا [rand],ديالكم [hard],هيها [edit]
