concept_id	concept_en	concept_fr	msa_word	dia_word	msa_roots	cleaned_msa_root	dia_root	cleaned_dia_root	method
110	tax	taxe	ضَرِيبَة	تاكس	ضرب	ضرب	تكس	تكس	analyzer+fallback
110	tax	taxe	ضَرِيبَة	جباية	ضرب	ضرب	جب#	جب	analyzer
110	tax	taxe	ضَرِيبَة	جمارك	ضرب	ضرب	جمرك	جمرك	analyzer
110	tax	taxe	ضَرِيبَة	رسم	ضرب	ضرب	رسم	رسم	analyzer
110	tax	taxe	ضَرِيبَة	ضريبة	ضرب	ضرب	ضرب	ضرب	analyzer
110	tax	taxe	ضَرِيبَة	ليزامبو	ضرب	ضرب	لزمب	لزمب	analyzer+fallback
110	tax	taxe	ضَرِيبَة	مكس	ضرب	ضرب	مكس	مكس	analyzer
111	right	droite	يَمِين	الايمن	#من	من	#من	من	analyzer
111	right	droite	يَمِين	اليمين	#من	من	#لم	لم	analyzer
111	right	droite	يَمِين	ايمن	#من	من	#من	من	analyzer
111	right	droite	يَمِين	دروات	#من	من	در#	در	analyzer
111	right	droite	يَمِين	شرق	#من	من	شرق	شرق	analyzer
111	right	droite	يَمِين	يمنة	#من	من	#من	من	analyzer
111	right	droite	يَمِين	يمين	#من	من	#من	من	analyzer
112	gate	porte	بَوّابَة	باب	ب#ب	بب	ب#ب	بب	analyzer
112	gate	porte	بَوّابَة	بوابة	ب#ب	بب	ب#ب	بب	analyzer
112	gate	porte	بَوّابَة	بورط	ب#ب	بب	برط	برط	analyzer+fallback
112	gate	porte	بَوّابَة	دروازة	ب#ب	بب	درز	درز	analyzer+fallback
112	gate	porte	بَوّابَة	مدخل	ب#ب	بب	دخل	دخل	analyzer
113	dollar	dollar	دُولار	دولار	دلر	دلر	دلر	دلر	fallback
114	reservation	réservation	حَجْز	حجز	حجز	حجز	حجز	حجز	analyzer
114	reservation	réservation	حَجْز	رزرفاسيون	حجز	حجز	رزرفسن	رزرفسن	analyzer+fallback
114	reservation	réservation	حَجْز	رزرفسيون	حجز	حجز	رزرفسن	رزرفسن	analyzer+fallback
114	reservation	réservation	حَجْز	ريسيرفاسيون	حجز	حجز	رسرفسن	رسرفسن	analyzer+fallback
114	reservation	réservation	حَجْز	موعد	حجز	حجز	#عد	عد	analyzer
116	coffee	café	قَهْوَة	بن	قه#	قه	بن	بن	analyzer+fallback
116	coffee	café	قَهْوَة	جبنة	قه#	قه	جبن	جبن	analyzer
116	coffee	café	قَهْوَة	قهوة	قه#	قه	قه#	قه	analyzer
116	coffee	café	قَهْوَة	كافي	قه#	قه	كف	كف	analyzer+fallback
117	card	carte	بِطاقَة	بطاقة	بطق	بطق	بطق	بطق	analyzer
117	card	carte	بِطاقَة	تذكرة	بطق	بطق	ذكر	ذكر	analyzer
117	card	carte	بِطاقَة	تكت	بطق	بطق	تكت	تكت	analyzer+fallback
117	card	carte	بِطاقَة	كارت	بطق	بطق	كرت	كرت	analyzer
117	card	carte	بِطاقَة	كارتة	بطق	بطق	كرت	كرت	analyzer+fallback
117	card	carte	بِطاقَة	كرت	بطق	بطق	كرت	كرت	analyzer+fallback
118	help	aider	ساعَد	اسعف	سعد	سعد	سعف	سعف	analyzer
118	help	aider	ساعَد	اغاث	سعد	سعد	غ#ث	غث	analyzer
118	help	aider	ساعَد	انجد	سعد	سعد	نجد	نجد	analyzer
118	help	aider	ساعَد	ايد	سعد	سعد	##د	د	analyzer
118	help	aider	ساعَد	خدم	سعد	سعد	خدم	خدم	analyzer
118	help	aider	ساعَد	دعم	سعد	سعد	دعم	دعم	analyzer
118	help	aider	ساعَد	ساعد	سعد	سعد	سعد	سعد	analyzer
118	help	aider	ساعَد	ساند	سعد	سعد	سند	سند	analyzer
118	help	aider	ساعَد	سعف	سعد	سعد	سعف	سعف	analyzer+fallback
118	help	aider	ساعَد	سند	سعد	سعد	سند	سند	analyzer+fallback
118	help	aider	ساعَد	عاون	سعد	سعد	ع#ن	عن	analyzer
118	help	aider	ساعَد	فاد	سعد	سعد	فد	فد	analyzer+fallback
118	help	aider	ساعَد	فزع	سعد	سعد	فزع	فزع	analyzer
118	help	aider	ساعَد	لحق	سعد	سعد	لحق	لحق	analyzer
118	help	aider	ساعَد	نجد	سعد	سعد	نجد	نجد	analyzer
118	help	aider	ساعَد	نفع	سعد	سعد	نفع	نفع	analyzer
119	shoe	chaussure	حِذاء	بوت	حذ#	حذ	بت	بت	analyzer+fallback
119	shoe	chaussure	حِذاء	جزمة	حذ#	حذ	جزم	جزم	analyzer
119	shoe	chaussure	حِذاء	جنطرة	حذ#	حذ	جنطر	جنطر	analyzer+fallback
119	shoe	chaussure	حِذاء	جوتي	حذ#	حذ	جت	جت	analyzer+fallback
119	shoe	chaussure	حِذاء	حذا	حذ#	حذ	حذ	حذ	analyzer+fallback
119	shoe	chaussure	حِذاء	حذاء	حذ#	حذ	حذ#	حذ	analyzer
119	shoe	chaussure	حِذاء	حفاية	حذ#	حذ	حف	حف	analyzer+fallback
119	shoe	chaussure	حِذاء	سباط	حذ#	حذ	سبط	سبط	analyzer
119	shoe	chaussure	حِذاء	سبيدرو	حذ#	حذ	سبدر	سبدر	analyzer+fallback
119	shoe	chaussure	حِذاء	سكربينة	حذ#	حذ	سكربن	سكربن	analyzer+fallback
119	shoe	chaussure	حِذاء	شوز	حذ#	حذ	شز	شز	analyzer+fallback
119	shoe	chaussure	حِذاء	صباط	حذ#	حذ	صبط	صبط	analyzer+fallback
119	shoe	chaussure	حِذاء	قندرة	حذ#	حذ	قندر	قندر	analyzer+fallback
119	shoe	chaussure	حِذاء	كاويش	حذ#	حذ	كش	كش	analyzer+fallback
119	shoe	chaussure	حِذاء	كندرة	حذ#	حذ	كندر	كندر	analyzer
119	shoe	chaussure	حِذاء	كندره	حذ#	حذ	كندر	كندر	analyzer
119	shoe	chaussure	حِذاء	مركوب	حذ#	حذ	ركب	ركب	analyzer
119	shoe	chaussure	حِذاء	نعال	حذ#	حذ	نعل	نعل	analyzer
119	shoe	chaussure	حِذاء	وطية	حذ#	حذ	ط	ط	analyzer+fallback
121	accept	accepter	قَبِل	اتقبل	قبل	قبل	قبل	قبل	analyzer
121	accept	accepter	قَبِل	اقبل	قبل	قبل	قبل	قبل	analyzer
121	accept	accepter	قَبِل	اقر	قبل	قبل	قرر	قرر	analyzer
121	accept	accepter	قَبِل	بغى	قبل	قبل	بغ#	بغ	analyzer
121	accept	accepter	قَبِل	تقبل	قبل	قبل	قبل	قبل	analyzer
121	accept	accepter	قَبِل	رضى	قبل	قبل	رض#	رض	analyzer
121	accept	accepter	قَبِل	رضي	قبل	قبل	رض#	رض	analyzer
121	accept	accepter	قَبِل	قبل	قبل	قبل	قبل	قبل	analyzer
121	accept	accepter	قَبِل	وافق	قبل	قبل	#فق	فق	analyzer
122	credit	crédit	ٱِئْتِمان	ائتمان	#من	من	#من	من	analyzer
122	credit	crédit	ٱِئْتِمان	بطاقة ائتمان	#من	من	بطق+#من	بطق+من	analyzer
122	credit	crédit	ٱِئْتِمان	تسليف	#من	من	سلف	سلف	analyzer
122	credit	crédit	ٱِئْتِمان	دين	#من	من	د#ن	دن	analyzer
122	credit	crédit	ٱِئْتِمان	رصيد	#من	من	رصد	رصد	analyzer
122	credit	crédit	ٱِئْتِمان	سلف	#من	من	سلف	سلف	analyzer
122	credit	crédit	ٱِئْتِمان	سلفة	#من	من	سلف	سلف	analyzer
122	credit	crédit	ٱِئْتِمان	سلفية	#من	من	سلف	سلف	analyzer
122	credit	crédit	ٱِئْتِمان	قرض	#من	من	قرض	قرض	analyzer
122	credit	crédit	ٱِئْتِمان	كريدي	#من	من	كرد	كرد	analyzer+fallback
124	thanks	merci	شُكْراً	احسنت	شكر	شكر	حسنت	حسنت	analyzer+fallback
124	thanks	merci	شُكْراً	تسلم	شكر	شكر	سلم	سلم	analyzer
124	thanks	merci	شُكْراً	شكرا	شكر	شكر	شكر	شكر	analyzer
124	thanks	merci	شُكْراً	صحة	شكر	شكر	صحح	صحح	analyzer
124	thanks	merci	شُكْراً	صحيت	شكر	شكر	صحت	صحت	analyzer+fallback
124	thanks	merci	شُكْراً	عشت	شكر	شكر	عشت	عشت	analyzer+fallback
124	thanks	merci	شُكْراً	عيشك	شكر	شكر	عشك	عشك	analyzer+fallback
124	thanks	merci	شُكْراً	ما قصرت	شكر	شكر	م+قصرت	م+قصرت	analyzer+fallback
124	thanks	merci	شُكْراً	متشكر	شكر	شكر	متشكر	متشكر	analyzer+fallback
124	thanks	merci	شُكْراً	ميرسى	شكر	شكر	مرس	مرس	analyzer+fallback
124	thanks	merci	شُكْراً	مرسى	شكر	شكر	رس#	رس	analyzer
124	thanks	merci	شُكْراً	مرسي عليك	شكر	شكر	مرس+علك	مرس+علك	analyzer
124	thanks	merci	شُكْراً	مشكور	شكر	شكر	شكر	شكر	analyzer
124	thanks	merci	شُكْراً	يسلموا	شكر	شكر	سلم	سلم	analyzer+fallback
124	thanks	merci	شُكْراً	يعطيك الصحة	شكر	شكر	عطك+صحح	عطك+صحح	analyzer
124	thanks	merci	شُكْراً	يعطيك العافية	شكر	شكر	عطك+عف#	عطك+عف	analyzer
124	thanks	merci	شُكْراً	يعيشك	شكر	شكر	عشك	عشك	analyzer+fallback
125	service	service	خِدْمَة	امارة	خدم	خدم	#مر	مر	analyzer
125	service	service	خِدْمَة	خدمة	خدم	خدم	خدم	خدم	analyzer
125	service	service	خِدْمَة	سرفيس	خدم	خدم	سرفس	سرفس	analyzer+fallback
125	service	service	خِدْمَة	سيرفيس	خدم	خدم	سرفس	سرفس	analyzer+fallback
125	service	service	خِدْمَة	طلب	خدم	خدم	طلب	طلب	analyzer
125	service	service	خِدْمَة	قضية	خدم	خدم	قض#	قض	analyzer
125	service	service	خِدْمَة	مزية	خدم	خدم	مز#	مز	analyzer
125	service	service	خِدْمَة	مساعدة	خدم	خدم	سعد	سعد	analyzer
125	service	service	خِدْمَة	معروف	خدم	خدم	عرف	عرف	analyzer
127	cigarette	cigarette	سِيجارَة	شقارة	سجر	سجر	شقر	شقر	fallback
127	cigarette	cigarette	سِيجارَة	شكارة	سجر	سجر	شكر	شكر	analyzer+fallback
127	cigarette	cigarette	سِيجارَة	جارو	سجر	سجر	جر#	جر	analyzer+fallback
127	cigarette	cigarette	سِيجارَة	جيكارة	سجر	سجر	جكر	جكر	fallback
127	cigarette	cigarette	سِيجارَة	دخان	سجر	سجر	دخن	دخن	analyzer+fallback
127	cigarette	cigarette	سِيجارَة	زجارة	سجر	سجر	زجر	زجر	fallback
127	cigarette	cigarette	سِيجارَة	زقارة	سجر	سجر	زقر	زقر	fallback
127	cigarette	cigarette	سِيجارَة	سبسي	سجر	سجر	سبس	سبس	fallback
127	cigarette	cigarette	سِيجارَة	سيجارة	سجر	سجر	سجر	سجر	fallback
127	cigarette	cigarette	سِيجارَة	سيجارو	سجر	سجر	سجر	سجر	fallback
127	cigarette	cigarette	سِيجارَة	سيكارة	سجر	سجر	سكر	سكر	fallback
127	cigarette	cigarette	سِيجارَة	جيرو	سجر	سجر	جر	جر	fallback
128	here	ici	هُنا	اهنانا	هن#	هن	هنن	هنن	analyzer+fallback
128	here	ici	هُنا	لهنا	هن#	هن	لهن	لهن	analyzer+fallback
128	here	ici	هُنا	هان	هن#	هن	ه#ن	هن	analyzer
128	here	ici	هُنا	هانا	هن#	هن	ه#ن	هن	analyzer
128	here	ici	هُنا	هانه	هن#	هن	هنه	هنه	analyzer+fallback
128	here	ici	هُنا	هنا	هن#	هن	هن#	هن	analyzer
128	here	ici	هُنا	هناهو	هن#	هن	هنه	هنه	analyzer+fallback
128	here	ici	هُنا	هناهوت	هن#	هن	هنهت	هنهت	analyzer+fallback
128	here	ici	هُنا	هناي	هن#	هن	هن	هن	analyzer+fallback
128	here	ici	هُنا	هنوه	هن#	هن	هنه	هنه	analyzer+fallback
128	here	ici	هُنا	هني	هن#	هن	هن	هن	analyzer+fallback
128	here	ici	هُنا	هنيا	هن#	هن	هن	هن	analyzer+fallback
128	here	ici	هُنا	هنيه	هن#	هن	هنه	هنه	analyzer+fallback
128	here	ici	هُنا	هون	هن#	هن	ه#ن	هن	analyzer
128	here	ici	هُنا	هوني	هن#	هن	هن	هن	analyzer+fallback
130	tie	cravate	رَبْطَة عُنْق	جرافة	ربط+عنق	ربط+عنق	جرف	جرف	analyzer
130	tie	cravate	رَبْطَة عُنْق	جرفطة	ربط+عنق	ربط+عنق	جرفط	جرفط	analyzer+fallback
130	tie	cravate	رَبْطَة عُنْق	رباط	ربط+عنق	ربط+عنق	ربط	ربط	analyzer
130	tie	cravate	رَبْطَة عُنْق	ربطة	ربط+عنق	ربط+عنق	ربط	ربط	analyzer
130	tie	cravate	رَبْطَة عُنْق	قرباطة	ربط+عنق	ربط+عنق	قربط	قربط	analyzer+fallback
130	tie	cravate	رَبْطَة عُنْق	قرواطة	ربط+عنق	ربط+عنق	قرط	قرط	analyzer+fallback
130	tie	cravate	رَبْطَة عُنْق	كرافات	ربط+عنق	ربط+عنق	كرفت	كرفت	analyzer+fallback
130	tie	cravate	رَبْطَة عُنْق	كرافة	ربط+عنق	ربط+عنق	كرف	كرف	analyzer+fallback
130	tie	cravate	رَبْطَة عُنْق	كرفتة	ربط+عنق	ربط+عنق	كرفت	كرفت	analyzer+fallback
130	tie	cravate	رَبْطَة عُنْق	كرافاتة	ربط+عنق	ربط+عنق	كرفت	كرفت	analyzer+fallback
130	tie	cravate	رَبْطَة عُنْق	نكتاي	ربط+عنق	ربط+عنق	نكت	نكت	analyzer+fallback
131	camera	appareil photo	كامِرا	كامرة	كمر	كمر	كمر	كمر	fallback
131	camera	appareil photo	كامِرا	كاميرة	كمر	كمر	كمر	كمر	fallback
131	camera	appareil photo	كامِرا	كيمرة	كمر	كمر	كمر	كمر	fallback
131	camera	appareil photo	كامِرا	مصويرة	كمر	كمر	مصر	مصر	fallback
132	minute	minute	دَقِيقَة	دقيقة	دقق	دقق	دقق	دقق	analyzer
133	question	question	سُؤال	استجواب	س#ل	سل	ج#ب	جب	analyzer
133	question	question	سُؤال	استفسار	س#ل	سل	فسر	فسر	analyzer
133	question	question	سُؤال	استفهام	س#ل	سل	فهم	فهم	analyzer
133	question	question	سُؤال	تساؤل	س#ل	سل	س#ل	سل	analyzer
133	question	question	سُؤال	سؤال	س#ل	سل	س#ل	سل	analyzer
133	question	question	سُؤال	طلب	س#ل	سل	طلب	طلب	analyzer
133	question	question	سُؤال	كاستيون	س#ل	سل	كستن	كستن	analyzer+fallback
133	question	question	سُؤال	مسألة	س#ل	سل	س#ل	سل	analyzer
134	headache	mal de tête	صُداع	حريق الراس	صدع	صدع	حرق+رس#	حرق+رس	analyzer
134	headache	mal de tête	صُداع	شقيقة	صدع	صدع	شقق	شقق	analyzer
134	headache	mal de tête	صُداع	صداع	صدع	صدع	صدع	صدع	analyzer
134	headache	mal de tête	صُداع	صداع الراس	صدع	صدع	صدع+رس#	صدع+رس	analyzer
134	headache	mal de tête	صُداع	مصدع	صدع	صدع	مصدع	مصدع	analyzer+fallback
134	headache	mal de tête	صُداع	ميجران	صدع	صدع	مجرن	مجرن	analyzer+fallback
134	headache	mal de tête	صُداع	وجع الراس	صدع	صدع	#جع+رس#	جع+رس	analyzer
134	headache	mal de tête	صُداع	وجع راس	صدع	صدع	#جع+رس#	جع+رس	analyzer
134	headache	mal de tête	صُداع	وجع فالراس	صدع	صدع	#جع+فلرس	جع+فلرس	analyzer
134	headache	mal de tête	صُداع	وجعية راس	صدع	صدع	جع+رس#	جع+رس	analyzer
136	cancel	annuler	أَلْغَى	الغى	لغ#	لغ	لغ#	لغ	analyzer
136	cancel	annuler	أَلْغَى	انولا	لغ#	لغ	نل	نل	analyzer+fallback
136	cancel	annuler	أَلْغَى	بطل	لغ#	لغ	بطل	بطل	analyzer
136	cancel	annuler	أَلْغَى	كنسل	لغ#	لغ	كنسل	كنسل	analyzer+fallback
136	cancel	annuler	أَلْغَى	لغى	لغ#	لغ	لغ#	لغ	analyzer
136	cancel	annuler	أَلْغَى	لغي	لغ#	لغ	لغ#	لغ	analyzer
136	cancel	annuler	أَلْغَى	مسح	لغ#	لغ	مسح	مسح	analyzer
137	decide	décider	قَرَّر	اخذ قرار	قرر	قرر	#خذ+قرر	خذ+قرر	analyzer
137	decide	décider	قَرَّر	بت	قرر	قرر	بتت	بتت	analyzer
137	decide	décider	قَرَّر	جزم	قرر	قرر	جزم	جزم	analyzer
137	decide	décider	قَرَّر	حدد	قرر	قرر	حدد	حدد	analyzer
137	decide	décider	قَرَّر	حسم	قرر	قرر	حسم	حسم	analyzer
137	decide	décider	قَرَّر	دسيدا	قرر	قرر	دسد	دسد	analyzer+fallback
137	decide	décider	قَرَّر	عزم	قرر	قرر	عزم	عزم	analyzer
137	decide	décider	قَرَّر	فصل	قرر	قرر	فصل	فصل	analyzer
137	decide	décider	قَرَّر	قرر	قرر	قرر	قرر	قرر	analyzer
137	decide	décider	قَرَّر	نوى	قرر	قرر	ن##	ن	analyzer
138	where	où	أَيْنَ	اين	##ن	ن	##ن	ن	analyzer
138	where	où	أَيْنَ	اينة	##ن	ن	ن	ن	analyzer+fallback
138	where	où	أَيْنَ	على هين	##ن	ن	عل+هن	عل+هن	analyzer+fallback
138	where	où	أَيْنَ	فين	##ن	ن	فن	فن	analyzer+fallback
138	where	où	أَيْنَ	فينه	##ن	ن	فنه	فنه	analyzer+fallback
138	where	où	أَيْنَ	هين	##ن	ن	هن	هن	analyzer+fallback
138	where	où	أَيْنَ	وين	##ن	ن	ن	ن	analyzer+fallback
138	where	où	أَيْنَ	وينة	##ن	ن	ن	ن	analyzer+fallback
139	car	voiture	سَيّارَة	سيارة	س#ر	سر	س#ر	سر	analyzer
139	car	voiture	سَيّارَة	طومبيل	س#ر	سر	طمبل	طمبل	analyzer+fallback
139	car	voiture	سَيّارَة	طوموبيل	س#ر	سر	طمبل	طمبل	analyzer+fallback
139	car	voiture	سَيّارَة	عربية	س#ر	سر	عرب	عرب	analyzer
139	car	voiture	سَيّارَة	كرهبة	س#ر	سر	كرهب	كرهب	analyzer+fallback
139	car	voiture	سَيّارَة	كروسة	س#ر	سر	كرس	كرس	analyzer
139	car	voiture	سَيّارَة	موتر	س#ر	سر	متر	متر	analyzer+fallback
140	address	adresse	عُنْوان	ادريسة	عنن	عنن	درس	درس	analyzer+fallback
140	address	adresse	عُنْوان	ادريس	عنن	عنن	درس	درس	analyzer+fallback
140	address	adresse	عُنْوان	عنوان	عنن	عنن	عنن	عنن	analyzer
140	address	adresse	عُنْوان	موقع	عنن	عنن	#قع	قع	analyzer
142	entrance	entrée	مَدْخَل	باب رئيسي	دخل	دخل	ب#ب+ر#س	بب+رس	analyzer
142	entrance	entrée	مَدْخَل	دخلة	دخل	دخل	دخل	دخل	analyzer
142	entrance	entrée	مَدْخَل	دخول	دخل	دخل	دخل	دخل	analyzer
142	entrance	entrée	مَدْخَل	دشة	دخل	دخل	دش	دش	analyzer+fallback
142	entrance	entrée	مَدْخَل	طرقة	دخل	دخل	طرق	طرق	analyzer
142	entrance	entrée	مَدْخَل	مدخل	دخل	دخل	دخل	دخل	analyzer
142	entrance	entrée	مَدْخَل	مشاي	دخل	دخل	مش	مش	analyzer+fallback
142	entrance	entrée	مَدْخَل	منفذ	دخل	دخل	نفذ	نفذ	analyzer
144	budget	budget	مِيزانِيَّة	بودجي	#زن	زن	بدج	بدج	analyzer+fallback
144	budget	budget	مِيزانِيَّة	صرفية	#زن	زن	صرف	صرف	analyzer
144	budget	budget	مِيزانِيَّة	مصروف	#زن	زن	صرف	صرف	analyzer
144	budget	budget	مِيزانِيَّة	موازنة	#زن	زن	#زن	زن	analyzer
144	budget	budget	مِيزانِيَّة	ميزانية	#زن	زن	#زن	زن	analyzer
145	breakfast	petit déjeuner	إِفْطار	افطار	فطر	فطر	فطر	فطر	analyzer
145	breakfast	petit déjeuner	إِفْطار	ترويقة	فطر	فطر	ر#ق	رق	analyzer
145	breakfast	petit déjeuner	إِفْطار	ريوق	فطر	فطر	رق	رق	analyzer+fallback
145	breakfast	petit déjeuner	إِفْطار	صبوح	فطر	فطر	صبح	صبح	analyzer
145	breakfast	petit déjeuner	إِفْطار	فطار	فطر	فطر	فطر	فطر	analyzer+fallback
145	breakfast	petit déjeuner	إِفْطار	فطور	فطر	فطر	فطر	فطر	analyzer
145	breakfast	petit déjeuner	إِفْطار	فطور الصباح	فطر	فطر	فطر+صبح	فطر+صبح	analyzer
146	feel	sentir	شَعَر	احس	شعر	شعر	حسس	حسس	analyzer
146	feel	sentir	شَعَر	احساس	شعر	شعر	حسس	حسس	analyzer+fallback
146	feel	sentir	شَعَر	حس	شعر	شعر	حسس	حسس	analyzer
146	feel	sentir	شَعَر	شعر	شعر	شعر	شعر	شعر	analyzer
146	feel	sentir	شَعَر	لمس	شعر	شعر	لمس	لمس	analyzer
147	sell	vendre	باع	باع	ب#ع	بع	ب#ع	بع	analyzer
147	sell	vendre	باع	صرف	ب#ع	بع	صرف	صرف	analyzer
147	sell	vendre	باع	نفق	ب#ع	بع	نفق	نفق	analyzer
148	eye	oeil	عَيْن	عين	ع#ن	عن	ع#ن	عن	analyzer
148	eye	oeil	عَيْن	عيون	ع#ن	عن	ع#ن	عن	analyzer
149	worry	se inquiéter	قَلِق	اتحير	قلق	قلق	ح#ر	حر	analyzer
149	worry	se inquiéter	قَلِق	اتقلق	قلق	قلق	تقلق	تقلق	analyzer+fallback
149	worry	se inquiéter	قَلِق	اتهم	قلق	قلق	تهم	تهم	analyzer
149	worry	se inquiéter	قَلِق	اتوتر	قلق	قلق	#تر	تر	analyzer
149	worry	se inquiéter	قَلِق	ادوده	قلق	قلق	دده	دده	analyzer+fallback
149	worry	se inquiéter	قَلِق	انهم	قلق	قلق	نهم	نهم	analyzer
149	worry	se inquiéter	قَلِق	تشوش	قلق	قلق	ش#ش	شش	analyzer
149	worry	se inquiéter	قَلِق	تقلق	قلق	قلق	قلق	قلق	analyzer
149	worry	se inquiéter	قَلِق	تنشن	قلق	قلق	نشن	نشن	analyzer
149	worry	se inquiéter	قَلِق	توجس	قلق	قلق	#جس	جس	analyzer
149	worry	se inquiéter	قَلِق	توسوس	قلق	قلق	#س#س	سس	analyzer
149	worry	se inquiéter	قَلِق	حاتى	قلق	قلق	حت	حت	analyzer+fallback
149	worry	se inquiéter	قَلِق	خاف	قلق	قلق	خ#ف	خف	analyzer
149	worry	se inquiéter	قَلِق	فزع	قلق	قلق	فزع	فزع	analyzer
149	worry	se inquiéter	قَلِق	قلق	قلق	قلق	قلق	قلق	analyzer
149	worry	se inquiéter	قَلِق	مخبوص	قلق	قلق	مخبص	مخبص	analyzer+fallback
149	worry	se inquiéter	قَلِق	هم	قلق	قلق	همم	همم	analyzer
149	worry	se inquiéter	قَلِق	وسوس	قلق	قلق	#س#س	سس	analyzer
150	accident	accident	حادِث	اكسيدون	حدث	حدث	كسدن	كسدن	analyzer+fallback
150	accident	accident	حادِث	حادث	حدث	حدث	حدث	حدث	analyzer
150	accident	accident	حادِث	حادثة	حدث	حدث	حدث	حدث	analyzer
150	accident	accident	حادِث	دعمة	حدث	حدث	دعم	دعم	analyzer
150	accident	accident	حادِث	كسدة	حدث	حدث	كسد	كسد	analyzer+fallback
150	accident	accident	حادِث	مصيبة	حدث	حدث	ص#ب	صب	analyzer
151	order	commande	طَلَب	اوردر	طلب	طلب	ردر	ردر	analyzer+fallback
151	order	commande	طَلَب	امر	طلب	طلب	#مر	مر	analyzer
151	order	commande	طَلَب	طلب	طلب	طلب	طلب	طلب	analyzer
151	order	commande	طَلَب	طلبية	طلب	طلب	طلب	طلب	analyzer
151	order	commande	طَلَب	كماندة	طلب	طلب	كمند	كمند	analyzer+fallback
151	order	commande	طَلَب	كموند	طلب	طلب	كمند	كمند	analyzer+fallback
151	order	commande	طَلَب	كوموند	طلب	طلب	كمند	كمند	analyzer+fallback
152	mountain	montagne	جَبَل	جبل	جبل	جبل	جبل	جبل	analyzer
152	mountain	montagne	جَبَل	حيد	جبل	جبل	ح#د	حد	analyzer
153	beef	boeuf	لَحْم بَقَرِيّ	بتلو	لحم+بقر	لحم+بقر	بتل	بتل	analyzer+fallback
153	beef	boeuf	لَحْم بَقَرِيّ	بقري	لحم+بقر	لحم+بقر	بقر	بقر	analyzer
153	beef	boeuf	لَحْم بَقَرِيّ	شمبري	لحم+بقر	لحم+بقر	شمبر	شمبر	analyzer+fallback
153	beef	boeuf	لَحْم بَقَرِيّ	عجل	لحم+بقر	لحم+بقر	عجل	عجل	analyzer
153	beef	boeuf	لَحْم بَقَرِيّ	لحم بقر	لحم+بقر	لحم+بقر	لحم+بقر	لحم+بقر	analyzer
153	beef	boeuf	لَحْم بَقَرِيّ	لحم بقري	لحم+بقر	لحم+بقر	لحم+بقر	لحم+بقر	analyzer
153	beef	boeuf	لَحْم بَقَرِيّ	لحم عجل	لحم+بقر	لحم+بقر	لحم+عجل	لحم+عجل	analyzer
153	beef	boeuf	لَحْم بَقَرِيّ	لحم هوش	لحم+بقر	لحم+بقر	لحم+هش	لحم+هش	analyzer
153	beef	boeuf	لَحْم بَقَرِيّ	لحمة بقر	لحم+بقر	لحم+بقر	لحم+بقر	لحم+بقر	analyzer
154	soap	savon	صابُون	صابون	صبن	صبن	صبن	صبن	analyzer
155	ring	bague	خاتَم	حلقة	ختم	ختم	حلق	حلق	analyzer
155	ring	bague	خاتَم	حيسة	ختم	ختم	حس	حس	analyzer+fallback
155	ring	bague	خاتَم	خاتم	ختم	ختم	ختم	ختم	analyzer
155	ring	bague	خاتَم	خوصة	ختم	ختم	خ#ص	خص	analyzer
155	ring	bague	خاتَم	دبلة	ختم	ختم	دبل	دبل	analyzer
155	ring	bague	خاتَم	محبس	ختم	ختم	حبس	حبس	analyzer
156	bus	bus	حافِلَة	اتوبيس	حفل	حفل	تبس	تبس	analyzer+fallback
156	bus	bus	حافِلَة	النقل الجماعي	حفل	حفل	نقل+جمع	نقل+جمع	analyzer
156	bus	bus	حافِلَة	امجاد	حفل	حفل	مجد	مجد	analyzer
156	bus	bus	حافِلَة	باص	حفل	حفل	ب#ص	بص	analyzer
156	bus	bus	حافِلَة	بص	حفل	حفل	بص	بص	analyzer+fallback
156	bus	bus	حافِلَة	بوس	حفل	حفل	بس	بس	analyzer+fallback
156	bus	bus	حافِلَة	تاته	حفل	حفل	تته	تته	analyzer+fallback
156	bus	bus	حافِلَة	حافلة	حفل	حفل	حفل	حفل	analyzer
156	bus	bus	حافِلَة	دباب	حفل	حفل	دبب	دبب	analyzer
156	bus	bus	حافِلَة	ريم	حفل	حفل	ر#م	رم	analyzer
156	bus	bus	حافِلَة	توبيس	حفل	حفل	تبس	تبس	analyzer+fallback
156	bus	bus	حافِلَة	كار	حفل	حفل	ك#ر	كر	analyzer
156	bus	bus	حافِلَة	كوس	حفل	حفل	ك#س	كس	analyzer
156	bus	bus	حافِلَة	منشأة	حفل	حفل	نش#	نش	analyzer
158	local	local	مَحَلِّيّ	الدار	حلل	حلل	د#ر، درر	در، درر	analyzer
158	local	local	مَحَلِّيّ	اهلي	حلل	حلل	#هل	هل	analyzer
158	local	local	مَحَلِّيّ	بلدي	حلل	حلل	بلد	بلد	analyzer
158	local	local	مَحَلِّيّ	داخلي	حلل	حلل	دخل	دخل	analyzer
158	local	local	مَحَلِّيّ	عماني	حلل	حلل	عمن	عمن	analyzer
158	local	local	مَحَلِّيّ	لوكال	حلل	حلل	لكل	لكل	analyzer+fallback
158	local	local	مَحَلِّيّ	محلي	حلل	حلل	حلل	حلل	analyzer
158	local	local	مَحَلِّيّ	منزلي	حلل	حلل	نزل	نزل	analyzer
158	local	local	مَحَلِّيّ	موضعي	حلل	حلل	#ضع	ضع	analyzer
