ID,English,French,MSA,POS,CODA,Region,DCom,ASim,FSim,DFreq,DA_Frequency
325,tour,excursion,جَوْلَة,NOUN,فرة,Iraq,1,0,0,2,69
325,tour,excursion,جَوْلَة,NOUN,كشتة,Qatar+Saudi+Oman+Yemen,1,0,0,2,93
325,tour,excursion,جَوْلَة,NOUN,لفة,"Syria+Lebanon+Jordan+Palestine, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",3,0,0,3,674
326,rent,louer,ٱِسْتَأْجَر,VERB,اتأجر,Syria+Lebanon+Jordan+Palestine,1,0,0,0,1
326,rent,louer,ٱِسْتَأْجَر,VERB,اجر,"Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",4,0,0,6,"954,830"
326,rent,louer,ٱِسْتَأْجَر,VERB,استأجر,"Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",3,0,0,2,183
326,rent,louer,ٱِسْتَأْجَر,VERB,ستأجر,Qatar+Saudi+Oman+Yemen,1,0,0,0,1
326,rent,louer,ٱِسْتَأْجَر,VERB,ستقعد,Qatar+Saudi+Oman+Yemen,1,0,0,1,19
326,rent,louer,ٱِسْتَأْجَر,VERB,كرى,"Morocco+Algeria, Tunisia+Libya",2,0,0,2,42
327,departure,départ,مُغادَرَة,NOUN,انصراف,Egypt+Sudan,1,0,0,3,"2,174"
327,departure,départ,مُغادَرَة,NOUN,انطلاق,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",2,0,0,5,"102,868"
327,departure,départ,مُغادَرَة,NOUN,خرجة,Qatar+Saudi+Oman+Yemen,1,0,0,2,114
327,departure,départ,مُغادَرَة,NOUN,خروج,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Qatar+Saudi+Oman+Yemen",4,0,0,5,"310,012"
327,departure,départ,مُغادَرَة,NOUN,ديبار,Morocco+Algeria,1,0,1,1,3
327,departure,départ,مُغادَرَة,NOUN,ذهاب,Tunisia+Libya,1,0,0,5,"53,067"
327,departure,départ,مُغادَرَة,NOUN,رحيل,Syria+Lebanon+Jordan+Palestine,1,0,0,5,"254,838"
327,departure,départ,مُغادَرَة,NOUN,روحة,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",2,0,0,3,720
327,departure,départ,مُغادَرَة,NOUN,سيرة,Qatar+Saudi+Oman+Yemen,1,0,0,4,"3,424"
327,departure,départ,مُغادَرَة,NOUN,شومة,Qatar+Saudi+Oman+Yemen,1,0,0,2,75
327,departure,départ,مُغادَرَة,NOUN,طلعة,Qatar+Saudi+Oman+Yemen,1,0,0,3,"1,381"
327,departure,départ,مُغادَرَة,NOUN,طلوع,Qatar+Saudi+Oman+Yemen,1,0,0,5,"47,211"
327,departure,départ,مُغادَرَة,NOUN,مرواح,Qatar+Saudi+Oman+Yemen,1,0,0,4,"4,280"
327,departure,départ,مُغادَرَة,NOUN,مشي,Tunisia+Libya,1,0,0,5,"93,370"
327,departure,départ,مُغادَرَة,NOUN,مغادرة,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Iraq, Tunisia+Libya, Morocco+Algeria, Qatar+Saudi+Oman+Yemen",6,1,0,3,496
328,mistake,erreur,خَطَأ,NOUN,خطأ,"Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",3,1,0,4,"4,362"
328,mistake,erreur,خَطَأ,NOUN,زلة,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Qatar+Saudi+Oman+Yemen",3,0,0,3,520
328,mistake,erreur,خَطَأ,NOUN,غلط,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Morocco+Algeria",6,0,0,6,"447,045"
328,mistake,erreur,خَطَأ,NOUN,غلطة,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",6,0,0,3,"1,793"
328,mistake,erreur,خَطَأ,NOUN,مغلوط,Qatar+Saudi+Oman+Yemen,1,0,0,3,"1,108"
328,mistake,erreur,خَطَأ,NOUN,هفوة,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Qatar+Saudi+Oman+Yemen",3,0,0,2,75
329,battery,pile,بَطّارِيَّة,NOUN,باتري,"Iraq, Qatar+Saudi+Oman+Yemen",2,0,1,2,287
329,battery,pile,بَطّارِيَّة,NOUN,بطارية,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",4,1,0,3,381
329,battery,pile,بَطّارِيَّة,NOUN,بيل,Morocco+Algeria,1,0,1,5,"146,337"
329,battery,pile,بَطّارِيَّة,NOUN,بيلة,Tunisia+Libya,1,0,1,1,14
329,battery,pile,بَطّارِيَّة,NOUN,حجارة,Egypt+Sudan,1,0,0,3,421
329,battery,pile,بَطّارِيَّة,NOUN,حجر,"Morocco+Algeria, Qatar+Saudi+Oman+Yemen",2,0,0,5,"108,328"
330,cream,crème,قِشْدَة,NOUN,جمادة,Egypt+Sudan,1,0,0,1,6
330,cream,crème,قِشْدَة,NOUN,قشطة,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",5,0,0,3,587
330,cream,crème,قِشْدَة,NOUN,قيمر,Iraq,1,0,0,3,"2,292"
330,cream,crème,قِشْدَة,NOUN,كريم,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan",3,0,1,6,"774,271"
330,cream,crème,قِشْدَة,NOUN,كريمة,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",4,0,1,3,"1,470"
330,cream,crème,قِشْدَة,NOUN,كيمر,Iraq,1,0,0,2,100
331,company,compagnie,شَرِكَة,NOUN,شركة,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",6,1,0,4,"9,990"
331,company,compagnie,شَرِكَة,NOUN,كبانية,Tunisia+Libya,1,0,0,1,15
331,company,compagnie,شَرِكَة,NOUN,مؤسسة,Syria+Lebanon+Jordan+Palestine,1,0,0,3,"2,286"
332,box,boîte,صُنْدُوق,NOUN,باكو,Tunisia+Libya,1,0,0,4,"8,559"
332,box,boîte,صُنْدُوق,NOUN,بواطة,Morocco+Algeria,1,0,0,1,10
332,box,boîte,صُنْدُوق,NOUN,بوكس,Qatar+Saudi+Oman+Yemen,1,0,1,4,"21,838"
332,box,boîte,صُنْدُوق,NOUN,تنكة,Qatar+Saudi+Oman+Yemen,1,0,0,2,135
332,box,boîte,صُنْدُوق,NOUN,حك,Morocco+Algeria,1,0,0,4,"15,154"
332,box,boîte,صُنْدُوق,NOUN,حكة,Tunisia+Libya,1,0,0,2,140
332,box,boîte,صُنْدُوق,NOUN,سحارة,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",2,0,0,2,35
332,box,boîte,صُنْدُوق,NOUN,صندوق,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",6,1,0,5,"142,130"
332,box,boîte,صُنْدُوق,NOUN,علبة,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",2,0,0,4,"3,278"
332,box,boîte,صُنْدُوق,NOUN,كرتون,"Iraq, Qatar+Saudi+Oman+Yemen",2,0,0,5,"37,930"
332,box,boîte,صُنْدُوق,NOUN,كرتونة,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan",2,0,0,2,90
333,"something , thing",chose,شَيْء,NOUN,اش اسمه,Qatar+Saudi+Oman+Yemen,1,0,0,6,"861,123"
333,"something , thing",chose,شَيْء,NOUN,اشي,Syria+Lebanon+Jordan+Palestine,1,1,0,5,"48,806"
333,"something , thing",chose,شَيْء,NOUN,بتاع,Egypt+Sudan,1,0,0,5,"110,918"
333,"something , thing",chose,شَيْء,NOUN,حاجة,"Morocco+Algeria, Egypt+Sudan, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",4,0,0,4,"27,806"
333,"something , thing",chose,شَيْء,NOUN,شغلة,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",2,0,0,4,"4,239"
333,"something , thing",chose,شَيْء,NOUN,شي,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Iraq, Qatar+Saudi+Oman+Yemen, Egypt+Sudan",5,1,0,7,"5,433,789"
333,"something , thing",chose,شَيْء,NOUN,شيء,Egypt+Sudan,1,1,0,7,"6,987,632"
333,"something , thing",chose,شَيْء,NOUN,فد شي,Iraq,1,0,0,7,"5,443,902"
334,work,travail,عَمَل,NOUN,خدمة,"Morocco+Algeria, Tunisia+Libya",2,0,0,4,"4,544"
334,work,travail,عَمَل,NOUN,دوام,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",2,0,0,5,"165,222"
334,work,travail,عَمَل,NOUN,شغل,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",5,0,0,5,"308,035"
334,work,travail,عَمَل,NOUN,شغلانة,Egypt+Sudan,1,0,0,2,112
334,work,travail,عَمَل,NOUN,شغلة,"Egypt+Sudan, Qatar+Saudi+Oman+Yemen",2,0,0,4,"4,239"
334,work,travail,عَمَل,NOUN,عمل,"Tunisia+Libya, Qatar+Saudi+Oman+Yemen",2,1,0,6,"2,764,834"
334,work,travail,عَمَل,NOUN,كد,Qatar+Saudi+Oman+Yemen,1,0,0,4,"13,742"
334,work,travail,عَمَل,NOUN,مهرة,Qatar+Saudi+Oman+Yemen,1,0,0,4,"6,611"
334,work,travail,عَمَل,NOUN,مهمة,Qatar+Saudi+Oman+Yemen,1,0,0,4,"4,284"
334,work,travail,عَمَل,NOUN,مهنة,Syria+Lebanon+Jordan+Palestine,1,0,0,3,799
334,work,travail,عَمَل,NOUN,موضوع,Qatar+Saudi+Oman+Yemen,1,0,0,5,"297,185"
334,work,travail,عَمَل,NOUN,وظيفة,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",2,0,0,3,"2,006"
335,dessert,dessert,حَلْوَى,NOUN,تحلاية,Syria+Lebanon+Jordan+Palestine,1,0,0,1,18
335,dessert,dessert,حَلْوَى,NOUN,حالي,Qatar+Saudi+Oman+Yemen,1,1,0,6,"368,109"
335,dessert,dessert,حَلْوَى,NOUN,حرور,Qatar+Saudi+Oman+Yemen,1,0,0,2,77
335,dessert,dessert,حَلْوَى,NOUN,حلاوة,"Iraq, Qatar+Saudi+Oman+Yemen",2,1,0,3,"2,369"
335,dessert,dessert,حَلْوَى,NOUN,حلو,"Syria+Lebanon+Jordan+Palestine, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Egypt+Sudan",4,1,0,6,"1,097,608"
335,dessert,dessert,حَلْوَى,NOUN,حلوى,"Morocco+Algeria, Qatar+Saudi+Oman+Yemen",2,1,0,3,614
335,dessert,dessert,حَلْوَى,NOUN,حلويات,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",5,0,0,5,"50,776"
335,dessert,dessert,حَلْوَى,NOUN,حلى,"Tunisia+Libya, Qatar+Saudi+Oman+Yemen",2,1,0,3,"1,948"
335,dessert,dessert,حَلْوَى,NOUN,ديسار,"Morocco+Algeria, Tunisia+Libya",2,0,1,1,25
335,dessert,dessert,حَلْوَى,NOUN,سكريات,Egypt+Sudan,1,0,0,3,"1,173"
336,arrive,arriver,وَصَل,VERB,اجى,"Syria+Lebanon+Jordan+Palestine, Iraq",2,0,0,3,524
336,arrive,arriver,وَصَل,VERB,تبادى,Qatar+Saudi+Oman+Yemen,1,0,0,0,2
336,arrive,arriver,وَصَل,VERB,جا,"Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Egypt+Sudan",3,0,0,5,"126,803"
336,arrive,arriver,وَصَل,VERB,جه,Egypt+Sudan,1,0,0,5,"35,507"
336,arrive,arriver,وَصَل,VERB,حل,Qatar+Saudi+Oman+Yemen,1,0,0,6,"683,695"
336,arrive,arriver,وَصَل,VERB,وصل,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",6,1,0,6,"651,566"
337,"small , little",petit,صَغِير,ADJ,زغير,"Syria+Lebanon+Jordan+Palestine, Iraq",2,0,0,3,"1,783"
337,"small , little",petit,صَغِير,ADJ,زغيرون,Iraq,1,0,0,2,303
337,"small , little",petit,صَغِير,ADJ,سطيط,Morocco+Algeria,1,0,0,0,0
337,"small , little",petit,صَغِير,ADJ,صغنطوط,Qatar+Saudi+Oman+Yemen,1,0,0,2,34
337,"small , little",petit,صَغِير,ADJ,صغير,"Morocco+Algeria, Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",6,1,0,6,"509,860"
337,"small , little",petit,صَغِير,ADJ,صغيرون,"Iraq, Qatar+Saudi+Oman+Yemen",2,0,0,3,"1,827"
337,"small , little",petit,صَغِير,ADJ,صغيري,Qatar+Saudi+Oman+Yemen,1,1,0,4,"13,962"
337,"small , little",petit,صَغِير,ADJ,ضريف,Tunisia+Libya,1,0,0,3,"1,036"
337,"small , little",petit,صَغِير,ADJ,طوطاح,Morocco+Algeria,1,0,0,0,1
337,"small , little",petit,صَغِير,ADJ,قليل,Egypt+Sudan,1,0,0,6,"894,016"
337,"small , little",petit,صَغِير,ADJ,ناعم,Syria+Lebanon+Jordan+Palestine,1,0,0,5,"54,628"
338,press,appuyer,ضَغَط,VERB,اتك,Egypt+Sudan,1,0,0,3,"1,000"
338,press,appuyer,ضَغَط,VERB,برك,Morocco+Algeria,1,0,0,5,"33,839"
338,press,appuyer,ضَغَط,VERB,تكى,Morocco+Algeria,1,0,0,2,54
338,press,appuyer,ضَغَط,VERB,داس,"Iraq, Egypt+Sudan, Qatar+Saudi+Oman+Yemen",3,0,0,4,"9,059"
338,press,appuyer,ضَغَط,VERB,زر,"Tunisia+Libya, Qatar+Saudi+Oman+Yemen",2,0,0,5,"46,056"
338,press,appuyer,ضَغَط,VERB,سدك,Qatar+Saudi+Oman+Yemen,1,0,0,3,"1,246"
338,press,appuyer,ضَغَط,VERB,ضغط,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen",4,1,0,5,"143,798"
338,press,appuyer,ضَغَط,VERB,عصر,Qatar+Saudi+Oman+Yemen,1,0,0,5,"183,362"
338,press,appuyer,ضَغَط,VERB,فعص,Qatar+Saudi+Oman+Yemen,1,0,0,2,73
338,press,appuyer,ضَغَط,VERB,كبس,"Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",3,0,0,3,"1,192"
338,press,appuyer,ضَغَط,VERB,نزل,Tunisia+Libya,1,0,0,5,"266,360"
338,press,appuyer,ضَغَط,VERB,هوس,Qatar+Saudi+Oman+Yemen,1,0,0,4,"24,760"
339,tourism,tourisme,سِياحَة,NOUN,تفرهيدة,Tunisia+Libya,1,0,0,0,2
339,tourism,tourisme,سِياحَة,NOUN,توريزم,Morocco+Algeria,1,0,1,1,5
339,tourism,tourisme,سِياحَة,NOUN,جولة سياحية,Syria+Lebanon+Jordan+Palestine,1,0,0,3,"2,782"
339,tourism,tourisme,سِياحَة,NOUN,زيارة معالم المدينة,Tunisia+Libya,1,0,0,5,"60,684"
339,tourism,tourisme,سِياحَة,NOUN,سياحة,"Morocco+Algeria, Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",6,1,0,3,"1,306"
339,tourism,tourisme,سِياحَة,NOUN,شوفة المنطفة,Syria+Lebanon+Jordan+Palestine,1,0,0,3,"1,115"
339,tourism,tourisme,سِياحَة,NOUN,فرجة,Egypt+Sudan,1,0,0,2,124
339,tourism,tourisme,سِياحَة,NOUN,فرجة عالمنطقة,Syria+Lebanon+Jordan+Palestine,1,0,0,2,162
339,tourism,tourisme,سِياحَة,NOUN,فرجة عالمناظر,Syria+Lebanon+Jordan+Palestine,1,0,0,2,141
339,tourism,tourisme,سِياحَة,NOUN,فسحة,Egypt+Sudan,1,0,0,3,361
339,tourism,tourisme,سِياحَة,NOUN,معالم,Qatar+Saudi+Oman+Yemen,1,0,0,5,"38,335"
339,tourism,tourisme,سِياحَة,NOUN,مناظر,Qatar+Saudi+Oman+Yemen,1,0,0,4,"27,499"
340,follow,suivre,ٱِتَّبَع,VERB,اتبع,Qatar+Saudi+Oman+Yemen,1,0,0,5,"117,755"
340,follow,suivre,ٱِتَّبَع,VERB,تابع,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",3,0,0,6,"424,450"
340,follow,suivre,ٱِتَّبَع,VERB,تبع,"Morocco+Algeria, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",4,0,0,5,"51,877"
340,follow,suivre,ٱِتَّبَع,VERB,تتبع,Qatar+Saudi+Oman+Yemen,1,0,0,5,"106,977"
340,follow,suivre,ٱِتَّبَع,VERB,ترصد,Qatar+Saudi+Oman+Yemen,1,0,0,4,"24,261"
340,follow,suivre,ٱِتَّبَع,VERB,تعقب,Qatar+Saudi+Oman+Yemen,1,0,0,4,"5,895"
340,follow,suivre,ٱِتَّبَع,VERB,تقفى,Qatar+Saudi+Oman+Yemen,1,0,0,2,45
340,follow,suivre,ٱِتَّبَع,VERB,تلا,Qatar+Saudi+Oman+Yemen,1,0,0,4,"4,694"
340,follow,suivre,ٱِتَّبَع,VERB,رافق,Syria+Lebanon+Jordan+Palestine,1,0,0,4,"22,610"
340,follow,suivre,ٱِتَّبَع,VERB,راقب,Qatar+Saudi+Oman+Yemen,1,0,0,5,"76,160"
340,follow,suivre,ٱِتَّبَع,VERB,طارد,"Egypt+Sudan, Qatar+Saudi+Oman+Yemen",2,0,0,4,"5,321"
340,follow,suivre,ٱِتَّبَع,VERB,قطر,Egypt+Sudan,1,0,0,6,"1,175,187"
340,follow,suivre,ٱِتَّبَع,VERB,لاحق,Qatar+Saudi+Oman+Yemen,1,0,0,4,"14,582"
340,follow,suivre,ٱِتَّبَع,VERB,لحق,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",5,0,0,5,"43,569"
340,follow,suivre,ٱِتَّبَع,VERB,مشى ورا,Egypt+Sudan,1,0,0,6,"327,167"
340,follow,suivre,ٱِتَّبَع,VERB,مشي ورا,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",2,0,0,6,"411,084"
340,follow,suivre,ٱِتَّبَع,VERB,يتبع,Tunisia+Libya,1,0,0,5,"266,916"
341,list,liste,قائِمَة,NOUN,جدول,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",2,0,0,5,"174,679"
341,list,liste,قائِمَة,NOUN,فهرس,Qatar+Saudi+Oman+Yemen,1,0,0,3,"2,118"
341,list,liste,قائِمَة,NOUN,قائمة,"Syria+Lebanon+Jordan+Palestine, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Morocco+Algeria",5,1,0,4,"3,642"
341,list,liste,قائِمَة,NOUN,قايمة,"Egypt+Sudan, Qatar+Saudi+Oman+Yemen",2,1,0,3,752
341,list,liste,قائِمَة,NOUN,كشف,"Egypt+Sudan, Qatar+Saudi+Oman+Yemen",2,0,0,6,"1,021,468"
341,list,liste,قائِمَة,NOUN,لائحة,"Iraq, Qatar+Saudi+Oman+Yemen",2,0,0,3,420
341,list,liste,قائِمَة,NOUN,لايحة,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",2,0,0,1,23
341,list,liste,قائِمَة,NOUN,لستة,"Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen",3,0,1,2,154
341,list,liste,قائِمَة,NOUN,ليستة,"Syria+Lebanon+Jordan+Palestine, Tunisia+Libya, Morocco+Algeria",3,0,1,1,27
341,list,liste,قائِمَة,NOUN,ليست,Morocco+Algeria,1,0,1,6,"1,291,159"
342,international,international,دُوَلِيّ,ADJ,انتيرناسيونال,Morocco+Algeria,1,0,1,0,0
342,international,international,دُوَلِيّ,ADJ,دولي,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",5,1,0,5,"70,424"
342,international,international,دُوَلِيّ,ADJ,عالمي,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",6,0,0,5,"314,932"
342,international,international,دُوَلِيّ,ADJ,مونديال,Morocco+Algeria,1,0,0,5,"34,521"
343,exit,sortie,خُرُوج,NOUN,الخروج,Tunisia+Libya,1,0,0,5,"177,782"
343,exit,sortie,خُرُوج,NOUN,خرجة,"Morocco+Algeria, Qatar+Saudi+Oman+Yemen",2,1,0,2,114
343,exit,sortie,خُرُوج,NOUN,خروج,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Iraq, Morocco+Algeria, Qatar+Saudi+Oman+Yemen",5,1,0,5,"310,012"
343,exit,sortie,خُرُوج,NOUN,صرفة,Syria+Lebanon+Jordan+Palestine,1,0,0,2,132
343,exit,sortie,خُرُوج,NOUN,طلعة,"Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",3,0,0,3,"1,381"
343,exit,sortie,خُرُوج,NOUN,طلوع,Qatar+Saudi+Oman+Yemen,1,0,0,5,"47,211"
343,exit,sortie,خُرُوج,NOUN,مخرج,"Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen, Egypt+Sudan, Tunisia+Libya",5,0,0,5,"135,210"
343,exit,sortie,خُرُوج,NOUN,منفذ,"Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",3,0,0,5,"68,417"
344,front,"en face de , face à",أَمام,NOUN,امام,"Iraq, Qatar+Saudi+Oman+Yemen",2,1,0,6,"2,114,612"
344,front,"en face de , face à",أَمام,NOUN,امامي,Tunisia+Libya,1,1,0,5,"82,966"
344,front,"en face de , face à",أَمام,NOUN,جدام,Qatar+Saudi+Oman+Yemen,1,0,0,4,"20,370"
344,front,"en face de , face à",أَمام,NOUN,فالواجهة,Qatar+Saudi+Oman+Yemen,1,0,0,1,9
344,front,"en face de , face à",أَمام,NOUN,فوش,Qatar+Saudi+Oman+Yemen,1,0,0,3,478
344,front,"en face de , face à",أَمام,NOUN,قبال,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Qatar+Saudi+Oman+Yemen",3,0,0,4,"9,657"
344,front,"en face de , face à",أَمام,NOUN,قبالة,Morocco+Algeria,1,0,0,3,332
344,front,"en face de , face à",أَمام,NOUN,قدام,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",6,0,0,6,"456,045"
344,front,"en face de , face à",أَمام,NOUN,قصاد,Egypt+Sudan,1,0,0,4,"16,696"
344,front,"en face de , face à",أَمام,NOUN,مقابل,Qatar+Saudi+Oman+Yemen,1,0,0,6,"519,725"
344,front,"en face de , face à",أَمام,NOUN,مقابيل,"Syria+Lebanon+Jordan+Palestine, Iraq",2,0,0,4,"3,979"
344,front,"en face de , face à",أَمام,NOUN,مقدمة,Qatar+Saudi+Oman+Yemen,1,0,0,3,"1,533"
344,front,"en face de , face à",أَمام,NOUN,مواجه,Syria+Lebanon+Jordan+Palestine,1,0,0,4,"7,764"
344,front,"en face de , face à",أَمام,NOUN,واجهة,"Qatar+Saudi+Oman+Yemen, Egypt+Sudan",2,0,0,3,490
345,single,simple,مُفْرَد,ADJ,اعزب,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",2,0,0,4,"9,184"
345,single,simple,مُفْرَد,ADJ,بروحه,Qatar+Saudi+Oman+Yemen,1,0,0,4,"28,952"
345,single,simple,مُفْرَد,ADJ,عازب,"Syria+Lebanon+Jordan+Palestine, Tunisia+Libya",2,0,0,4,"4,180"
345,single,simple,مُفْرَد,ADJ,عزابي,Syria+Lebanon+Jordan+Palestine,1,0,0,3,"1,769"
345,single,simple,مُفْرَد,ADJ,فرداني,Egypt+Sudan,1,0,0,2,38
345,single,simple,مُفْرَد,ADJ,فردة,Egypt+Sudan,1,0,0,2,118
345,single,simple,مُفْرَد,ADJ,فردي,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",5,0,0,4,"18,569"
345,single,simple,مُفْرَد,ADJ,فرودة,Tunisia+Libya,1,0,0,1,9
345,single,simple,مُفْرَد,ADJ,مفرد,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq",3,1,0,4,"4,525"
345,single,simple,مُفْرَد,ADJ,مفرداني,Egypt+Sudan,1,0,0,0,0
345,single,simple,مُفْرَد,ADJ,واحد,"Morocco+Algeria, Egypt+Sudan, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",4,0,0,7,"4,483,050"
345,single,simple,مُفْرَد,ADJ,وحيد,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",2,0,0,5,"201,813"
346,part,partie,جُزْء,NOUN,برت,Morocco+Algeria,1,0,1,4,"29,429"
346,part,partie,جُزْء,NOUN,جزء,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",6,1,0,6,"530,889"
346,part,partie,جُزْء,NOUN,جزو,Egypt+Sudan,1,1,0,2,255
346,part,partie,جُزْء,NOUN,حتة,Egypt+Sudan,1,0,0,3,"1,365"
346,part,partie,جُزْء,NOUN,حصة,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan",2,0,0,4,"4,898"
346,part,partie,جُزْء,NOUN,سهم,Tunisia+Libya,1,0,0,5,"103,654"
346,part,partie,جُزْء,NOUN,شطفة,Qatar+Saudi+Oman+Yemen,1,0,0,1,8
346,part,partie,جُزْء,NOUN,شقفة,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",2,0,0,2,219
346,part,partie,جُزْء,NOUN,شوي,Qatar+Saudi+Oman+Yemen,1,0,0,6,"738,024"
346,part,partie,جُزْء,NOUN,شوية,Qatar+Saudi+Oman+Yemen,1,0,0,4,"19,155"
346,part,partie,جُزْء,NOUN,طرف,"Morocco+Algeria, Tunisia+Libya",2,0,0,5,"291,489"
346,part,partie,جُزْء,NOUN,قسم,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",3,0,0,6,"454,359"
346,part,partie,جُزْء,NOUN,قطعة,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Qatar+Saudi+Oman+Yemen",3,0,0,4,"4,644"
346,part,partie,جُزْء,NOUN,نتفة,Qatar+Saudi+Oman+Yemen,1,0,0,2,284
346,part,partie,جُزْء,NOUN,نتيفة,Qatar+Saudi+Oman+Yemen,1,0,0,0,2
347,use,utiliser,ٱِسْتَخْدَم,VERB,تعاطى,Qatar+Saudi+Oman+Yemen,1,0,0,2,59
