English,French,MSA,POS,Dialect,DCom_Regions,CODA,CODA,RCom_Regions,MSA_Frequency,DA_Frequency,MSAFreq,DCom,RCom,DFreq,ASim,FSim
go,aller,ذَهَب,VERB,"DOH, MUS",Qatar+Saudi+Oman+Yemen ,توكل,كل,Qatar+Saudi+Oman+Yemen,474173,150863,6,1,6,5,0,0
go,aller,ذَهَب,VERB,"JED, MUS, RIY",Qatar+Saudi+Oman+Yemen ,خرج,خرج,Qatar+Saudi+Oman+Yemen,474173,220293,6,1,6,5,0,0
go,aller,ذَهَب,VERB,SAN,Qatar+Saudi+Oman+Yemen ,خطي,خط,Qatar+Saudi+Oman+Yemen,474173,57972,6,1,3,5,0,0
go,aller,ذَهَب,VERB,"SFA, TUN",Tunisia+Libya,ذهب,ذهب,Tunisia+Libya,474173,536200,6,1,3,6,1,0
go,aller,ذَهَب,VERB,"ALE, ALG, ALX, AMM, ASW, BAG, BAS, BEI, CAI, DAM, DOH, FES, JED, JER, MOS, MUS, RAB, RIY, SAL, SAN","Syria, Lebanon, Jordan, Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen ",راح,رح,"Egypt+Sudan, Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria",474173,2322197,6,5,6,6,0,0
go,aller,ذَهَب,VERB,SAN,Qatar+Saudi+Oman+Yemen ,رحل,رحل,Qatar+Saudi+Oman+Yemen,474173,331356,6,1,6,6,0,0
go,aller,ذَهَب,VERB,"MUS, SAN",Qatar+Saudi+Oman+Yemen ,سار,سر، سرر,Qatar+Saudi+Oman+Yemen,474173,63062,6,1,6,5,0,0
go,aller,ذَهَب,VERB,SAN,Qatar+Saudi+Oman+Yemen ,ضوى,ض,Qatar+Saudi+Oman+Yemen,474173,235,6,1,3,2,0,0
go,aller,ذَهَب,VERB,"ALE, AMM, BEI, DAM, JED, JER, MUS, RIY, SAL, SAN","Syria, Lebanon, Jordan, Palestine, Qatar+Saudi+Oman+Yemen ",طلع,طلع,"Jordan, Lebanon, Palestine, Qatar+Saudi+Oman+Yemen, Syria",474173,429389,6,2,6,6,0,0
go,aller,ذَهَب,VERB,KHA,Egypt+Sudan,فات,فت,Egypt+Sudan,474173,223517,6,1,4,5,0,0
go,aller,ذَهَب,VERB,"AMM, JER, SAL","Syria, Lebanon, Jordan, Palestine",مر,مرر,"Jordan, Lebanon, Palestine, Syria",474173,697460,6,1,6,6,0,0
go,aller,ذَهَب,VERB,"ALX, AMM, BAG, BAS, BEN, DOH, FES, JER, KHA, MOS, RAB, RIY, SAL, SFA, TRI, TUN","Egypt+Sudan, Syria, Lebanon, Jordan, Palestine, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen , Morocco+Algeria",مشى,مش,"Egypt+Sudan, Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",474173,9453,6,6,6,4,0,0
go,aller,ذَهَب,VERB,"ALE, ASW, BEI, CAI, DAM, JED, SAN","Syria, Lebanon, Jordan, Palestine, Egypt+Sudan, Qatar+Saudi+Oman+Yemen ",مشي,مش,"Egypt+Sudan, Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",474173,93370,6,3,6,5,0,0
go,aller,ذَهَب,VERB,"JED, RIY, SAN",Qatar+Saudi+Oman+Yemen ,نزل,نزل,Qatar+Saudi+Oman+Yemen,474173,266360,6,1,6,5,0,0
go,aller,ذَهَب,VERB,SAN,Qatar+Saudi+Oman+Yemen ,ولى,ل,Qatar+Saudi+Oman+Yemen,474173,1334,6,1,6,3,0,0
lose,perdre,فَقَد,VERB,"FES, RAB",Morocco+Algeria,تلف,تلف، لف، لف، لفف,Morocco+Algeria,3663218,51001,7,1,6,5,0,0
lose,perdre,فَقَد,VERB,"ALE, ALX, AMM, ASW, BEI, CAI, DAM, JER, MUS, SAL, SAN, SFA, TUN","Syria, Lebanon, Jordan, Palestine, Egypt+Sudan, Qatar+Saudi+Oman+Yemen , Tunisia+Libya",خسر,خسر,"Egypt+Sudan, Jordan, Lebanon, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",3663218,190081,7,4,4,5,0,0
lose,perdre,فَقَد,VERB,ALG,Morocco+Algeria,روح,رح,"Morocco+Algeria, Tunisia+Libya",3663218,1243129,7,1,6,6,0,0
lose,perdre,فَقَد,VERB,"BEN, TRI",Tunisia+Libya,ريح,رح,"Morocco+Algeria, Tunisia+Libya",3663218,163136,7,1,6,5,0,0
lose,perdre,فَقَد,VERB,"ALE, ALX, AMM, ASW, BAG, BAS, BEI, CAI, DAM, DOH, FES, JED, JER, KHA, MOS, RAB, RIY, SAL, SAN","Syria, Lebanon, Jordan, Palestine, Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen , Morocco+Algeria",ضيع,ضع,"Egypt+Sudan, Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria",3663218,76990,7,5,6,5,0,0
lose,perdre,فَقَد,VERB,MUS,Qatar+Saudi+Oman+Yemen ,غاب,غب,Qatar+Saudi+Oman+Yemen,3663218,426300,7,1,1,6,0,0
lose,perdre,فَقَد,VERB,MUS,Qatar+Saudi+Oman+Yemen ,غيب,غب,Qatar+Saudi+Oman+Yemen,3663218,81116,7,1,1,5,0,0
lose,perdre,فَقَد,VERB,"ALE, AMM, BAG, BAS, BEI, DAM, DOH, JER, MOS, MUS, SAL, SAN","Syria, Lebanon, Jordan, Palestine, Iraq, Qatar+Saudi+Oman+Yemen ",فقد,فقد,"Iraq, Jordan, Lebanon, Palestine, Qatar+Saudi+Oman+Yemen, Syria",3663218,1487085,7,3,4,6,1,0
lose,perdre,فَقَد,VERB,"BAG, BAS, FES, RAB","Iraq, Morocco+Algeria",ودر,در,"Iraq, Morocco+Algeria",3663218,2557,7,2,6,3,0,0
hope,espérer,تَمَنَّى,VERB,SAN,Qatar+Saudi+Oman+Yemen ,اتأمل,مل,"Jordan, Lebanon, Palestine, Qatar+Saudi+Oman+Yemen, Syria",49678,287,5,1,6,2,0,0
hope,espérer,تَمَنَّى,VERB,"JED, RIY",Qatar+Saudi+Oman+Yemen ,اترجى,رج,"Iraq, Jordan, Lebanon, Palestine, Qatar+Saudi+Oman+Yemen, Syria",49678,94,5,1,6,2,0,0
hope,espérer,تَمَنَّى,VERB,"ALX, AMM, ASW, CAI, JED, JER, KHA, RIY, SAL, SAN","Egypt+Sudan, Syria, Lebanon, Jordan, Palestine, Qatar+Saudi+Oman+Yemen ",اتمنى,من,"Egypt+Sudan, Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",49678,12626,5,3,6,4,1,0
hope,espérer,تَمَنَّى,VERB,SAN,Qatar+Saudi+Oman+Yemen ,امل,مل,"Jordan, Lebanon, Palestine, Qatar+Saudi+Oman+Yemen, Syria",49678,898773,5,1,6,6,0,0
hope,espérer,تَمَنَّى,VERB,"ALE, BEI, DAM, MUS","Syria, Lebanon, Jordan, Palestine, Qatar+Saudi+Oman+Yemen ",تأمل,مل,"Jordan, Lebanon, Palestine, Qatar+Saudi+Oman+Yemen, Syria",49678,1086,5,2,6,3,0,0
hope,espérer,تَمَنَّى,VERB,"ALE, AMM, BAG, BAS, BEI, DAM, JER, MOS, MUS, SAL","Syria, Lebanon, Jordan, Palestine, Iraq, Qatar+Saudi+Oman+Yemen ",ترجى,رج,"Iraq, Jordan, Lebanon, Palestine, Qatar+Saudi+Oman+Yemen, Syria",49678,172,5,3,6,2,0,0
hope,espérer,تَمَنَّى,VERB,MUS,Qatar+Saudi+Oman+Yemen ,تفاءل,فل,Qatar+Saudi+Oman+Yemen,49678,76000,5,1,4,5,0,0
hope,espérer,تَمَنَّى,VERB,"ALE, ALG, AMM, BAG, BAS, BEI, BEN, DAM, DOH, FES, JER, MOS, MUS, RAB, SAL, SAN, SFA, TRI, TUN","Syria, Lebanon, Jordan, Palestine, Morocco+Algeria, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen ",تمنى,من,"Egypt+Sudan, Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",49678,1902,5,5,6,3,1,0
hope,espérer,تَمَنَّى,VERB,JED,Qatar+Saudi+Oman+Yemen ,كان مأمل,كن+ممل,Qatar+Saudi+Oman+Yemen,49678,10289143,5,1,1,7,0,0
hope,espérer,تَمَنَّى,VERB,"JED, RIY",Qatar+Saudi+Oman+Yemen ,يا ريت,يا+رت,Qatar+Saudi+Oman+Yemen,49678,21161254,5,1,1,7,0,0
hope,espérer,تَمَنَّى,VERB,"BAG, BAS, MOS",Iraq,يصير آمل,صر+مل,Iraq,49678,510591,5,1,1,6,0,0
keep,garder,ٱِحْتَفَظ,VERB,"FES, RAB",Morocco+Algeria,احتافض ب+,حتفض,Morocco+Algeria,0,10944344,0,1,1,7,0,0
keep,garder,ٱِحْتَفَظ,VERB,"ALX, AMM, ASW, BAG, BAS, CAI, DOH, JED, JER, KHA, MOS, MUS, RIY, SAL, SAN","Egypt+Sudan, Syria, Lebanon, Jordan, Palestine, Iraq, Qatar+Saudi+Oman+Yemen ",احتفظ,حفظ,"Egypt+Sudan, Iraq, Jordan, Lebanon, Palestine, Qatar+Saudi+Oman+Yemen, Syria",0,64513,0,4,4,5,0,0
keep,garder,ٱِحْتَفَظ,VERB,SAN,Qatar+Saudi+Oman+Yemen ,بقى,بق,Qatar+Saudi+Oman+Yemen,0,20559,0,1,6,4,0,0
keep,garder,ٱِحْتَفَظ,VERB,ALG,Morocco+Algeria,جاردا,جرد,Morocco+Algeria,0,127,0,1,6,2,0,0
keep,garder,ٱِحْتَفَظ,VERB,"FES, RAB",Morocco+Algeria,حافض على,حفض+عل,Morocco+Algeria,0,1293271,0,1,1,6,0,0
keep,garder,ٱِحْتَفَظ,VERB,"ALX, AMM, ASW, CAI, JER, SAL","Egypt+Sudan, Syria, Lebanon, Jordan, Palestine",حافظ,حفظ,"Egypt+Sudan, Iraq, Jordan, Lebanon, Palestine, Qatar+Saudi+Oman+Yemen, Syria",0,362803,0,2,4,6,0,0
keep,garder,ٱِحْتَفَظ,VERB,"JED, RIY",Qatar+Saudi+Oman+Yemen ,حافظ على,حفظ+عل,Qatar+Saudi+Oman+Yemen,0,1655430,0,1,1,6,0,0
keep,garder,ٱِحْتَفَظ,VERB,MUS,Qatar+Saudi+Oman+Yemen ,حفظ,حفظ,"Egypt+Sudan, Iraq, Jordan, Lebanon, Palestine, Qatar+Saudi+Oman+Yemen, Syria",0,440268,0,1,4,6,0,0
keep,garder,ٱِحْتَفَظ,VERB,"ALE, AMM, BAG, BAS, BEI, BEN, DAM, DOH, JED, JER, MOS, MUS, RIY, SAL, SFA, TRI, TUN","Syria, Lebanon, Jordan, Palestine, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen ",خلى,خل,"Iraq, Jordan, Lebanon, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",0,2871,0,4,6,3,0,0
keep,garder,ٱِحْتَفَظ,VERB,"ALG, JED, RIY","Morocco+Algeria, Qatar+Saudi+Oman+Yemen ",خلى عنده,خل+عنده,"Morocco+Algeria, Qatar+Saudi+Oman+Yemen",0,1073879,0,2,2,6,0,0
keep,garder,ٱِحْتَفَظ,VERB,"JED, RIY",Qatar+Saudi+Oman+Yemen ,خلى معه,خل+معه,Qatar+Saudi+Oman+Yemen,0,1356460,0,1,1,6,0,0
keep,garder,ٱِحْتَفَظ,VERB,MUS,Qatar+Saudi+Oman+Yemen ,دعى,دع,Qatar+Saudi+Oman+Yemen,0,243,0,1,4,2,0,0
keep,garder,ٱِحْتَفَظ,VERB,"BAG, BAS, MOS, MUS","Iraq, Qatar+Saudi+Oman+Yemen ",ضم,ضمم,"Iraq, Qatar+Saudi+Oman+Yemen",0,108689,0,2,5,5,0,0
jacket,veste,سُتْرَة,NOUN,"JED, RIY",Qatar+Saudi+Oman+Yemen ,بلوفر,بلفر,Qatar+Saudi+Oman+Yemen,45997,39088,5,1,1,5,0,0
jacket,veste,سُتْرَة,NOUN,"BEN, TRI",Tunisia+Libya,جاكة,جك,Tunisia+Libya,45997,6,5,1,1,1,0,0
jacket,veste,سُتْرَة,NOUN,"ALX, CAI, KHA, SAN","Egypt+Sudan, Qatar+Saudi+Oman+Yemen ",جاكت,جكت,"Egypt+Sudan, Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria",45997,1695,5,2,5,3,0,1
jacket,veste,سُتْرَة,NOUN,"ALX, ASW",Egypt+Sudan,جاكتة,جكت,"Egypt+Sudan, Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria",45997,1,5,1,5,0,0,1
jacket,veste,سُتْرَة,NOUN,"ALE, AMM, BAG, BAS, BEI, DAM, DOH, FES, JED, JER, MOS, MUS, RAB, RIY, SAL","Syria, Lebanon, Jordan, Palestine, Iraq, Qatar+Saudi+Oman+Yemen , Morocco+Algeria",جاكيت,جكت,"Egypt+Sudan, Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria",45997,30657,5,4,5,4,0,1
jacket,veste,سُتْرَة,NOUN,"ALE, AMM, BAG, BAS, BEI, DAM, JED, JER, MOS, RIY, SAL","Syria, Lebanon, Jordan, Palestine, Iraq, Qatar+Saudi+Oman+Yemen ",سترة,ستر,"Iraq, Jordan, Lebanon, Palestine, Qatar+Saudi+Oman+Yemen, Syria",45997,241,5,3,3,2,1,0
jacket,veste,سُتْرَة,NOUN,"ALG, FES, RAB, SFA, TUN","Morocco+Algeria, Tunisia+Libya",فيستة,فست,"Morocco+Algeria, Tunisia+Libya",45997,10,5,2,2,1,0,0
jacket,veste,سُتْرَة,NOUN,"BAG, BAS, MOS",Iraq,قمصلة,قمصل,Iraq,45997,11,5,1,1,1,0,0
jacket,veste,سُتْرَة,NOUN,MUS,Qatar+Saudi+Oman+Yemen ,قميص,قمص,Qatar+Saudi+Oman+Yemen,45997,80037,5,1,4,5,0,0
jacket,veste,سُتْرَة,NOUN,"ALE, BEI, DAM","Syria, Lebanon, Jordan, Palestine",كبوت,كبت,"Jordan, Lebanon, Palestine, Syria",45997,2421,5,1,2,3,0,0
jacket,veste,سُتْرَة,NOUN,"FES, RAB",Morocco+Algeria,كبود,كبد,Morocco+Algeria,45997,6492,5,1,3,4,0,0
jacket,veste,سُتْرَة,NOUN,SAN,Qatar+Saudi+Oman+Yemen ,كوت,كت,Qatar+Saudi+Oman+Yemen,45997,24683,5,1,4,4,0,0
bring,apporter,أَحْضَر,VERB,SAN,Qatar+Saudi+Oman+Yemen ,ادى,د,Qatar+Saudi+Oman+Yemen,32234,904,5,1,6,3,0,0
bring,apporter,أَحْضَر,VERB,SAN,Qatar+Saudi+Oman+Yemen ,ادي,د,Qatar+Saudi+Oman+Yemen,32234,130593,5,1,6,5,0,0
bring,apporter,أَحْضَر,VERB,"ALE, ALG, ALX, AMM, ASW, BAG, BAS, BEI, BEN, CAI, DAM, DOH, FES, JED, JER, KHA, MOS, MUS, RAB, RIY, SAL, SAN, SFA, TRI, TUN","Syria, Lebanon, Jordan, Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen ",جاب,جب,"Egypt+Sudan, Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",32234,228271,5,6,6,5,0,0
bring,apporter,أَحْضَر,VERB,ASW,Egypt+Sudan,جلب,جلب,Egypt+Sudan,32234,60025,5,1,1,5,0,0
bring,apporter,أَحْضَر,VERB,"BAG, BAS",Iraq,نزل,نزل,Iraq,32234,266360,5,1,6,5,0,0
bring,apporter,أَحْضَر,VERB,SAN,Qatar+Saudi+Oman+Yemen ,هات,هت,Qatar+Saudi+Oman+Yemen,32234,205701,5,1,1,5,0,0
drink,boire,شَرِب,VERB,SAN,Qatar+Saudi+Oman+Yemen ,اتجرع,جرع,Qatar+Saudi+Oman+Yemen,251035,3170,5,1,1,4,0,0
drink,boire,شَرِب,VERB,"ALX, ASW, CAI",Egypt+Sudan,بلبع,بلبع,Egypt+Sudan,251035,478,5,1,1,3,0,0
drink,boire,شَرِب,VERB,MUS,Qatar+Saudi+Oman+Yemen ,زعط,زعط,Qatar+Saudi+Oman+Yemen,251035,48,5,1,1,2,0,0
drink,boire,شَرِب,VERB,"ALE, ALG, ALX, AMM, ASW, BAG, BAS, BEI, BEN, CAI, DAM, DOH, FES, JED, JER, KHA, MOS, MUS, RAB, RIY, SAL, SAN, SFA, TRI, TUN","Syria, Lebanon, Jordan, Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen ",شرب,شرب,"Egypt+Sudan, Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",251035,159011,5,6,6,5,1,0
drink,boire,شَرِب,VERB,MUS,Qatar+Saudi+Oman+Yemen ,عبى,عب,Qatar+Saudi+Oman+Yemen,251035,107,5,1,5,2,0,0
drink,boire,شَرِب,VERB,"ALE, DAM","Syria, Lebanon, Jordan, Palestine",كرع,كرع,"Jordan, Lebanon, Palestine, Syria",251035,131,5,1,4,2,0,0
eat,manger,أَكَل ، تَناوَل,VERB,"ALE, AMM, BAG, BAS, BEI, BEN, DAM, JED, JER, KHA, MOS, RIY, SAL, SAN, TRI","Syria, Lebanon, Jordan, Palestine, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen , Egypt+Sudan",اكل,كل,"Egypt+Sudan, Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",998029,334571,6,5,6,6,1,0
eat,manger,أَكَل ، تَناوَل,VERB,MUS,Qatar+Saudi+Oman+Yemen ,تريق,رق,Qatar+Saudi+Oman+Yemen,998029,594,6,1,6,3,0,0
eat,manger,أَكَل ، تَناوَل,VERB,"SFA, TUN",Tunisia+Libya,تشمل,شمل,Tunisia+Libya,998029,47298,6,1,6,5,0,0
eat,manger,أَكَل ، تَناوَل,VERB,MUS,Qatar+Saudi+Oman+Yemen ,تعشى,عش,Qatar+Saudi+Oman+Yemen,998029,420,6,1,6,3,0,0
eat,manger,أَكَل ، تَناوَل,VERB,MUS,Qatar+Saudi+Oman+Yemen ,تغدى,غد,Qatar+Saudi+Oman+Yemen,998029,303,6,1,6,2,0,0
eat,manger,أَكَل ، تَناوَل,VERB,"AMM, JER, SAL","Syria, Lebanon, Jordan, Palestine",تغذى,غذ,"Jordan, Lebanon, Palestine, Syria",998029,54,6,1,2,2,0,0
eat,manger,أَكَل ، تَناوَل,VERB,MUS,Qatar+Saudi+Oman+Yemen ,تناول,نل,Qatar+Saudi+Oman+Yemen,998029,127028,6,1,4,5,1,0
eat,manger,أَكَل ، تَناوَل,VERB,"ALX, ASW, CAI, DOH, MUS","Egypt+Sudan, Qatar+Saudi+Oman+Yemen ",كل,كلل,"Egypt+Sudan, Qatar+Saudi+Oman+Yemen",998029,31663859,6,2,6,8,1,0
eat,manger,أَكَل ، تَناوَل,VERB,"ALG, BEN, FES, RAB, SFA, TRI, TUN","Morocco+Algeria, Tunisia+Libya",كلا,كل,"Egypt+Sudan, Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",998029,128353,6,2,6,5,1,0
like,aimer,أَحَبّ,VERB,SAN,Qatar+Saudi+Oman+Yemen ,اشتا,شتت,Qatar+Saudi+Oman+Yemen,337485,2846,6,1,4,3,0,0
like,aimer,أَحَبّ,VERB,SAN,Qatar+Saudi+Oman+Yemen ,اشتي,شت,Qatar+Saudi+Oman+Yemen,337485,2386,6,1,2,3,0,0
like,aimer,أَحَبّ,VERB,SAN,Qatar+Saudi+Oman+Yemen ,اعجب,عجب,"Egypt+Sudan, Iraq, Morocco+Algeria, Qatar+Saudi+Oman+Yemen",337485,39715,6,1,5,5,0,0
like,aimer,أَحَبّ,VERB,DOH,Qatar+Saudi+Oman+Yemen ,انعجب,نعجب,Qatar+Saudi+Oman+Yemen,337485,521,6,1,1,3,0,0
like,aimer,أَحَبّ,VERB,"FES, MUS, RAB","Morocco+Algeria, Qatar+Saudi+Oman+Yemen ",بغى,بغ,"Morocco+Algeria, Qatar+Saudi+Oman+Yemen",337485,2105,6,2,2,3,0,0
like,aimer,أَحَبّ,VERB,"SFA, TUN",Tunisia+Libya,حابب,حبب,"Egypt+Sudan, Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",337485,53606,6,1,6,5,0,0
like,aimer,أَحَبّ,VERB,"ALE, ALG, ALX, AMM, ASW, BAG, BAS, BEI, BEN, CAI, DAM, DOH, JED, JER, MOS, MUS, RIY, SAL, SAN, SFA, TRI, TUN","Syria, Lebanon, Jordan, Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen ",حب,حبب,"Egypt+Sudan, Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",337485,2709191,6,6,6,6,1,0
like,aimer,أَحَبّ,VERB,MUS,Qatar+Saudi+Oman+Yemen ,راد,رد,Qatar+Saudi+Oman+Yemen,337485,22698,6,1,6,4,0,0
like,aimer,أَحَبّ,VERB,"MUS, SAN",Qatar+Saudi+Oman+Yemen ,رغب,رغب,Qatar+Saudi+Oman+Yemen,337485,23268,6,1,1,4,0,0
like,aimer,أَحَبّ,VERB,"BAG, BAS, FES, JED, KHA, MOS, MUS, RAB, RIY","Iraq, Morocco+Algeria, Qatar+Saudi+Oman+Yemen , Egypt+Sudan",عجب,عجب,"Egypt+Sudan, Iraq, Morocco+Algeria, Qatar+Saudi+Oman+Yemen",337485,65987,6,4,5,5,0,0
like,aimer,أَحَبّ,VERB,"ALX, ASW, CAI, SAN","Egypt+Sudan, Qatar+Saudi+Oman+Yemen ",هوى,ه,"Egypt+Sudan, Qatar+Saudi+Oman+Yemen",337485,2506,6,2,6,3,0,0
like,aimer,أَحَبّ,VERB,SAN,Qatar+Saudi+Oman+Yemen ,هوي,ه,"Egypt+Sudan, Qatar+Saudi+Oman+Yemen",337485,177932,6,1,6,5,0,0
ask,demander,سَأَل,VERB,"ALX, AMM, ASW, CAI, JED, JER, MUS, RIY, SAL","Egypt+Sudan, Syria, Lebanon, Jordan, Palestine, Qatar+Saudi+Oman+Yemen ",استفسر,فسر,"Egypt+Sudan, Jordan, Lebanon, Palestine, Qatar+Saudi+Oman+Yemen, Syria",100073,5773,5,3,6,4,0,0
ask,demander,سَأَل,VERB,"ALX, AMM, ASW, BAG, BAS, BEN, CAI, DOH, JED, JER, KHA, MOS, MUS, RIY, SAL, SAN, SFA, TRI, TUN","Egypt+Sudan, Syria, Lebanon, Jordan, Palestine, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen ",سأل,سل,"Egypt+Sudan, Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",100073,3674,5,5,6,4,1,0
ask,demander,سَأَل,VERB,ALG,Morocco+Algeria,سقسى,سقس,Morocco+Algeria,100073,13,5,1,1,1,0,0
ask,demander,سَأَل,VERB,"FES, RAB",Morocco+Algeria,سول,سل,"Egypt+Sudan, Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",100073,9323,5,1,6,4,1,0
ask,demander,سَأَل,VERB,"ALE, ALX, ASW, BEI, CAI, DAM, DOH, JED, MUS, RIY","Syria, Lebanon, Jordan, Palestine, Egypt+Sudan, Qatar+Saudi+Oman+Yemen ",طلب,طلب,"Egypt+Sudan, Jordan, Lebanon, Palestine, Qatar+Saudi+Oman+Yemen, Syria",100073,540262,5,3,6,6,0,0
ask,demander,سَأَل,VERB,MUS,Qatar+Saudi+Oman+Yemen ,ناشد,نشد,"Iraq, Qatar+Saudi+Oman+Yemen",100073,5984,5,1,2,4,0,0
ask,demander,سَأَل,VERB,BAS,Iraq,نشد,نشد,"Iraq, Qatar+Saudi+Oman+Yemen",100073,25717,5,1,2,4,0,0
exchange,change,صَرْف,NOUN,KHA,Egypt+Sudan,بدل,بدل,"Egypt+Sudan, Jordan, Lebanon, Palestine, Syria",597596,312002,6,1,6,5,0,0
exchange,change,صَرْف,NOUN,"ALE, BEI, BEN, DAM, JED, RIY, TRI","Syria, Lebanon, Jordan, Palestine, Tunisia+Libya, Qatar+Saudi+Oman+Yemen ",تبديل,تبدل,"Jordan, Lebanon, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",597596,43201,6,3,3,5,0,0
exchange,change,صَرْف,NOUN,DOH,Qatar+Saudi+Oman+Yemen ,تحويل,حل,Qatar+Saudi+Oman+Yemen,597596,155886,6,1,6,5,0,0
exchange,change,صَرْف,NOUN,"BAG, BAS, MOS",Iraq,تصريف,صرف,"Egypt+Sudan, Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",597596,18216,6,1,6,4,0,0
exchange,change,صَرْف,NOUN,"JED, RIY",Qatar+Saudi+Oman+Yemen ,تغيير,تغر,Qatar+Saudi+Oman+Yemen,597596,308401,6,1,6,5,0,0
exchange,change,صَرْف,NOUN,ALG,Morocco+Algeria,شونج,شنج,Morocco+Algeria,597596,95,6,1,1,2,0,1
exchange,change,صَرْف,NOUN,"AMM, JER, SAL","Syria, Lebanon, Jordan, Palestine",صرافة,صرف,"Egypt+Sudan, Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",597596,56,6,1,6,2,1,0
exchange,change,صَرْف,NOUN,"ALE, ALX, AMM, ASW, BEI, BEN, CAI, DAM, DOH, FES, JER, KHA, MUS, RAB, SAL, SAN, SFA, TRI, TUN","Syria, Lebanon, Jordan, Palestine, Egypt+Sudan, Tunisia+Libya, Qatar+Saudi+Oman+Yemen , Morocco+Algeria",صرف,صرف,"Egypt+Sudan, Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",597596,162060,6,5,6,5,1,0
exchange,change,صَرْف,NOUN,MOS,Iraq,صيرفة,صرف,"Egypt+Sudan, Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",597596,5,6,1,6,1,1,0
exchange,change,صَرْف,NOUN,"ALE, BEI, DAM","Syria, Lebanon, Jordan, Palestine",مبادلة,بدل,"Egypt+Sudan, Jordan, Lebanon, Palestine, Syria",597596,50,6,1,6,2,0,0
exchange,change,صَرْف,NOUN,"ALE, BEI, DAM","Syria, Lebanon, Jordan, Palestine",مقايضة,قض,"Jordan, Lebanon, Palestine, Syria",597596,39,6,1,6,2,0,0
tour,excursion,جَوْلَة,NOUN,ALG,Morocco+Algeria,اكسكرسيون,كسكرسن,Morocco+Algeria,451565,0,6,1,1,0,0,1
